trade_id,strategy_name,session_date,direction,level_type,academic_source_key,academic_source_doi,setup_mode,feature_method,vpin_rank_column,vpin_prior_rank,vpin_proxy_value,drawdown_rank_column,prior_session_drawdown_rank,session_return_column,session_return_at_signal,min_session_return,vpin_rank_cutoff,drawdown_rank_cutoff,vpin_signal_timestamp,vpin_intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,vpin_toxicity_continuation,2021-02-26,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.8571428571428571,0.4094773582302832,vpin_prior_drawdown_rank63_at_1330,0.9841269841269841,vpin_session_ret,0.0007152610702907403,0.0005,0.45,0.3,2021-02-26 13:30:00-05:00,2021-02-26 13:30:00-05:00,0.02,1.0,15:31:00,3847.5,2021-02-26 13:29:00-05:00,3858.5,3785.0,2021-02-26 13:30:00-05:00,2021-02-26 13:30:00-05:00,3848.0,3771.0,3925.0,77.0,1,1.0,35.5,fixed_contracts,2021-02-26 15:31:00-05:00,3826.5,eod_flatten,-1075.0,-1080.0,-0.2792207792207792,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,vpin_toxicity_continuation,2021-03-01,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.47619047619047616,0.6215023589044752,vpin_prior_drawdown_rank63_at_1330,0.6825396825396826,vpin_session_ret,0.007570365577483029,0.0005,0.45,0.3,2021-03-01 13:30:00-05:00,2021-03-01 13:30:00-05:00,0.02,1.0,15:31:00,3893.0,2021-03-01 13:29:00-05:00,3899.5,3858.0,2021-03-01 13:30:00-05:00,2021-03-01 13:30:00-05:00,3893.0,3815.0,3971.0,78.0,1,19.0,0.25,fixed_contracts,2021-03-01 15:31:00-05:00,3907.0,eod_flatten,700.0,695.0,0.1794871794871795,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,vpin_toxicity_continuation,2021-03-12,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7142857142857143,0.4185044557094232,vpin_prior_drawdown_rank63_at_1330,0.5555555555555556,vpin_session_ret,0.0026134625191229777,0.0005,0.45,0.3,2021-03-12 13:30:00-05:00,2021-03-12 13:30:00-05:00,0.02,1.0,15:31:00,3932.25,2021-03-12 13:29:00-05:00,3934.75,3913.75,2021-03-12 13:30:00-05:00,2021-03-12 13:30:00-05:00,3932.5,3853.75,4011.25,78.75,1,5.0,4.75,fixed_contracts,2021-03-12 15:31:00-05:00,3936.25,eod_flatten,187.5,182.5,0.047619047619047616,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,vpin_toxicity_continuation,2021-03-25,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7142857142857143,0.27917448049858673,vpin_prior_drawdown_rank63_at_1330,0.8571428571428571,vpin_session_ret,0.005178663904712666,0.0005,0.45,0.3,2021-03-25 13:30:00-04:00,2021-03-25 13:30:00-04:00,0.02,1.0,15:31:00,3882.0,2021-03-25 13:29:00-04:00,3891.25,3843.25,2021-03-25 13:30:00-04:00,2021-03-25 13:30:00-04:00,3882.5,3804.75,3960.25,77.75,1,18.5,12.5,fixed_contracts,2021-03-25 15:31:00-04:00,3898.0,eod_flatten,775.0,770.0,0.19935691318327975,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,vpin_toxicity_continuation,2021-04-13,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.35851117268605265,vpin_prior_drawdown_rank63_at_1330,0.42857142857142855,vpin_session_ret,0.0010922992900055384,0.0005,0.45,0.3,2021-04-13 13:30:00-04:00,2021-04-13 13:30:00-04:00,0.02,1.0,15:31:00,4124.25,2021-04-13 13:29:00-04:00,4126.5,4115.5,2021-04-13 13:30:00-04:00,2021-04-13 13:30:00-04:00,4124.5,4042.0,4207.0,82.5,1,15.25,1.0,fixed_contracts,2021-04-13 15:31:00-04:00,4138.0,eod_flatten,675.0,670.0,0.16363636363636364,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,vpin_toxicity_continuation,2021-04-21,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.21995422845201573,vpin_prior_drawdown_rank63_at_1330,0.9523809523809523,vpin_session_ret,0.007035419699175094,0.0005,0.45,0.3,2021-04-21 13:30:00-04:00,2021-04-21 13:30:00-04:00,0.02,1.0,15:31:00,4151.0,2021-04-21 13:29:00-04:00,4153.5,4117.75,2021-04-21 13:30:00-04:00,2021-04-21 13:30:00-04:00,4151.5,4068.25,4234.75,83.25,1,6.0,0.5,fixed_contracts,2021-04-21 15:31:00-04:00,4156.0,eod_flatten,225.0,220.0,0.05405405405405406,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,vpin_toxicity_continuation,2021-04-23,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,1.0,0.31094656821451744,vpin_prior_drawdown_rank63_at_1330,0.873015873015873,vpin_session_ret,0.009674688595960879,0.0005,0.45,0.3,2021-04-23 13:30:00-04:00,2021-04-23 13:30:00-04:00,0.02,1.0,15:31:00,4174.5,2021-04-23 13:29:00-04:00,4177.0,4131.75,2021-04-23 13:30:00-04:00,2021-04-23 13:30:00-04:00,4175.0,4091.5,4258.5,83.5,1,8.75,3.25,fixed_contracts,2021-04-23 15:31:00-04:00,4183.25,eod_flatten,412.5,407.5,0.09880239520958084,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,vpin_toxicity_continuation,2021-05-07,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5238095238095238,0.29256364293780257,vpin_prior_drawdown_rank63_at_1330,0.6349206349206349,vpin_session_ret,0.0050625372245383105,0.0005,0.45,0.3,2021-05-07 13:30:00-04:00,2021-05-07 13:30:00-04:00,0.02,1.0,15:31:00,4218.75,2021-05-07 13:29:00-04:00,4232.25,4195.5,2021-05-07 13:30:00-04:00,2021-05-07 13:30:00-04:00,4219.25,4134.75,4303.75,84.5,1,12.5,3.25,fixed_contracts,2021-05-07 15:31:00-04:00,4227.75,eod_flatten,425.0,420.0,0.10059171597633136,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,vpin_toxicity_continuation,2021-05-13,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9047619047619048,0.47700727208745414,vpin_prior_drawdown_rank63_at_1330,0.9682539682539683,vpin_session_ret,0.0033086207952943703,0.0005,0.45,0.3,2021-05-13 13:30:00-04:00,2021-05-13 13:30:00-04:00,0.02,1.0,15:31:00,4093.75,2021-05-13 13:29:00-04:00,4123.25,4073.25,2021-05-13 13:30:00-04:00,2021-05-13 13:30:00-04:00,4094.0,4012.0,4176.0,82.0,1,28.75,12.5,fixed_contracts,2021-05-13 15:31:00-04:00,4121.0,eod_flatten,1350.0,1345.0,0.32926829268292684,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,vpin_toxicity_continuation,2021-05-14,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9047619047619048,0.25274955654273995,vpin_prior_drawdown_rank63_at_1330,0.9365079365079365,vpin_session_ret,0.0069478008699854765,0.0005,0.45,0.3,2021-05-14 13:30:00-04:00,2021-05-14 13:30:00-04:00,0.02,1.0,15:31:00,4166.75,2021-05-14 13:29:00-04:00,4167.5,4134.75,2021-05-14 13:30:00-04:00,2021-05-14 13:30:00-04:00,4167.25,4083.75,4250.75,83.5,1,11.0,2.5,fixed_contracts,2021-05-14 15:31:00-04:00,4172.5,eod_flatten,262.5,257.5,0.06287425149700598,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,vpin_toxicity_continuation,2021-05-19,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.8571428571428571,0.38731030055218235,vpin_prior_drawdown_rank63_at_1330,0.36507936507936506,vpin_session_ret,0.008235511031897236,0.0005,0.45,0.3,2021-05-19 13:30:00-04:00,2021-05-19 13:30:00-04:00,0.02,1.0,15:31:00,4101.25,2021-05-19 13:29:00-04:00,4105.0,4055.5,2021-05-19 13:30:00-04:00,2021-05-19 13:30:00-04:00,4101.25,4019.0,4183.5,82.25,1,6.75,23.0,fixed_contracts,2021-05-19 15:31:00-04:00,4098.75,eod_flatten,-125.0,-130.0,-0.030395136778115502,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,vpin_toxicity_continuation,2021-05-24,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,1.0,0.2948353145563031,vpin_prior_drawdown_rank63_at_1330,0.9047619047619048,vpin_session_ret,0.005928498712497676,0.0005,0.45,0.3,2021-05-24 13:30:00-04:00,2021-05-24 13:30:00-04:00,0.02,1.0,15:31:00,4199.5,2021-05-24 13:29:00-04:00,4200.0,4173.5,2021-05-24 13:30:00-04:00,2021-05-24 13:30:00-04:00,4199.75,4115.75,4283.75,84.0,1,6.5,0.75,fixed_contracts,2021-05-24 15:31:00-04:00,4202.5,eod_flatten,137.5,132.5,0.03273809523809524,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,vpin_toxicity_continuation,2021-05-26,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.7619047619047619,0.5050898069322229,vpin_prior_drawdown_rank63_at_1330,0.8095238095238095,vpin_session_ret,0.0008349236641220781,0.0005,0.45,0.3,2021-05-26 13:30:00-04:00,2021-05-26 13:30:00-04:00,0.02,1.0,15:31:00,4195.5,2021-05-26 13:29:00-04:00,4199.0,4180.5,2021-05-26 13:30:00-04:00,2021-05-26 13:30:00-04:00,4196.0,4112.0,4280.0,84.0,1,0.0,8.75,fixed_contracts,2021-05-26 15:31:00-04:00,4192.0,eod_flatten,-200.0,-205.0,-0.047619047619047616,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
24,vpin_toxicity_continuation,2021-06-03,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.9523809523809523,0.7218696304280026,vpin_prior_drawdown_rank63_at_1330,0.7619047619047619,vpin_session_ret,0.004183850337696526,0.0005,0.45,0.3,2021-06-03 13:30:00-04:00,2021-06-03 13:30:00-04:00,0.02,1.0,15:31:00,4200.25,2021-06-03 13:29:00-04:00,4202.5,4165.25,2021-06-03 13:30:00-04:00,2021-06-03 13:30:00-04:00,4200.75,4116.5,4285.0,84.25,1,0.75,11.0,fixed_contracts,2021-06-03 15:31:00-04:00,4193.25,eod_flatten,-375.0,-380.0,-0.08902077151335312,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,vpin_toxicity_continuation,2021-06-30,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.6190476190476191,0.3529155673554265,vpin_prior_drawdown_rank63_at_1330,0.5079365079365079,vpin_session_ret,0.000759168418593692,0.0005,0.45,0.3,2021-06-30 13:30:00-04:00,2021-06-30 13:30:00-04:00,0.02,1.0,15:31:00,4284.25,2021-06-30 13:29:00-04:00,4289.25,4277.25,2021-06-30 13:30:00-04:00,2021-06-30 13:30:00-04:00,4284.5,4198.75,4370.25,85.75,1,3.5,3.25,fixed_contracts,2021-06-30 15:31:00-04:00,4286.0,eod_flatten,75.0,70.0,0.01749271137026239,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,vpin_toxicity_continuation,2021-07-01,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5238095238095238,0.3397065628954194,vpin_prior_drawdown_rank63_at_1330,0.30158730158730157,vpin_session_ret,0.001512859304084735,0.0005,0.45,0.3,2021-07-01 13:30:00-04:00,2021-07-01 13:30:00-04:00,0.02,1.0,15:31:00,4303.0,2021-07-01 13:29:00-04:00,4303.25,4293.25,2021-07-01 13:30:00-04:00,2021-07-01 13:30:00-04:00,4303.25,4217.0,4389.5,86.25,1,7.5,0.75,fixed_contracts,2021-07-01 15:31:00-04:00,4309.75,eod_flatten,325.0,320.0,0.07536231884057971,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,vpin_toxicity_continuation,2021-07-21,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5714285714285714,0.27202461880678647,vpin_prior_drawdown_rank63_at_1330,0.6190476190476191,vpin_session_ret,0.003349696794686663,0.0005,0.45,0.3,2021-07-21 13:30:00-04:00,2021-07-21 13:30:00-04:00,0.02,1.0,15:31:00,4343.25,2021-07-21 13:29:00-04:00,4345.0,4326.0,2021-07-21 13:30:00-04:00,2021-07-21 13:30:00-04:00,4343.5,4256.5,4430.5,87.0,1,5.25,2.5,fixed_contracts,2021-07-21 15:31:00-04:00,4345.0,eod_flatten,75.0,70.0,0.017241379310344827,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,vpin_toxicity_continuation,2021-08-05,long,vpin_toxicity_continuation_prior_vpin_session_return_continuation,easley_lopez_de_prado_ohara_2012_flow_toxicity,10.1093/rfs/hhs053,prior_vpin_session_return_continuation,ohlcv_signed_volume_vpin_proxy,vpin_prior_rank21_at_1330,0.5238095238095238,0.3321608852901285,vpin_prior_drawdown_rank63_at_1330,0.3968253968253968,vpin_session_ret,0.0014189227538452531,0.0005,0.45,0.3,2021-08-05 13:30:00-04:00,2021-08-05 13:30:00-04:00,0.02,1.0,15:31:00,4411.0,2021-08-05 13:29:00-04:00,4415.0,4402.0,2021-08-05 13:30:00-04:00,2021-08-05 13:30:00-04:00,4411.5,4323.25,4499.75,88.25,1,3.5,1.25,fixed_contracts,2021-08-05 15:31:00-04:00,4411.75,eod_flatten,12.5,7.5,0.0028328611898017,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
