start_timestamp,contract_symbol,source
2014-12-16 00:00:00-05:00,NQH5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2015-03-17 00:00:00-04:00,NQM5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2015-06-16 00:00:00-04:00,NQU5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2015-09-15 00:00:00-04:00,NQZ5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2015-12-15 00:00:00-05:00,NQH6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2016-03-15 00:00:00-04:00,NQM6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2016-06-14 00:00:00-04:00,NQU6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2016-09-13 00:00:00-04:00,NQZ6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2016-12-13 00:00:00-05:00,NQH7,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2017-03-14 00:00:00-04:00,NQM7,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2017-06-13 00:00:00-04:00,NQU7,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2017-09-12 00:00:00-04:00,NQZ7,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2017-12-12 00:00:00-05:00,NQH8,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2018-03-13 00:00:00-04:00,NQM8,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2018-06-12 00:00:00-04:00,NQU8,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2018-09-18 00:00:00-04:00,NQZ8,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2018-12-18 00:00:00-05:00,NQH9,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2019-03-12 00:00:00-04:00,NQM9,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2019-06-18 00:00:00-04:00,NQU9,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2019-09-17 00:00:00-04:00,NQZ9,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2019-12-17 00:00:00-05:00,NQH0,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2020-03-17 00:00:00-04:00,NQM0,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2020-06-16 00:00:00-04:00,NQU0,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2020-09-15 00:00:00-04:00,NQZ0,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2020-12-15 00:00:00-05:00,NQH1,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2021-03-16 00:00:00-04:00,NQM1,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2021-06-15 00:00:00-04:00,NQU1,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2021-09-14 00:00:00-04:00,NQZ1,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2021-12-14 00:00:00-05:00,NQH2,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2022-03-15 00:00:00-04:00,NQM2,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2022-06-14 00:00:00-04:00,NQU2,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2022-09-13 00:00:00-04:00,NQZ2,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2022-12-12 17:00:00-05:00,NQH3,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2023-03-14 00:00:00-04:00,NQM3,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2023-06-13 00:00:00-04:00,NQU3,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2023-09-12 00:00:00-04:00,NQZ3,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2023-12-12 00:00:00-05:00,NQH4,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2024-03-12 00:00:00-04:00,NQM4,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2024-06-18 00:00:00-04:00,NQU4,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2024-09-17 00:00:00-04:00,NQZ4,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2024-12-17 00:00:00-05:00,NQH5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2025-03-18 00:00:00-04:00,NQM5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2025-06-17 00:00:00-04:00,NQU5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2025-09-16 00:00:00-04:00,NQZ5,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2025-12-16 00:00:00-05:00,NQH6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2026-03-17 00:00:00-04:00,NQM6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2026-06-16 00:00:00-04:00,NQU6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2026-09-15 00:00:00-04:00,NQZ6,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
2026-12-15 00:00:00-05:00,NQH7,derived_from_es_motivewave_rithmic_roll_calendar_same_cme_equity_index_quarterly_cycle
