variant_id,entry_combo,full_signals,signals_per_year_full,limited_core_start,limited_core_end,limited_core_signals,signals_per_year_limited_core,latest_252_signals,fails_full_50_per_year,fails_limited_core_50_per_year,fails_latest_252_50,passes_full_50_per_year,passes_limited_core_50_per_year,passes_latest_252_count_50
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=6",2882,190.470496,2011-02-22,2012-09-07,278,188.830189,181,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=2",1951,128.940991,2011-02-22,2012-09-07,161,109.358491,140,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=3",2303,152.204563,2011-02-22,2012-09-07,188,127.698113,161,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=6",2753,181.944925,2011-02-22,2012-09-07,251,170.490566,180,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=2",1573,103.959087,2011-02-22,2012-09-07,91,61.811321,131,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=3",1930,127.553108,2011-02-22,2012-09-07,117,79.471698,154,False,False,False,True,True,True
session_high_buy_side_fvg_inversion_short_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=6",2427,160.399685,2011-02-22,2012-09-07,181,122.943396,175,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=2",2139,141.365854,2011-02-22,2012-09-07,200,135.849057,145,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=3",2471,163.307632,2011-02-22,2012-09-07,239,162.339623,169,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=1,entry.params.max_inversion_bars=6",2789,184.324154,2011-02-22,2012-09-07,276,187.471698,192,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=2",1953,129.073171,2011-02-22,2012-09-07,168,114.113208,143,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=3",2316,153.063729,2011-02-22,2012-09-07,213,144.679245,167,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=2,entry.params.max_inversion_bars=6",2684,177.384736,2011-02-22,2012-09-07,258,175.245283,190,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=2",1631,107.79229,2011-02-22,2012-09-07,112,76.075472,139,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=3",1998,132.047207,2011-02-22,2012-09-07,159,108.0,164,False,False,False,True,True,True
session_low_sell_side_fvg_inversion_long_1000,"entry.params.min_gap_ticks=4,entry.params.max_inversion_bars=6",2440,161.258851,2011-02-22,2012-09-07,211,143.320755,188,False,False,False,True,True,True
