trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,academic_source_key,setup_mode,leader_symbol,traded_symbol,lookback_minutes,es_return_bps,nq_return_bps,nq_minus_es_return_bps,min_spread_bps,min_abs_es_return_bps,signal_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,orderflow_absorption_filter,orderflow_window_minutes,es_signed_absorption_imbalance,min_absorption_imbalance,entry_window_mode,entry_window_start,entry_window_end,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",11,es_nq_relative_value_orderflow_absorption_reversion,2015-04-10,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-1.1946004061635929,5.104066239436378,6.298666645599971,6.0,0.0,2015-04-10 14:24:00-04:00,2015-04-10 14:24:00-04:00,0.008,2.0,15:30:00,2092.5,2015-04-10 14:23:00-04:00,2093.25,2092.5,2015-04-10 14:24:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.06322239491219608,0.03,True,13:00:00,14:30:00,2015-04-10 14:24:00-04:00,2092.75,2080.0,2111.875,12.75,1,3.25,0.5,fixed_contracts,2015-04-10 15:30:00-04:00,2094.0,eod_flatten,62.5,57.5,0.09803921568627451,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",12,es_nq_relative_value_orderflow_absorption_reversion,2015-04-15,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,10.756340579709534,10.756340579709534,6.0,0.0,2015-04-15 14:28:00-04:00,2015-04-15 14:28:00-04:00,0.008,2.0,15:30:00,2102.75,2015-04-15 14:27:00-04:00,2103.0,2102.5,2015-04-15 14:28:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.08091439545018096,0.03,True,13:00:00,14:30:00,2015-04-15 14:28:00-04:00,2103.0,2090.25,2122.125,12.75,1,2.5,1.0,fixed_contracts,2015-04-15 15:30:00-04:00,2103.5,eod_flatten,25.0,20.0,0.0392156862745098,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",13,es_nq_relative_value_orderflow_absorption_reversion,2015-04-16,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,7.153075822603494,0.0,-7.153075822603494,6.0,0.0,2015-04-16 13:00:00-04:00,2015-04-16 13:00:00-04:00,0.008,2.0,15:30:00,2098.5,2015-04-16 12:59:00-04:00,2098.5,2098.25,2015-04-16 13:00:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03984784351749986,0.03,True,13:00:00,14:30:00,2015-04-16 13:00:00-04:00,2098.25,2111.0,2079.125,12.75,1,0.75,6.5,fixed_contracts,2015-04-16 15:30:00-04:00,2099.0,eod_flatten,-37.5,-42.5,-0.058823529411764705,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",14,es_nq_relative_value_orderflow_absorption_reversion,2015-04-24,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,-6.619593998234974,-6.619593998234974,6.0,0.0,2015-04-24 13:45:00-04:00,2015-04-24 13:45:00-04:00,0.008,2.0,15:30:00,2113.0,2015-04-24 13:44:00-04:00,2113.0,2112.25,2015-04-24 13:45:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.08989961303348101,0.03,True,13:00:00,14:30:00,2015-04-24 13:45:00-04:00,2112.75,2125.5,2093.625,12.75,1,3.75,1.0,fixed_contracts,2015-04-24 15:30:00-04:00,2111.25,eod_flatten,75.0,70.0,0.11764705882352941,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",15,es_nq_relative_value_orderflow_absorption_reversion,2015-04-30,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,1.197031362221157,-8.460714084268517,-9.657745446489674,6.0,0.0,2015-04-30 14:13:00-04:00,2015-04-30 14:13:00-04:00,0.008,2.0,15:30:00,2088.75,2015-04-30 14:12:00-04:00,2088.75,2087.5,2015-04-30 14:13:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.033802904499797864,0.03,True,13:00:00,14:30:00,2015-04-30 14:13:00-04:00,2088.5,2101.25,2069.375,12.75,1,18.25,0.25,fixed_contracts,2015-04-30 15:30:00-04:00,2074.25,eod_flatten,712.5,707.5,1.1176470588235294,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",16,es_nq_relative_value_orderflow_absorption_reversion,2015-05-05,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,7.938308006349981,7.938308006349981,6.0,0.0,2015-05-05 14:27:00-04:00,2015-05-05 14:27:00-04:00,0.008,2.0,15:30:00,2088.0,2015-05-05 14:26:00-04:00,2088.0,2087.25,2015-05-05 14:27:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.038345778288340036,0.03,True,13:00:00,14:30:00,2015-05-05 14:27:00-04:00,2088.25,2075.5,2107.375,12.75,1,0.25,6.75,fixed_contracts,2015-05-05 15:30:00-04:00,2084.75,eod_flatten,-175.0,-180.0,-0.27450980392156865,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",17,es_nq_relative_value_orderflow_absorption_reversion,2015-05-12,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,-6.7662813645330555,-6.7662813645330555,6.0,0.0,2015-05-12 14:29:00-04:00,2015-05-12 14:29:00-04:00,0.008,2.0,15:30:00,2098.0,2015-05-12 14:28:00-04:00,2098.0,2096.5,2015-05-12 14:29:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03169014084507042,0.03,True,13:00:00,14:30:00,2015-05-12 14:29:00-04:00,2097.75,2110.5,2078.625,12.75,1,3.0,3.0,fixed_contracts,2015-05-12 15:30:00-04:00,2096.5,eod_flatten,62.5,57.5,0.09803921568627451,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",18,es_nq_relative_value_orderflow_absorption_reversion,2015-05-22,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,-6.612298875908751,-6.612298875908751,6.0,0.0,2015-05-22 14:17:00-04:00,2015-05-22 14:17:00-04:00,0.008,2.0,15:30:00,2127.5,2015-05-22 14:16:00-04:00,2127.5,2126.75,2015-05-22 14:17:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.04006726495873158,0.03,True,13:00:00,14:30:00,2015-05-22 14:17:00-04:00,2127.25,2140.25,2107.75,13.0,1,0.75,1.75,fixed_contracts,2015-05-22 15:30:00-04:00,2128.0,eod_flatten,-37.5,-42.5,-0.057692307692307696,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",19,es_nq_relative_value_orderflow_absorption_reversion,2015-06-09,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-3.603603603603567,7.343802960118051,10.947406563721618,6.0,0.0,2015-06-09 13:53:00-04:00,2015-06-09 13:53:00-04:00,0.008,2.0,15:30:00,2080.5,2015-06-09 13:52:00-04:00,2081.25,2080.5,2015-06-09 13:53:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.047901270700714614,0.03,True,13:00:00,14:30:00,2015-06-09 13:53:00-04:00,2080.75,2068.25,2099.5,12.5,1,3.25,4.0,fixed_contracts,2015-06-09 15:30:00-04:00,2077.75,eod_flatten,-150.0,-155.0,-0.24,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",20,es_nq_relative_value_orderflow_absorption_reversion,2015-06-19,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,-1.1866619200184836,6.096885046003031,7.283546966021515,6.0,0.0,2015-06-19 13:02:00-04:00,2015-06-19 13:02:00-04:00,0.008,2.0,15:30:00,2106.5,2015-06-19 13:01:00-04:00,2106.75,2106.25,2015-06-19 13:02:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.043920829406220545,0.03,True,13:00:00,14:30:00,2015-06-19 13:02:00-04:00,2106.75,2094.0,2125.875,12.75,1,2.0,5.75,fixed_contracts,2015-06-19 15:30:00-04:00,2101.5,eod_flatten,-262.5,-267.5,-0.4117647058823529,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",21,es_nq_relative_value_orderflow_absorption_reversion,2015-07-02,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,6.233707355773888,6.233707355773888,6.0,0.0,2015-07-02 14:29:00-04:00,2015-07-02 14:29:00-04:00,0.008,2.0,15:30:00,2063.75,2015-07-02 14:28:00-04:00,2064.25,2063.75,2015-07-02 14:29:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.04952598515134209,0.03,True,13:00:00,14:30:00,2015-07-02 14:29:00-04:00,2064.25,2051.75,2083.0,12.5,1,5.25,1.0,fixed_contracts,2015-07-02 15:30:00-04:00,2068.5,eod_flatten,212.5,207.5,0.34,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",22,es_nq_relative_value_orderflow_absorption_reversion,2015-07-08,long,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,0.0,13.165426445334028,13.165426445334028,6.0,0.0,2015-07-08 14:00:00-04:00,2015-07-08 14:00:00-04:00,0.008,2.0,15:30:00,2051.0,2015-07-08 13:59:00-04:00,2051.5,2051.0,2015-07-08 14:00:00-04:00,es_signed_imbalance_counter_to_es_return,60,0.05357642063270194,0.03,True,13:00:00,14:30:00,2015-07-08 14:00:00-04:00,2051.25,2038.75,2070.0,12.5,1,0.5,12.5,fixed_contracts,2015-07-08 14:47:00-04:00,2038.5,stop,-637.5,-642.5,-1.02,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.035991777354274376,"{'entry.params.min_spread_bps': 6, 'entry.params.min_absorption_imbalance': 0.03, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",23,es_nq_relative_value_orderflow_absorption_reversion,2015-07-17,short,es_nq_relative_value_absorption_reversion_two_sided_divergence_fade_60m,cross_index_relative_value_orderflow_absorption_reversion,two_sided_divergence_fade,NQ,ES,60,2.3640661938539864,-5.394616173058919,-7.758682366912906,6.0,0.0,2015-07-17 13:07:00-04:00,2015-07-17 13:07:00-04:00,0.008,2.0,15:30:00,2115.5,2015-07-17 13:06:00-04:00,2115.5,2115.25,2015-07-17 13:07:00-04:00,es_signed_imbalance_counter_to_es_return,60,-0.03451478612774286,0.03,True,13:00:00,14:30:00,2015-07-17 13:07:00-04:00,2115.25,2128.0,2096.125,12.75,1,1.25,3.25,fixed_contracts,2015-07-17 15:30:00-04:00,2118.5,eod_flatten,-162.5,-167.5,-0.2549019607843137,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
