Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2023-03-02,-0.0701201470307042,0.0229737464786811,0.1036541316419454,-0.2001257062795106,-0.2320000738603652,0.2353777549885451,-0.2930974400881606,0.2243227522626361,-0.0013454592051796
2023-03-03,-0.2183510330776157,-0.0013964211205186,0.0836019292677254,-0.1962837137131634,-0.2311882784382712,0.1269154509266121,-0.3983073311373075,0.1798888064760805,6.749158361138872e-05
2023-03-06,-0.1995115588137785,-0.0425520900633519,0.0741387258268228,-0.1954331031444867,-0.2300991841024189,0.1944340926696563,-0.3811601942220787,0.1942736935861288,-0.0126250581778286
2023-03-07,-0.1634539129797318,-0.0386715615284563,0.0907206738351539,-0.2074789678350463,-0.2937241378162373,0.2857000803648543,-0.368815432948644,0.2181625605734727,-0.0128010406045606
2023-03-08,-0.1355942737076529,-0.0087316564682672,0.0923610281038625,-0.209268762744199,-0.3071731282301344,0.2972182456310852,-0.3713244008620378,0.2414190081945764,-0.0056888810401915
2023-03-09,0.0811490705271354,0.0355247151181785,0.1066342606238269,-0.2039723887809026,-0.3029159349770013,0.4458784185430338,-0.181825694571794,0.2362975857697669,0.0266771793291625
2023-03-10,0.5395828235404194,0.1829323735409849,0.120361074523314,-0.1995888042480967,-0.2596842603760363,0.6955624401002535,0.0480537638274846,0.4258540855158358,0.0656749741970988
2023-03-13,1.4286463892278192,0.380604280560693,0.1282545000727296,-0.1913082098518994,-0.1791414014642833,1.290237219910579,0.4983077526250727,0.8333644573817784,0.0969741792209678
2023-03-14,1.2534040615465172,0.3153333554895833,0.1333988607242623,-0.1898708119530347,-0.205950230701859,1.2004928879875651,0.3070239921179984,0.8590291494136777,0.0873509200148409
2023-03-15,2.425909074066165,0.5821619858491939,0.1446778911527726,-0.1932342792901764,-0.143411294796324,2.035714771150699,0.8410334115510595,1.4496163917961968,0.1352592707189086
2023-03-16,1.6833465833854993,0.5157063647263518,0.135764659042765,-0.1917691771182735,-0.1442091597859265,1.3678538965205824,0.4047037241577877,1.1657073263590263,0.1129355328686852
2023-03-17,2.097701242091004,0.6155845706249029,0.1346321685849961,-0.1811396034397107,-0.07832060096233,1.6069447072831458,0.6816227963028729,1.275281687224872,0.140796758563259
2023-03-20,2.1898062973573382,0.6645619525835246,0.131669029492242,-0.1751897604859239,-0.133109226671751,1.7018743024392464,0.5603870692518634,1.4786260317462905,0.1507931963591847
2023-03-21,1.4448128705960033,0.4694130967781186,0.1186840383413538,-0.1790973120061059,-0.2068605845574318,1.2426736320400684,0.1939587305191651,1.133958181943174,0.1168959581336638
2023-03-22,1.2481185888283384,0.4772822185957322,0.1183794698054726,-0.172110166151461,-0.1931725258221817,1.0177395924007764,0.1748333698301904,0.92952561662097,0.1437596023771779
2023-03-23,1.4191619551662356,0.5187091670967438,0.1055076978281269,-0.1692745886578856,-0.0472538573100854,1.011473536209336,0.4090926722249988,0.869543504341439,0.1405257785997978
2023-03-24,1.7352629393524714,0.5977956779372652,0.110478248017426,-0.1708956152759371,-0.0472982776286693,1.2451829063023867,0.512079275599255,1.0733150738362498,0.1498685899169666
2023-03-27,1.4088177734240013,0.5274123282973268,0.109346130101288,-0.1745505285603177,-0.0817073583581257,1.0283172019438298,0.3147567148459146,0.9683184371699812,0.1257426214081054
2023-03-28,1.1608321144464353,0.5132719047180433,0.1041574882636467,-0.166835556079017,-0.1437788651949006,0.8540171427386629,0.1840577003536084,0.8544374163600263,0.1223369977328004
2023-03-29,0.8940922870138899,0.4645121910366278,0.0887424780865185,-0.1752342285203438,-0.138853688480512,0.6549255348915994,0.0758897991223324,0.706267721788172,0.1119347661033855
2023-03-30,0.7764965108376702,0.4008912573963556,0.0898423559451893,-0.1710622882853928,-0.0653740262291774,0.5221992120106956,0.0643224116935788,0.5972241925287922,0.114949906615299
2023-03-31,0.6302392082126667,0.3599511716923784,0.0764728208603365,-0.173954273112195,-0.031012494665864,0.3987819834380108,0.0182138611819921,0.5000554714136578,0.1119698756170165
2023-04-03,0.4979906239657632,0.3363352466693382,0.0682779682063441,-0.1723403081631865,-0.0857349143841017,0.3514526316373692,-0.0482315986171836,0.4342237883934184,0.1119984341895284
2023-04-04,0.4335376264124838,0.3562567812162394,0.06692802275742,-0.1644936089117578,-0.1913346151925649,0.3661810465431471,-0.0861757978429586,0.3952683357664514,0.124445088488991
2023-04-05,0.7570906858946015,0.4171465984869241,0.0757041560863188,-0.1664897550560045,-0.074384870848945,0.505114557226308,0.0639558768746091,0.5607655552391011,0.1323692537808913
2023-04-06,0.6723230444264106,0.4169335646975781,0.0882321793869137,-0.169224155610189,-0.0816461620830544,0.4180276180351622,0.0349103401525094,0.5039218089475594,0.1334908953263414
2023-04-07,0.6131875745294653,0.4033596786614661,0.0866414877812201,-0.1706642376083277,-0.0702976844451712,0.3641483301402781,0.0135356589825296,0.4803515267880898,0.1193003887588457
2023-04-10,0.5185559486552735,0.3868609189929641,0.0921484321394918,-0.1794783353997125,-0.1487791469762628,0.367804079898793,-0.0783946105707314,0.4793875686208665,0.1175629906051384
2023-04-11,0.341051449628076,0.354259061815657,0.0821876686329712,-0.1744603783242204,-0.1885522136941775,0.2676173111978458,-0.1601824539017206,0.3888535677098726,0.112380335819924
2023-04-12,0.1999801377937181,0.3407040067442604,0.0789765741905268,-0.1696873225400815,-0.1928833683310178,0.1428702477300302,-0.2288087771906671,0.3137179902504561,0.1150709247339291
2023-04-13,0.0325838449725837,0.3067136472572144,0.059569832153393,-0.1627885547117899,-0.1930592728940289,0.0221481931677951,-0.3164244871859521,0.242784985569228,0.1062233465893077
2023-04-14,-0.1415508481305477,0.2553940342587795,0.0601341366765384,-0.171181569626228,-0.2312991374781314,-0.0545983119615062,-0.4198578760521839,0.189879647560871,0.0884273803607651
2023-04-17,-0.1199188714736011,0.233905641692537,0.0613652750287451,-0.1749501679313193,-0.2401293832724446,-0.0001102369911194,-0.417189974458482,0.2160888564915725,0.0811822464933083
2023-04-18,-0.2316085615697418,0.2210882970758097,0.0544114414830125,-0.171096575901423,-0.2678887993485315,-0.0681229248786094,-0.465641159477986,0.1445426347599049,0.0894899631483392
2023-04-19,-0.2097041466757382,0.2324945552713479,0.0596555787888221,-0.1746750445941787,-0.262193266413075,-0.0649859697286547,-0.4564133853221794,0.1465509644644341,0.100158274182007
2023-04-20,-0.0956198766372575,0.2622041784173469,0.063044836826478,-0.1742664104542289,-0.2406861697542325,-0.0059163116726211,-0.3701725987665966,0.1609620444281265,0.1135906777012124
2023-04-21,-0.1297161272951795,0.2457596006959126,0.0659600410926087,-0.1751862953537188,-0.2363150388046428,-0.0299344349253392,-0.3809041515119979,0.1423974998173479,0.1087905243994706
2023-04-24,-0.0791348211761758,0.2607439059469492,0.0642975187448862,-0.1743271237531954,-0.1997638877627074,-0.0300852343521083,-0.3364073002341068,0.135361449423495,0.121911029634436
2023-04-25,0.2245558159977471,0.317388035893034,0.0764324658575943,-0.1764714220585644,-0.2177213093816732,0.2249280456873565,-0.1694214791345973,0.2564389009617371,0.1375383941706072
2023-04-26,0.2895236379691983,0.3377056564444151,0.0810161242276031,-0.1736836293404381,-0.2077699330766278,0.2522554197142461,-0.188842330236968,0.3425153158675091,0.1358506523386572
2023-04-27,0.0077899493435059,0.2875094832796022,0.0698464706930083,-0.1733872096568046,-0.2588129490851926,0.0826341541128925,-0.3665060940084614,0.2544278321531883,0.119868211198779
2023-04-28,-0.0763624394162684,0.2903499803546021,0.0621614431833847,-0.1864188525946074,-0.1725993107138289,-0.0698556996458188,-0.368304128079352,0.1809978847673336,0.11094380389575
2023-05-01,-0.0505529388657904,0.2721432588896592,0.0633675461354175,-0.1920516199136823,-0.1494926396986676,-0.0445194842785173,-0.3398173765981946,0.1997201211792886,0.0895443165531155
2023-05-02,0.258610993466648,0.3591093326874026,0.0730003208738676,-0.187536922782525,-0.145300078332684,0.1593383410205869,-0.1909027433275009,0.3205061523220616,0.1290075844720873
2023-05-03,0.3068243527502214,0.3882625767960147,0.0704577962004196,-0.1790508142348139,-0.1632356647836368,0.1903904587722377,-0.1453705662837026,0.3138424335522949,0.138352485481629
2023-05-04,0.489857792939631,0.4502254501369459,0.0780574878962153,-0.1756872180077136,-0.2150757109500496,0.3523377838642331,-0.0277545707209992,0.3776030492536676,0.1400093144069626
2023-05-05,0.1507082330065038,0.4003376218455083,0.0657546453822751,-0.177944180710984,-0.2186112378376971,0.0811713843274016,-0.2411644545216398,0.263445838702209,0.1284268488259347
2023-05-08,0.152839068772627,0.3823521331347293,0.0633254988393878,-0.1770468654069543,-0.2178056321873517,0.102013934392816,-0.2248313048331295,0.2587762309497127,0.1188941426560438
2023-05-09,0.1272940408212024,0.3888324125416059,0.0655719391479063,-0.1772292347673112,-0.2375261412647577,0.0876450651637592,-0.2294432693252576,0.2363194836396266,0.1204178265068334
2023-05-10,0.1045204487817169,0.4147048712227948,0.0648083241552072,-0.1756028784747282,-0.2099482498603574,0.0105583817388005,-0.2469352727972809,0.2146904718098344,0.1367652497691635
2023-05-11,0.1291026984469666,0.4201903290330835,0.0697870078045509,-0.180043220439744,-0.188485335494131,0.0076539175432071,-0.2201054890600852,0.2098492441295239,0.139358943377528
2023-05-12,-0.0581133275560891,0.3991072275855841,0.0719361514722625,-0.1854082738039736,-0.2550111139415412,-0.0887373188684209,-0.3421777740563277,0.1520943668772341,0.1319700796230045
2023-05-15,0.0021018162424296,0.4173409813586645,0.0669301710310881,-0.1849692705899487,-0.18485114653334,-0.1123489190240342,-0.2768469215621457,0.1354247251471892,0.1435240126573862
2023-05-16,0.0005446710537558,0.402078370132941,0.0702266834470215,-0.1871449167749616,-0.1967640729955394,-0.0878513927557055,-0.2545849231228062,0.1196276679285045,0.1355019262480574
2023-05-17,-0.0941764348584216,0.4166460237770778,0.067140696534638,-0.1947973533372164,-0.2390930590743748,-0.1440727427585461,-0.3761588419556549,0.1420511130435761,0.1399312940536572
2023-05-18,-0.1183533257663282,0.378996686235721,0.0526429937313385,-0.2008308554799925,-0.2562821609896352,-0.0928799892637601,-0.4375654480657239,0.1912487813261186,0.127963340973277
2023-05-19,-0.0117575136126768,0.3509907727402185,0.0497239075148206,-0.1955863332059475,-0.1895965834121519,-0.0272892772496165,-0.3304580187110842,0.1933405326002564,0.1253599724981509
2023-05-22,-0.0437617970774117,0.3203665912735798,0.0449903465026203,-0.1964785349578822,-0.1953291002700382,-0.0173110996256916,-0.3168717370778484,0.1515790859194372,0.1215308540809994
2023-05-23,0.0853005583926879,0.342916521555328,0.05817009016576,-0.1971680763942809,-0.2186775892915881,0.1000596123574688,-0.2796478743941003,0.2336750223994225,0.1312734103873655
2023-05-24,0.2395388177137871,0.3480007972440382,0.0736610566265871,-0.2011618148408198,-0.2326039582107491,0.2516427368947306,-0.2006230131673026,0.3109360270682223,0.1292258038128674
2023-05-25,0.2071949296012486,0.3068828676448419,0.0741005747339215,-0.2057627411968429,-0.2168867942146212,0.2488610226339493,-0.2048087108774261,0.2963688550992708,0.1156347853794039
2023-05-26,0.1595553640371262,0.2980250057534916,0.0628047296904749,-0.2072566867370218,-0.2034521718464587,0.2094344871766402,-0.2438780662453899,0.2823835395253922,0.1210498907571239
2023-05-29,0.1801593784730113,0.3101922140748461,0.0597672112622893,-0.2084647500842694,-0.1942458342900568,0.2129105375102022,-0.2601147002808245,0.3186316835969678,0.121642395156868
2023-05-30,0.1337409092844849,0.2971453709225424,0.0611693120504313,-0.2072877489413644,-0.1932972702076474,0.176011245460523,-0.2991419246570249,0.3123860684701909,0.1204967654713189
2023-05-31,0.2030940635734603,0.3437057881729337,0.0781421979301021,-0.2058113539403988,-0.246624205095797,0.2336816365066204,-0.3209312477352969,0.3983131713634888,0.1257121399452682
2023-06-01,-0.0765371219640991,0.34179506343615,0.0251814748594946,-0.2016568353250261,-0.2276796350836249,-0.0141771898510927,-0.4815573163772984,0.2731458480456482,0.131874346367551
2023-06-02,-0.3430383185657878,0.2615554409914773,0.0011511176362035,-0.2068828566406091,-0.2168662914597376,-0.1819957290931218,-0.6255794004681889,0.1919127954774584,0.0906282864249427
2023-06-05,-0.2738886638567808,0.2470728197583248,-0.0038836489004773,-0.2049182360562429,-0.188462273808765,-0.1236973248496202,-0.5905062070122348,0.2221542513140189,0.0944632918414349
2023-06-06,-0.4199793964532031,0.2349830387806393,-0.0099071547904088,-0.2052985726452681,-0.1758536259085164,-0.263903081889649,-0.6598316913100073,0.1522466208536641,0.08760567400314
2023-06-07,-0.4890994014436722,0.1964657539196847,-0.0027968128869491,-0.2044973350257683,-0.2296304666962533,-0.248640540754386,-0.7055675277591567,0.1517217723262583,0.0647463539892261
2023-06-08,-0.46262332740794,0.2210485528596094,-0.0146014905729791,-0.1990746401779906,-0.2043466697309975,-0.265649079785582,-0.7029022296618537,0.1598686372638401,0.0804102649900735
2023-06-09,-0.6082141956289482,0.1933480221833982,-0.0223830027152307,-0.2020654276131067,-0.210377227774734,-0.3667365597092749,-0.7279454778593379,0.0530525102903743,0.0666787719400152
2023-06-12,-0.5896484932953449,0.1985779060955267,-0.0305000837274118,-0.203611562333857,-0.193623239156695,-0.3604915141729077,-0.6672896979469868,0.0117404475585867,0.0659007570930551
2023-06-13,-0.6591246022381075,0.1398255675364211,-0.0464072773790892,-0.2045555566606618,-0.1870572027010277,-0.3609301330337498,-0.7144540645278932,0.0161335956597053,0.0391958666300802
2023-06-14,-0.739956727369567,0.1259789215168612,-0.057416616573375,-0.2024173199794813,-0.1667223588150417,-0.4393793535185301,-0.7536048414595309,-0.0235219004268947,0.0371700145168586
2023-06-15,-0.6668907387120526,0.1322151498847933,-0.0633761558135592,-0.2018175261266378,-0.1249789418902214,-0.4089332647664276,-0.6779658783157646,-0.0371425623378347,0.0482177019415467
2023-06-16,-0.899506027463735,0.0968633250739325,-0.0629209812107088,-0.2078413650351977,-0.1795854264741774,-0.5460215798175836,-0.7998072604769606,-0.1305539084652124,0.030855141478438
2023-06-19,-0.8080478470886656,0.0943091606832556,-0.0541281969530894,-0.2085965028314421,-0.1776891137322034,-0.4619431942551861,-0.7646626420075286,-0.0758318298482436,0.0324466247671066
2023-06-20,-0.784861457395416,0.1154447988664578,-0.0461545169969739,-0.2113627977677316,-0.1958815286274064,-0.4469074128697619,-0.7687087478082717,-0.0635380338148916,0.0473853242277471
2023-06-21,-0.7671367823009702,0.1262634511045458,-0.0401419074956711,-0.2125825257945663,-0.1614035198296907,-0.4792722802855875,-0.7536056270141412,-0.0600599172277133,0.0465287619408844
2023-06-22,-0.8252307045925281,0.1192649320085001,-0.0379585603162449,-0.2155135573021426,-0.2267023082224501,-0.4643212107601905,-0.8389442827580141,-0.0220346669546325,0.0357482451201184
2023-06-23,-0.6677612647732915,0.1600998691382534,-0.0184003326608674,-0.2239337860232846,-0.231998199048642,-0.3535288161787506,-0.7962658568165022,0.080407520156441,0.0480970718867696
2023-06-26,-0.557,0.171,-0.016,-0.224,-0.209,-0.277,-0.716,0.106,0.053
2023-06-27,-0.643,0.129,-0.024,-0.226,-0.175,-0.347,-0.741,0.058,0.04
2023-06-28,-0.638,0.143,-0.031,-0.23,-0.164,-0.355,-0.747,0.057,0.053
2023-06-29,-0.686,0.087,-0.032,-0.229,-0.22,-0.293,-0.768,0.044,0.038
2023-06-30,-0.759,0.085,-0.044,-0.227,-0.207,-0.366,-0.786,-0.005,0.032
2023-07-03,-0.832,0.055,-0.057,-0.226,-0.21,-0.394,-0.82,-0.031,0.019
2023-07-04,-0.817,0.037,-0.055,-0.224,-0.16,-0.416,-0.773,-0.063,0.019
2023-07-05,-0.862,0.025,-0.049,-0.225,-0.223,-0.39,-0.818,-0.056,0.011
2023-07-06,-0.588,0.034,-0.026,-0.22,-0.249,-0.126,-0.767,0.164,0.015
2023-07-07,-0.582,0.037,-0.027,-0.208,-0.21,-0.174,-0.757,0.152,0.022
2023-07-10,-0.547,0.051,-0.026,-0.206,-0.259,-0.107,-0.775,0.197,0.031
2023-07-11,-0.608,0.032,-0.039,-0.202,-0.244,-0.155,-0.787,0.162,0.017
2023-07-12,-0.729,0.011,-0.059,-0.193,-0.217,-0.271,-0.837,0.078,0.029
2023-07-13,-0.862,0.01,-0.078,-0.193,-0.254,-0.347,-0.883,-0.007,0.028
2023-07-14,-0.915,-0.018,-0.079,-0.195,-0.263,-0.36,-0.9,-0.024,0.009
2023-07-17,-0.767,0.011,-0.076,-0.196,-0.187,-0.319,-0.809,0.028,0.013
2023-07-18,-0.817,0.001,-0.085,-0.197,-0.186,-0.35,-0.833,0.004,0.012
2023-07-19,-0.741,0.0,-0.088,-0.201,-0.113,-0.339,-0.732,-0.029,0.02
2023-07-20,-0.764,-0.025,-0.077,-0.202,-0.145,-0.314,-0.755,-0.013,0.005
2023-07-21,-0.817,-0.036,-0.064,-0.211,-0.111,-0.395,-0.747,-0.081,0.011
2023-07-24,-0.777,-0.039,-0.071,-0.211,-0.113,-0.343,-0.749,-0.036,0.007
2023-07-25,-0.779,-0.041,-0.043,-0.209,-0.116,-0.371,-0.72,-0.062,0.004
2023-07-26,-0.802,-0.042,-0.043,-0.203,-0.121,-0.393,-0.745,-0.063,0.005
2023-07-27,-0.831,-0.106,-0.042,-0.204,-0.11,-0.369,-0.704,-0.099,-0.027
2023-07-28,-0.956,-0.111,-0.053,-0.208,-0.116,-0.468,-0.783,-0.152,-0.02
2023-07-31,-0.965,-0.124,-0.06,-0.212,-0.144,-0.426,-0.804,-0.131,-0.029
2023-08-01,-0.922,-0.121,-0.052,-0.218,-0.167,-0.364,-0.798,-0.091,-0.033
2023-08-02,-0.629,-0.077,-0.024,-0.22,-0.168,-0.141,-0.678,0.065,-0.016
2023-08-03,-0.513,-0.071,-0.016,-0.215,-0.158,-0.054,-0.653,0.157,-0.018
2023-08-04,-0.521,-0.059,-0.019,-0.211,-0.153,-0.08,-0.612,0.089,0.001
2023-08-07,-0.593,-0.071,-0.055,-0.214,-0.118,-0.134,-0.676,0.09,-0.007
2023-08-08,-0.518,-0.038,-0.046,-0.223,-0.126,-0.084,-0.664,0.142,0.005
2023-08-09,-0.65,-0.053,-0.041,-0.225,-0.185,-0.146,-0.738,0.084,0.003
2023-08-10,-0.778,-0.095,-0.047,-0.228,-0.173,-0.235,-0.756,-0.006,-0.016
2023-08-11,-0.734,-0.105,-0.038,-0.226,-0.125,-0.239,-0.745,0.031,-0.02
2023-08-14,-0.699,-0.103,0.0,-0.23,-0.175,-0.192,-0.757,0.069,-0.011
2023-08-15,-0.561,-0.073,0.009,-0.229,-0.154,-0.113,-0.652,0.086,0.005
2023-08-16,-0.542,-0.068,0.024,-0.233,-0.198,-0.067,-0.667,0.122,0.003
2023-08-17,-0.394,-0.03,0.034,-0.231,-0.195,0.028,-0.598,0.187,0.018
2023-08-18,-0.386,0.004,0.003,-0.231,-0.166,0.004,-0.614,0.2,0.028
2023-08-21,-0.406,-0.012,0.001,-0.232,-0.167,0.004,-0.641,0.208,0.026
2023-08-22,-0.509,-0.019,-0.006,-0.232,-0.185,-0.067,-0.677,0.145,0.023
2023-08-23,-0.569,-0.004,0.014,-0.23,-0.2,-0.148,-0.703,0.103,0.032
2023-08-24,-0.543,-0.026,0.021,-0.234,-0.202,-0.102,-0.658,0.097,0.017
2023-08-25,-0.592,-0.026,0.029,-0.237,-0.211,-0.147,-0.732,0.115,0.024
2023-08-28,-0.731,-0.031,-0.022,-0.236,-0.217,-0.225,-0.813,0.055,0.027
2023-08-29,-0.831,-0.033,-0.039,-0.233,-0.212,-0.314,-0.844,-0.023,0.036
2023-08-30,-0.852,-0.038,-0.048,-0.232,-0.151,-0.384,-0.821,-0.06,0.029
2023-08-31,-0.893,-0.029,-0.046,-0.232,-0.147,-0.439,-0.815,-0.107,0.029
2023-09-01,-0.956,-0.053,-0.049,-0.234,-0.136,-0.484,-0.83,-0.139,0.013
2023-09-04,-0.933,-0.058,-0.019,-0.234,-0.166,-0.455,-0.809,-0.136,0.012
2023-09-05,-0.887,-0.066,-0.008,-0.24,-0.156,-0.416,-0.777,-0.115,0.006
2023-09-06,-0.87,-0.066,-0.004,-0.24,-0.163,-0.397,-0.753,-0.122,0.006
2023-09-07,-0.806,-0.05,0.001,-0.24,-0.157,-0.36,-0.733,-0.092,0.019
2023-09-08,-0.893,-0.054,0.005,-0.242,-0.157,-0.444,-0.768,-0.136,0.012
2023-09-11,-0.931,-0.074,-0.034,-0.235,-0.14,-0.447,-0.777,-0.165,0.012
2023-09-12,-0.941,-0.073,-0.03,-0.24,-0.141,-0.457,-0.753,-0.203,0.015
2023-09-13,-0.969,-0.056,-0.029,-0.241,-0.157,-0.485,-0.792,-0.196,0.02
2023-09-14,-1.159,-0.08,-0.045,-0.245,-0.164,-0.624,-0.833,-0.335,0.01
2023-09-15,-1.095,-0.106,-0.009,-0.241,-0.156,-0.582,-0.756,-0.342,0.003
2023-09-18,-1.047,-0.101,-0.004,-0.239,-0.157,-0.545,-0.749,-0.31,0.012
2023-09-19,-1.066,-0.115,-0.003,-0.239,-0.153,-0.556,-0.755,-0.316,0.005
2023-09-20,-1.11,-0.132,0.004,-0.24,-0.217,-0.525,-0.776,-0.334,-0.0
2023-09-21,-0.851,-0.106,0.028,-0.238,-0.218,-0.317,-0.65,-0.208,0.008
2023-09-22,-0.914,-0.096,0.031,-0.241,-0.221,-0.387,-0.675,-0.255,0.016
2023-09-25,-0.831,-0.086,0.031,-0.243,-0.213,-0.319,-0.687,-0.153,0.008
2023-09-26,-0.62,-0.055,0.046,-0.245,-0.185,-0.181,-0.543,-0.095,0.018
2023-09-27,-0.263,0.279,0.049,-0.249,-0.152,-0.19,-0.526,-0.081,0.343
2023-09-28,-0.464,-0.013,0.05,-0.247,-0.139,-0.115,-0.538,0.039,0.035
2023-09-29,-0.615,-0.05,0.05,-0.251,-0.136,-0.229,-0.545,-0.079,0.008
2023-10-02,-0.49,-0.021,0.054,-0.255,-0.143,-0.125,-0.522,0.032,-0.0
2023-10-03,-0.244,0.023,0.074,-0.25,-0.203,0.112,-0.443,0.191,0.009
2023-10-04,-0.108,0.098,0.082,-0.252,-0.201,0.165,-0.475,0.33,0.036
2023-10-05,-0.17,0.102,0.072,-0.251,-0.164,0.07,-0.449,0.236,0.042
2023-10-06,-0.313,0.1,0.062,-0.251,-0.174,-0.049,-0.517,0.171,0.033
2023-10-09,-0.199,0.12,0.063,-0.249,-0.19,0.058,-0.515,0.282,0.034
2023-10-10,-0.314,0.106,0.041,-0.249,-0.205,-0.007,-0.575,0.217,0.044
2023-10-11,-0.426,0.092,0.031,-0.253,-0.199,-0.098,-0.618,0.149,0.043
2023-10-12,-0.479,0.06,0.031,-0.254,-0.21,-0.106,-0.61,0.106,0.025
2023-10-13,-0.211,0.094,0.047,-0.25,-0.204,0.102,-0.481,0.224,0.046
2023-10-16,-0.291,0.082,0.05,-0.247,-0.206,0.031,-0.584,0.255,0.039
2023-10-17,-0.324,0.059,0.044,-0.244,-0.217,0.033,-0.575,0.227,0.023
2023-10-18,-0.166,0.095,0.059,-0.242,-0.216,0.138,-0.491,0.297,0.028
2023-10-19,0.045,0.123,0.077,-0.239,-0.208,0.293,-0.376,0.385,0.035
2023-10-20,0.199,0.184,0.088,-0.236,-0.209,0.372,-0.314,0.455,0.057
2023-10-23,0.123,0.197,0.093,-0.237,-0.21,0.279,-0.372,0.425,0.07
2023-10-24,-0.061,0.152,0.087,-0.242,-0.21,0.152,-0.453,0.336,0.057
2023-10-25,-0.067,0.117,0.094,-0.24,-0.191,0.152,-0.39,0.286,0.037
2023-10-26,0.099,0.164,0.113,-0.241,-0.188,0.252,-0.343,0.378,0.065
2023-10-27,0.031,0.172,0.108,-0.238,-0.187,0.176,-0.319,0.288,0.062
2023-10-30,-0.003,0.16,0.107,-0.233,-0.191,0.154,-0.391,0.328,0.06
2023-10-31,-0.203,0.104,0.102,-0.244,-0.217,0.052,-0.467,0.239,0.025
2023-11-01,-0.341,0.133,0.083,-0.245,-0.22,-0.092,-0.528,0.139,0.048
2023-11-02,-0.522,0.048,0.057,-0.243,-0.162,-0.222,-0.59,0.043,0.026
2023-11-03,-0.649,0.032,0.04,-0.239,-0.185,-0.297,-0.669,-0.002,0.023
2023-11-06,-0.502,-0.011,0.264,-0.24,-0.189,-0.326,-0.716,-0.046,0.26
2023-11-07,-0.761,0.035,0.016,-0.247,-0.228,-0.337,-0.75,-0.028,0.017
2023-11-08,-0.789,0.028,0.019,-0.252,-0.224,-0.361,-0.761,-0.046,0.017
2023-11-09,-0.832,-0.005,0.018,-0.252,-0.229,-0.365,-0.736,-0.099,0.002
2023-11-10,-0.839,-0.008,0.015,-0.252,-0.206,-0.389,-0.774,-0.076,0.01
2023-11-13,-0.789,-0.018,0.065,-0.254,-0.194,-0.389,-0.724,-0.104,0.038
2023-11-14,-0.96,-0.034,0.016,-0.247,-0.192,-0.504,-0.789,-0.198,0.027
2023-11-15,-1.104,-0.066,0.001,-0.251,-0.246,-0.542,-0.868,-0.234,-0.003
2023-11-16,-1.116,-0.033,0.002,-0.248,-0.278,-0.559,-0.893,-0.231,0.008
2023-11-17,-1.228,-0.05,-0.03,-0.243,-0.278,-0.627,-0.937,-0.293,0.002
2023-11-20,-1.158,-0.073,-0.039,-0.237,-0.196,-0.613,-0.886,-0.269,-0.004
2023-11-21,-1.178,-0.08,-0.014,-0.236,-0.201,-0.646,-0.867,-0.296,-0.015
2023-11-22,-1.271,-0.107,-0.011,-0.243,-0.209,-0.702,-0.901,-0.351,-0.019
2023-11-23,-1.301,-0.115,-0.015,-0.242,-0.214,-0.716,-0.909,-0.371,-0.021
2023-11-24,-1.385,-0.14,-0.017,-0.238,-0.218,-0.772,-0.937,-0.417,-0.031
2023-11-27,-1.306,-0.131,-0.004,-0.237,-0.213,-0.722,-0.918,-0.373,-0.015
2023-11-28,-1.321,-0.098,-0.009,-0.231,-0.238,-0.746,-0.937,-0.378,-0.006
2023-11-29,-1.313,-0.143,-0.008,-0.232,-0.258,-0.672,-0.968,-0.329,-0.016
2023-11-30,-1.306,-0.149,-0.012,-0.237,-0.229,-0.678,-0.934,-0.333,-0.039
2023-12-01,-1.289,-0.128,-0.017,-0.234,-0.233,-0.677,-0.945,-0.325,-0.019
2023-12-04,-1.28,-0.175,-0.033,-0.239,-0.255,-0.579,-0.973,-0.275,-0.033
2023-12-05,-1.23,-0.154,-0.028,-0.244,-0.27,-0.535,-0.984,-0.218,-0.028
2023-12-06,-1.253,-0.169,-0.035,-0.245,-0.292,-0.513,-0.987,-0.236,-0.03
2023-12-07,-1.16,-0.179,-0.042,-0.231,-0.302,-0.406,-0.957,-0.169,-0.035
2023-12-08,-1.234,-0.219,-0.04,-0.236,-0.283,-0.456,-0.997,-0.187,-0.05
2023-12-11,-1.225,-0.201,-0.024,-0.244,-0.265,-0.492,-0.946,-0.229,-0.05
2023-12-12,-1.268,-0.207,-0.029,-0.242,-0.265,-0.525,-0.973,-0.247,-0.048
2023-12-13,-1.281,-0.17,-0.039,-0.233,-0.306,-0.533,-1.011,-0.25,-0.021
2023-12-14,-1.382,-0.3,-0.059,-0.222,-0.305,-0.496,-1.035,-0.292,-0.055
2023-12-15,-1.432,-0.301,-0.064,-0.228,-0.314,-0.523,-1.043,-0.326,-0.062
2023-12-18,-1.386,-0.307,-0.059,-0.231,-0.314,-0.475,-1.04,-0.276,-0.07
2023-12-19,-1.513,-0.313,-0.068,-0.234,-0.309,-0.589,-1.064,-0.376,-0.074
2023-12-20,-1.488,-0.303,-0.061,-0.236,-0.315,-0.573,-1.021,-0.403,-0.064
2023-12-21,-1.404,-0.302,-0.068,-0.23,-0.303,-0.502,-1.004,-0.328,-0.072
2023-12-22,-1.436,-0.315,-0.07,-0.228,-0.302,-0.522,-1.029,-0.337,-0.071
