Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2004-08-09,-1.608,-1.567,0.374,0.115,-0.096,-0.434,-0.038,-0.917,-0.653
2004-08-10,-1.948,-1.573,0.306,0.059,-0.192,-0.548,-0.258,-1.026,-0.664
2004-08-11,-1.921,-1.577,0.321,0.04,-0.157,-0.548,-0.25,-1.0,-0.671
2004-08-12,-1.81,-1.576,0.369,0.046,-0.15,-0.499,-0.179,-0.952,-0.679
2004-08-13,-1.719,-1.582,0.407,0.152,-0.142,-0.554,-0.145,-0.885,-0.689
2004-08-16,-1.93,-1.665,0.346,0.16,-0.186,-0.585,-0.254,-0.919,-0.757
2004-08-17,-1.802,-1.604,0.33,0.171,-0.096,-0.603,-0.182,-0.927,-0.693
2004-08-18,-1.976,-1.634,0.274,0.162,-0.115,-0.663,-0.28,-0.988,-0.708
2004-08-19,-2.018,-1.651,0.259,0.185,-0.139,-0.672,-0.257,-1.036,-0.725
2004-08-20,-2.23,-1.707,0.242,0.189,-0.192,-0.762,-0.356,-1.113,-0.761
2004-08-23,-2.431,-1.756,0.213,0.078,-0.208,-0.758,-0.407,-1.242,-0.782
2004-08-24,-2.541,-1.798,0.208,0.016,-0.206,-0.761,-0.451,-1.262,-0.828
2004-08-25,-2.625,-1.779,0.15,0.029,-0.207,-0.818,-0.51,-1.302,-0.813
2004-08-26,-2.662,-1.782,0.13,0.04,-0.212,-0.838,-0.51,-1.351,-0.801
2004-08-27,-2.82,-1.829,0.094,-0.025,-0.162,-0.898,-0.505,-1.491,-0.824
2004-08-30,-2.668,-1.812,0.128,0.014,-0.152,-0.846,-0.427,-1.439,-0.802
2004-08-31,-2.461,-1.761,0.146,0.089,-0.142,-0.793,-0.387,-1.299,-0.775
2004-09-01,-2.503,-1.754,0.119,0.096,-0.144,-0.82,-0.377,-1.377,-0.749
2004-09-02,-2.705,-1.784,0.064,0.064,-0.187,-0.862,-0.527,-1.408,-0.77
2004-09-03,-2.922,-1.869,0.082,-0.03,-0.246,-0.859,-0.685,-1.419,-0.818
2004-09-07,-3.018,-1.854,0.009,-0.017,-0.153,-1.003,-0.634,-1.545,-0.839
2004-09-08,-2.91,-1.833,0.029,0.031,-0.122,-1.015,-0.575,-1.515,-0.82
2004-09-09,-2.902,-1.854,0.052,0.014,-0.153,-0.961,-0.621,-1.451,-0.83
2004-09-10,-2.775,-1.804,0.038,0.059,-0.115,-0.953,-0.585,-1.403,-0.787
2004-09-13,-2.989,-1.849,-0.012,0.059,-0.144,-1.043,-0.662,-1.546,-0.781
2004-09-14,-3.028,-1.845,-0.019,0.073,-0.155,-1.082,-0.687,-1.546,-0.795
2004-09-15,-3.019,-1.889,0.03,0.014,-0.182,-0.992,-0.658,-1.528,-0.833
2004-09-16,-3.039,-1.867,0.013,0.033,-0.201,-1.017,-0.653,-1.563,-0.823
2004-09-17,-3.138,-1.923,-0.007,0.033,-0.2,-1.041,-0.706,-1.577,-0.855
2004-09-20,-3.124,-1.897,0.017,0.017,-0.214,-1.047,-0.676,-1.603,-0.845
2004-09-21,-3.131,-1.903,-0.017,0.117,-0.216,-1.112,-0.737,-1.561,-0.833
2004-09-22,-3.025,-1.892,0.056,0.073,-0.199,-1.063,-0.62,-1.581,-0.824
2004-09-23,-2.924,-1.907,0.088,0.083,-0.17,-1.018,-0.566,-1.519,-0.839
2004-09-24,-3.059,-1.871,0.095,0.066,-0.239,-1.11,-0.67,-1.585,-0.804
2004-09-27,-2.836,-1.799,0.142,0.071,-0.197,-1.053,-0.576,-1.502,-0.758
2004-09-28,-2.876,-1.804,0.115,0.099,-0.209,-1.077,-0.605,-1.523,-0.748
2004-09-29,-2.949,-1.85,0.095,0.099,-0.179,-1.114,-0.621,-1.549,-0.779
2004-09-30,-2.662,-1.885,0.283,0.18,-0.143,-1.097,-0.454,-1.433,-0.775
2004-10-01,-2.853,-1.884,0.141,0.159,-0.087,-1.182,-0.495,-1.553,-0.805
2004-10-04,-3.05,-1.902,0.067,0.061,-0.101,-1.175,-0.534,-1.684,-0.832
2004-10-05,-3.058,-1.936,0.066,0.097,-0.08,-1.205,-0.486,-1.714,-0.858
2004-10-06,-3.232,-1.955,0.029,0.07,-0.103,-1.273,-0.617,-1.744,-0.871
2004-10-07,-3.093,-1.965,0.069,0.07,-0.13,-1.137,-0.513,-1.71,-0.87
2004-10-08,-2.919,-1.928,0.105,0.179,-0.121,-1.154,-0.476,-1.585,-0.858
2004-10-11,-3.031,-1.946,0.098,0.174,-0.153,-1.204,-0.533,-1.635,-0.863
2004-10-12,-3.054,-1.94,0.147,0.105,-0.143,-1.223,-0.565,-1.595,-0.894
2004-10-13,-2.926,-1.929,0.169,0.126,-0.098,-1.194,-0.473,-1.583,-0.87
2004-10-14,-2.67,-1.872,0.239,0.162,-0.098,-1.101,-0.388,-1.448,-0.834
2004-10-15,-2.736,-1.886,0.232,0.209,-0.142,-1.149,-0.478,-1.419,-0.839
2004-10-18,-2.726,-1.884,0.22,0.201,-0.099,-1.164,-0.486,-1.384,-0.856
2004-10-19,-2.792,-1.872,0.216,0.237,-0.158,-1.215,-0.494,-1.452,-0.846
2004-10-20,-2.507,-1.787,0.262,0.297,-0.112,-1.167,-0.392,-1.323,-0.792
2004-10-21,-2.603,-1.823,0.252,0.315,-0.151,-1.196,-0.471,-1.312,-0.82
2004-10-22,-2.58,-1.831,0.271,0.34,-0.116,-1.244,-0.391,-1.353,-0.836
2004-10-25,-2.135,-1.809,0.341,0.428,-0.087,-1.008,-0.268,-1.066,-0.801
2004-10-26,-2.27,-1.825,0.279,0.394,-0.08,-1.038,-0.321,-1.138,-0.811
2004-10-27,-2.435,-1.905,0.194,0.353,-0.064,-1.013,-0.389,-1.19,-0.856
2004-10-28,-2.476,-1.954,0.151,0.376,-0.065,-0.984,-0.404,-1.213,-0.859
2004-10-29,-2.317,-1.945,0.159,0.427,-0.021,-0.937,-0.344,-1.119,-0.854
2004-11-01,-2.361,-1.949,0.15,0.368,-0.031,-0.899,-0.352,-1.119,-0.89
2004-11-02,-2.44,-1.987,0.106,0.33,0.015,-0.904,-0.349,-1.187,-0.904
2004-11-03,-2.634,-2.0,0.058,0.399,-0.083,-1.008,-0.489,-1.244,-0.901
2004-11-04,-2.705,-2.034,0.0,0.431,-0.078,-1.024,-0.573,-1.197,-0.935
2004-11-05,-2.939,-2.15,-0.042,0.491,-0.159,-1.079,-0.709,-1.257,-0.973
2004-11-08,-2.864,-2.121,-0.024,0.465,-0.124,-1.06,-0.638,-1.262,-0.964
2004-11-09,-2.879,-2.128,-0.019,0.465,-0.085,-1.112,-0.617,-1.299,-0.963
2004-11-10,-3.058,-2.177,-0.027,0.442,-0.157,-1.139,-0.734,-1.332,-0.992
2004-11-11,-3.045,-2.151,-0.056,0.458,-0.09,-1.206,-0.694,-1.367,-0.984
2004-11-12,-3.073,-2.135,-0.121,0.514,-0.142,-1.189,-0.749,-1.353,-0.971
2004-11-15,-3.103,-2.183,-0.136,0.479,-0.095,-1.168,-0.698,-1.416,-0.989
2004-11-16,-3.031,-2.19,-0.089,0.5,-0.1,-1.152,-0.676,-1.36,-0.995
2004-11-17,-2.908,-2.19,-0.126,0.588,-0.05,-1.13,-0.59,-1.34,-0.978
2004-11-18,-3.028,-2.23,-0.125,0.541,-0.14,-1.074,-0.705,-1.313,-1.01
2004-11-19,-2.903,-2.253,-0.07,0.598,-0.15,-1.028,-0.657,-1.238,-1.008
2004-11-22,-2.764,-2.184,-0.041,0.605,-0.126,-1.018,-0.657,-1.143,-0.964
2004-11-23,-2.786,-2.212,-0.044,0.609,-0.088,-1.051,-0.678,-1.12,-0.988
2004-11-24,-2.839,-2.239,-0.06,0.672,-0.183,-1.029,-0.736,-1.115,-0.988
2004-11-26,-2.726,-2.234,-0.068,0.706,-0.101,-1.029,-0.646,-1.097,-0.983
2004-11-29,-2.727,-2.26,-0.077,0.693,-0.119,-0.964,-0.64,-1.114,-0.973
2004-11-30,-2.578,-2.211,-0.041,0.665,-0.052,-0.939,-0.552,-1.053,-0.973
2004-12-01,-2.599,-2.21,-0.096,0.692,-0.016,-0.969,-0.564,-1.082,-0.953
2004-12-02,-2.734,-2.272,-0.129,0.614,-0.066,-0.881,-0.62,-1.13,-0.984
2004-12-03,-2.553,-2.198,-0.138,0.739,0.009,-0.965,-0.579,-1.032,-0.942
2004-12-06,-2.656,-2.205,-0.113,0.672,-0.054,-0.956,-0.639,-1.062,-0.955
2004-12-07,-2.632,-2.209,-0.067,0.661,-0.053,-0.964,-0.617,-1.062,-0.953
2004-12-08,-2.714,-2.163,-0.086,0.567,-0.074,-0.958,-0.677,-1.111,-0.926
2004-12-09,-2.793,-2.177,-0.063,0.529,-0.114,-0.968,-0.767,-1.083,-0.943
2004-12-10,-2.798,-2.162,-0.064,0.464,-0.091,-0.945,-0.762,-1.107,-0.929
2004-12-13,-2.82,-2.154,-0.118,0.519,-0.068,-0.999,-0.768,-1.138,-0.914
2004-12-14,-2.857,-2.157,-0.155,0.489,-0.046,-0.988,-0.771,-1.167,-0.919
2004-12-15,-2.812,-2.159,-0.168,0.572,-0.097,-0.96,-0.791,-1.1,-0.921
2004-12-16,-2.976,-2.225,-0.167,0.478,-0.057,-1.005,-0.78,-1.234,-0.962
2004-12-17,-2.896,-2.258,-0.148,0.513,-0.009,-0.994,-0.698,-1.24,-0.958
2004-12-20,-2.921,-2.24,-0.162,0.552,-0.045,-1.026,-0.735,-1.228,-0.958
2004-12-21,-3.006,-2.259,-0.191,0.523,0.001,-1.08,-0.749,-1.295,-0.962
2004-12-22,-3.092,-2.247,-0.226,0.514,-0.049,-1.084,-0.798,-1.324,-0.97
2004-12-23,-3.028,-2.231,-0.23,0.551,-0.056,-1.062,-0.798,-1.258,-0.972
2004-12-27,-2.959,-2.274,-0.23,0.611,-0.084,-0.982,-0.778,-1.182,-0.999
2004-12-28,-2.911,-2.264,-0.266,0.611,-0.022,-0.97,-0.799,-1.127,-0.985
2004-12-29,-3.089,-2.28,-0.261,0.564,-0.173,-0.939,-0.879,-1.217,-0.993
2004-12-30,-3.034,-2.253,-0.275,0.589,-0.191,-0.904,-0.852,-1.201,-0.981
2004-12-31,-2.826,-2.172,-0.074,0.562,-0.216,-0.926,-0.707,-1.186,-0.933
2005-01-03,-2.858,-2.126,-0.058,0.483,-0.278,-0.879,-0.731,-1.223,-0.904
2005-01-04,-2.975,-2.219,-0.024,0.371,-0.228,-0.875,-0.713,-1.298,-0.964
2005-01-05,-2.916,-2.16,0.014,0.366,-0.267,-0.869,-0.733,-1.26,-0.923
2005-01-06,-2.96,-2.1,-0.014,0.301,-0.254,-0.893,-0.765,-1.297,-0.898
2005-01-07,-3.18,-2.134,-0.018,0.254,-0.288,-0.994,-0.849,-1.414,-0.917
2005-01-10,-3.249,-2.113,-0.031,0.269,-0.288,-1.086,-0.89,-1.457,-0.902
2005-01-11,-3.212,-2.096,-0.013,0.292,-0.261,-1.134,-0.842,-1.479,-0.891
2005-01-12,-3.115,-2.113,-0.001,0.379,-0.242,-1.138,-0.845,-1.367,-0.903
2005-01-13,-3.128,-2.081,0.029,0.357,-0.253,-1.18,-0.822,-1.398,-0.908
2005-01-14,-3.306,-2.081,-0.016,0.314,-0.308,-1.215,-0.944,-1.433,-0.929
2005-01-18,-3.36,-2.049,-0.057,0.283,-0.286,-1.251,-0.979,-1.475,-0.906
2005-01-19,-3.328,-2.06,-0.029,0.271,-0.25,-1.26,-0.893,-1.531,-0.904
2005-01-20,-3.258,-2.005,0.023,0.245,-0.275,-1.246,-0.858,-1.511,-0.889
2005-01-21,-3.168,-2.0,0.05,0.299,-0.24,-1.277,-0.759,-1.519,-0.89
2005-01-24,-3.217,-2.027,0.052,0.304,-0.264,-1.282,-0.775,-1.528,-0.914
2005-01-25,-3.503,-2.102,0.025,0.222,-0.312,-1.336,-0.902,-1.639,-0.962
2005-01-26,-3.551,-2.128,-0.011,0.289,-0.303,-1.398,-0.948,-1.637,-0.966
2005-01-27,-3.511,-2.156,-0.015,0.285,-0.251,-1.374,-0.868,-1.674,-0.969
2005-01-28,-3.487,-2.108,0.004,0.276,-0.276,-1.383,-0.887,-1.654,-0.946
2005-01-31,-3.503,-2.087,-0.042,0.245,-0.255,-1.364,-0.903,-1.654,-0.946
2005-02-01,-3.708,-2.117,-0.082,0.235,-0.283,-1.461,-0.998,-1.76,-0.95
2005-02-02,-3.784,-2.144,-0.104,0.231,-0.265,-1.502,-1.044,-1.783,-0.957
2005-02-03,-3.91,-2.184,-0.095,0.17,-0.296,-1.505,-1.08,-1.849,-0.981
2005-02-04,-4.018,-2.144,-0.146,0.127,-0.261,-1.594,-1.138,-1.893,-0.987
2005-02-07,-4.099,-2.183,-0.177,0.066,-0.252,-1.553,-1.169,-1.919,-1.011
2005-02-08,-4.169,-2.211,-0.179,0.061,-0.281,-1.559,-1.227,-1.93,-1.012
2005-02-09,-4.047,-2.144,-0.148,0.081,-0.311,-1.525,-1.149,-1.912,-0.986
2005-02-10,-4.053,-2.184,-0.174,0.122,-0.32,-1.497,-1.162,-1.9,-0.991
2005-02-11,-4.161,-2.209,-0.217,0.131,-0.344,-1.522,-1.207,-1.95,-1.004
2005-02-14,-4.126,-2.24,-0.238,0.202,-0.323,-1.527,-1.175,-1.953,-0.998
2005-02-15,-4.108,-2.245,-0.261,0.233,-0.322,-1.513,-1.169,-1.938,-1.001
2005-02-16,-4.116,-2.273,-0.243,0.224,-0.285,-1.539,-1.204,-1.904,-1.008
2005-02-17,-4.126,-2.281,-0.219,0.241,-0.29,-1.577,-1.167,-1.942,-1.017
2005-02-18,-4.201,-2.327,-0.239,0.244,-0.275,-1.604,-1.169,-2.001,-1.031
2005-02-22,-3.808,-2.292,-0.172,0.374,-0.257,-1.461,-0.987,-1.816,-1.005
2005-02-23,-3.827,-2.284,-0.164,0.34,-0.261,-1.458,-1.038,-1.785,-1.004
2005-02-24,-4.1,-2.331,-0.196,0.311,-0.335,-1.549,-1.205,-1.873,-1.022
2005-02-25,-4.087,-2.314,-0.267,0.339,-0.245,-1.6,-1.141,-1.926,-1.02
2005-02-28,-4.019,-2.326,-0.25,0.332,-0.253,-1.522,-1.078,-1.905,-1.036
2005-03-01,-4.116,-2.347,-0.289,0.309,-0.25,-1.539,-1.118,-1.961,-1.037
2005-03-02,-4.019,-2.354,-0.29,0.28,-0.222,-1.433,-1.066,-1.916,-1.037
2005-03-03,-4.037,-2.347,-0.298,0.236,-0.205,-1.423,-1.03,-1.942,-1.065
2005-03-04,-4.124,-2.32,-0.345,0.301,-0.183,-1.577,-1.111,-1.956,-1.057
2005-03-07,-4.257,-2.387,-0.359,0.276,-0.211,-1.576,-1.173,-2.002,-1.082
2005-03-08,-4.11,-2.41,-0.326,0.352,-0.2,-1.526,-1.083,-1.937,-1.09
2005-03-09,-3.983,-2.417,-0.293,0.37,-0.204,-1.439,-0.995,-1.894,-1.094
2005-03-10,-3.826,-2.349,-0.265,0.386,-0.183,-1.415,-0.998,-1.774,-1.054
2005-03-11,-3.834,-2.359,-0.256,0.405,-0.186,-1.438,-0.937,-1.841,-1.056
2005-03-14,-3.865,-2.323,-0.258,0.346,-0.198,-1.432,-0.982,-1.85,-1.033
2005-03-15,-3.819,-2.243,-0.245,0.323,-0.196,-1.458,-0.917,-1.922,-0.98
2005-03-16,-3.517,-2.139,-0.197,0.374,-0.166,-1.389,-0.788,-1.79,-0.939
2005-03-17,-3.533,-2.081,-0.189,0.338,-0.165,-1.436,-0.782,-1.818,-0.933
2005-03-18,-3.683,-2.095,-0.209,0.315,-0.205,-1.489,-0.839,-1.897,-0.947
2005-03-21,-3.702,-2.027,-0.176,0.223,-0.265,-1.457,-0.88,-1.879,-0.943
2005-03-22,-3.634,-1.953,-0.144,0.166,-0.308,-1.395,-0.856,-1.836,-0.942
2005-03-23,-3.305,-1.885,-0.121,0.128,-0.104,-1.323,-0.621,-1.819,-0.865
2005-03-24,-3.522,-1.894,-0.132,0.104,-0.18,-1.42,-0.756,-1.908,-0.858
2005-03-28,-3.625,-1.857,-0.155,0.087,-0.271,-1.429,-0.846,-1.956,-0.823
2005-03-29,-3.469,-1.824,-0.105,0.091,-0.311,-1.32,-0.775,-1.889,-0.805
2005-03-30,-3.292,-1.78,-0.137,0.093,-0.134,-1.334,-0.71,-1.768,-0.814
2005-03-31,-3.101,-1.709,-0.03,0.109,-0.116,-1.355,-0.604,-1.691,-0.806
2005-04-01,-3.171,-1.676,-0.032,0.074,-0.092,-1.445,-0.607,-1.76,-0.804
2005-04-04,-3.252,-1.621,-0.02,0.034,-0.161,-1.484,-0.701,-1.776,-0.775
2005-04-05,-3.399,-1.667,-0.069,0.051,-0.19,-1.524,-0.775,-1.84,-0.784
2005-04-06,-3.493,-1.677,-0.093,0.049,-0.225,-1.547,-0.841,-1.851,-0.801
2005-04-07,-3.677,-1.72,-0.117,0.034,-0.274,-1.6,-0.947,-1.903,-0.827
2005-04-08,-3.543,-1.759,-0.107,0.074,-0.211,-1.54,-0.816,-1.89,-0.837
2005-04-11,-3.629,-1.683,-0.085,0.09,-0.362,-1.589,-0.955,-1.86,-0.814
2005-04-12,-3.652,-1.662,-0.084,0.074,-0.323,-1.657,-0.983,-1.871,-0.798
2005-04-13,-3.536,-1.648,-0.055,0.075,-0.296,-1.612,-0.861,-1.855,-0.82
2005-04-14,-3.312,-1.545,-0.006,0.006,-0.287,-1.48,-0.742,-1.79,-0.78
2005-04-15,-2.697,-1.382,0.107,0.05,-0.27,-1.202,-0.477,-1.506,-0.714
2005-04-18,-2.417,-1.279,0.203,0.097,-0.498,-0.94,-0.701,-1.032,-0.684
2005-04-19,-2.405,-1.279,0.144,0.148,-0.315,-1.103,-0.577,-1.149,-0.679
2005-04-20,-2.374,-1.357,0.19,0.159,-0.323,-1.043,-0.466,-1.219,-0.689
2005-04-21,-2.913,-1.48,0.146,0.134,-0.563,-1.15,-0.893,-1.275,-0.745
2005-04-22,-2.768,-1.48,0.139,0.155,-0.362,-1.22,-0.644,-1.383,-0.741
2005-04-25,-2.83,-1.466,0.099,0.134,-0.329,-1.268,-0.689,-1.401,-0.74
2005-04-26,-2.817,-1.448,0.137,0.135,-0.37,-1.271,-0.657,-1.429,-0.731
2005-04-27,-2.764,-1.406,0.16,0.098,-0.389,-1.227,-0.692,-1.345,-0.727
2005-04-28,-2.527,-1.358,0.197,0.084,-0.306,-1.144,-0.53,-1.296,-0.701
2005-04-29,-2.562,-1.341,0.157,0.097,-0.364,-1.111,-0.643,-1.226,-0.693
2005-05-02,-2.671,-1.324,0.14,0.063,-0.376,-1.174,-0.694,-1.268,-0.709
2005-05-03,-2.772,-1.323,0.131,0.05,-0.348,-1.282,-0.718,-1.322,-0.732
2005-05-04,-2.892,-1.371,0.08,0.087,-0.379,-1.309,-0.801,-1.344,-0.747
2005-05-05,-2.838,-1.376,0.073,0.085,-0.316,-1.304,-0.722,-1.346,-0.77
2005-05-06,-3.089,-1.346,0.035,0.019,-0.413,-1.384,-0.847,-1.435,-0.807
2005-05-09,-3.067,-1.358,0.026,0.013,-0.341,-1.407,-0.825,-1.427,-0.815
2005-05-10,-2.709,-1.285,0.084,0.026,-0.203,-1.331,-0.708,-1.221,-0.78
2005-05-11,-2.589,-1.224,0.077,0.004,-0.199,-1.247,-0.705,-1.14,-0.744
2005-05-12,-2.7,-1.214,0.099,-0.058,-0.331,-1.196,-0.638,-1.314,-0.748
2005-05-13,-2.623,-1.133,0.12,-0.102,-0.333,-1.175,-0.566,-1.332,-0.725
2005-05-16,-2.602,-1.09,0.119,-0.096,-0.382,-1.153,-0.644,-1.248,-0.71
2005-05-17,-2.606,-1.023,0.113,-0.117,-0.384,-1.195,-0.707,-1.213,-0.686
2005-05-18,-2.792,-1.018,0.055,-0.074,-0.436,-1.319,-0.822,-1.289,-0.681
2005-05-19,-3.12,-1.115,-0.008,-0.098,-0.476,-1.423,-0.907,-1.479,-0.734
2005-05-20,-3.23,-1.179,0.0,-0.15,-0.461,-1.44,-0.937,-1.549,-0.744
2005-05-23,-3.382,-1.171,-0.04,-0.137,-0.513,-1.521,-1.01,-1.637,-0.735
2005-05-24,-3.365,-1.181,-0.038,-0.131,-0.495,-1.52,-0.98,-1.654,-0.731
2005-05-25,-3.37,-1.237,-0.008,-0.124,-0.516,-1.485,-1.024,-1.596,-0.75
2005-05-26,-3.593,-1.313,-0.045,-0.163,-0.533,-1.539,-1.133,-1.698,-0.762
2005-05-27,-3.661,-1.367,-0.07,-0.131,-0.506,-1.587,-1.132,-1.749,-0.78
2005-05-31,-3.758,-1.456,-0.077,-0.217,-0.48,-1.528,-1.102,-1.859,-0.797
2005-06-01,-3.752,-1.439,-0.145,-0.253,-0.439,-1.476,-1.089,-1.889,-0.774
2005-06-02,-3.833,-1.504,-0.145,-0.208,-0.487,-1.489,-1.151,-1.899,-0.783
2005-06-03,-3.871,-1.557,-0.128,-0.207,-0.488,-1.491,-1.147,-1.916,-0.808
2005-06-06,-3.779,-1.537,-0.121,-0.173,-0.496,-1.452,-1.121,-1.877,-0.781
2005-06-07,-3.767,-1.504,-0.138,-0.168,-0.482,-1.475,-1.099,-1.918,-0.75
2005-06-08,-3.809,-1.492,-0.138,-0.211,-0.498,-1.47,-1.122,-1.935,-0.752
2005-06-09,-3.814,-1.49,-0.131,-0.214,-0.527,-1.452,-1.176,-1.9,-0.738
2005-06-10,-4.006,-1.53,-0.162,-0.255,-0.55,-1.509,-1.231,-2.017,-0.758
2005-06-13,-4.087,-1.622,-0.18,-0.261,-0.55,-1.474,-1.21,-2.042,-0.835
2005-06-14,-4.176,-1.648,-0.196,-0.289,-0.554,-1.489,-1.24,-2.087,-0.849
2005-06-15,-4.192,-1.686,-0.207,-0.244,-0.583,-1.472,-1.301,-2.047,-0.844
2005-06-16,-4.138,-1.66,-0.231,-0.217,-0.522,-1.508,-1.276,-2.035,-0.827
2005-06-17,-3.985,-1.68,-0.264,-0.159,-0.344,-1.538,-1.291,-1.85,-0.844
2005-06-20,-4.2,-1.691,-0.253,-0.209,-0.521,-1.526,-1.355,-1.99,-0.855
2005-06-21,-4.171,-1.655,-0.256,-0.183,-0.542,-1.535,-1.362,-1.973,-0.836
2005-06-22,-4.1,-1.615,-0.267,-0.218,-0.48,-1.52,-1.278,-2.003,-0.819
2005-06-23,-4.136,-1.63,-0.247,-0.231,-0.518,-1.51,-1.249,-2.071,-0.816
2005-06-24,-4.012,-1.592,-0.2,-0.221,-0.501,-1.498,-1.183,-2.017,-0.812
2005-06-27,-3.998,-1.582,-0.161,-0.206,-0.542,-1.507,-1.224,-1.965,-0.809
2005-06-28,-4.14,-1.63,-0.219,-0.264,-0.534,-1.493,-1.263,-2.049,-0.828
2005-06-29,-4.17,-1.655,-0.228,-0.263,-0.535,-1.489,-1.249,-2.083,-0.838
2005-06-30,-4.049,-1.666,-0.029,-0.275,-0.577,-1.502,-1.231,-1.967,-0.851
2005-07-01,-4.209,-1.711,-0.06,-0.364,-0.552,-1.522,-1.234,-2.098,-0.877
2005-07-05,-4.203,-1.771,-0.079,-0.395,-0.49,-1.468,-1.235,-2.065,-0.903
2005-07-06,-4.123,-1.724,-0.068,-0.392,-0.503,-1.436,-1.162,-2.075,-0.886
2005-07-07,-3.897,-1.685,-0.034,-0.381,-0.521,-1.276,-1.142,-1.885,-0.87
2005-07-08,-4.245,-1.749,-0.095,-0.389,-0.556,-1.456,-1.314,-2.029,-0.902
2005-07-11,-4.313,-1.787,-0.14,-0.33,-0.567,-1.489,-1.31,-2.101,-0.902
2005-07-12,-4.384,-1.846,-0.143,-0.263,-0.613,-1.519,-1.373,-2.066,-0.945
2005-07-13,-4.44,-1.862,-0.153,-0.339,-0.545,-1.541,-1.357,-2.122,-0.961
2005-07-14,-4.619,-1.903,-0.186,-0.363,-0.571,-1.596,-1.43,-2.216,-0.973
2005-07-15,-4.655,-1.905,-0.181,-0.371,-0.569,-1.629,-1.466,-2.226,-0.963
2005-07-18,-4.686,-1.934,-0.16,-0.37,-0.592,-1.63,-1.46,-2.241,-0.985
2005-07-19,-4.66,-1.9,-0.188,-0.393,-0.551,-1.628,-1.463,-2.235,-0.962
2005-07-20,-4.592,-1.894,-0.171,-0.344,-0.533,-1.65,-1.48,-2.159,-0.953
2005-07-21,-4.512,-1.938,-0.178,-0.302,-0.569,-1.525,-1.444,-2.087,-0.981
2005-07-22,-4.501,-1.892,-0.182,-0.356,-0.517,-1.554,-1.44,-2.105,-0.956
2005-07-25,-4.547,-1.916,-0.19,-0.354,-0.54,-1.547,-1.438,-2.153,-0.956
2005-07-26,-4.573,-1.902,-0.19,-0.385,-0.539,-1.557,-1.471,-2.157,-0.945
2005-07-27,-4.698,-1.921,-0.221,-0.363,-0.556,-1.637,-1.533,-2.206,-0.959
2005-07-28,-4.724,-1.917,-0.25,-0.321,-0.556,-1.68,-1.533,-2.229,-0.962
2005-07-29,-4.722,-1.971,-0.231,-0.326,-0.589,-1.605,-1.486,-2.249,-0.987
2005-08-01,-4.598,-1.959,-0.241,-0.29,-0.554,-1.554,-1.427,-2.176,-0.995
2005-08-02,-4.678,-1.968,-0.277,-0.273,-0.561,-1.599,-1.481,-2.186,-1.011
2005-08-03,-4.582,-1.963,-0.281,-0.203,-0.541,-1.594,-1.453,-2.126,-1.003
2005-08-04,-4.475,-1.974,-0.229,-0.19,-0.54,-1.542,-1.396,-2.069,-1.01
2005-08-05,-4.473,-1.994,-0.18,-0.209,-0.562,-1.528,-1.42,-2.025,-1.028
2005-08-08,-4.424,-1.966,-0.186,-0.216,-0.575,-1.481,-1.398,-2.01,-1.016
2005-08-09,-4.473,-1.944,-0.235,-0.209,-0.526,-1.559,-1.405,-2.071,-0.997
2005-08-10,-4.528,-1.947,-0.275,-0.178,-0.577,-1.551,-1.426,-2.09,-1.012
2005-08-11,-4.363,-1.91,-0.309,-0.104,-0.559,-1.481,-1.414,-1.989,-0.96
2005-08-12,-4.335,-1.892,-0.284,-0.106,-0.583,-1.47,-1.388,-1.994,-0.953
2005-08-15,-4.411,-1.926,-0.287,-0.143,-0.563,-1.492,-1.422,-2.011,-0.978
2005-08-16,-4.314,-1.896,-0.255,-0.135,-0.573,-1.455,-1.353,-2.01,-0.951
2005-08-17,-4.358,-1.912,-0.243,-0.192,-0.616,-1.395,-1.409,-1.993,-0.956
2005-08-18,-4.37,-1.888,-0.234,-0.232,-0.601,-1.415,-1.387,-2.048,-0.935
2005-08-19,-4.476,-1.896,-0.247,-0.255,-0.605,-1.473,-1.401,-2.156,-0.919
2005-08-22,-4.411,-1.897,-0.276,-0.222,-0.653,-1.363,-1.422,-2.067,-0.922
2005-08-23,-4.345,-1.894,-0.255,-0.219,-0.626,-1.351,-1.409,-2.017,-0.919
2005-08-24,-4.248,-1.887,-0.228,-0.212,-0.639,-1.282,-1.376,-1.963,-0.909
2005-08-25,-4.212,-1.856,-0.207,-0.186,-0.619,-1.344,-1.364,-1.949,-0.899
2005-08-26,-4.27,-1.9,-0.209,-0.201,-0.643,-1.317,-1.384,-1.976,-0.91
2005-08-29,-4.289,-1.889,-0.211,-0.234,-0.639,-1.316,-1.409,-1.977,-0.903
2005-08-30,-4.137,-1.842,-0.221,-0.266,-0.543,-1.265,-1.269,-1.989,-0.879
2005-08-31,-3.774,-1.67,-0.259,-0.208,-0.337,-1.3,-1.032,-1.986,-0.756
2005-09-01,-3.363,-1.643,-0.295,-0.113,-0.079,-1.233,-0.678,-1.922,-0.763
2005-09-02,-3.74,-1.68,-0.299,-0.094,-0.43,-1.237,-1.183,-1.775,-0.782
2005-09-06,-3.873,-1.719,-0.359,-0.119,-0.365,-1.311,-1.196,-1.885,-0.792
