period_end,effective_date,download_url,local_file,total_all,total_ch7,total_ch11,total_ch13,total_other,business_all,business_ch7,business_ch11,business_ch13,business_other,nonbusiness_all,nonbusiness_ch7,nonbusiness_ch11,nonbusiness_ch13,total_all_qoq_pct,total_all_yoy_pct,total_all_z16,total_ch7_qoq_pct,total_ch7_yoy_pct,total_ch7_z16,total_ch11_qoq_pct,total_ch11_yoy_pct,total_ch11_z16,total_ch13_qoq_pct,total_ch13_yoy_pct,total_ch13_z16,business_all_qoq_pct,business_all_yoy_pct,business_all_z16,business_ch11_qoq_pct,business_ch11_yoy_pct,business_ch11_z16,nonbusiness_all_qoq_pct,nonbusiness_all_yoy_pct,nonbusiness_all_z16,business_share_pct,chapter11_share_pct,business_ch11_share_pct,available_quarters_since_start
2017-03-31,2017-05-15,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0331.2017.xlsx,/private/tmp/uscourts_bankruptcy/f2_2017-03-31.xlsx,201231.0,124271.0,1701.0,118.0,75122.0,5715.0,3604.0,1435.0,118.0,539.0,195516.0,120667.0,266.0,74583.0,9.353381987729525,-0.3343139876972434,-1.0289441061842326,12.609192069302978,-1.7076643201771713,-1.0634883530485963,10.311284046692615,-9.424920127795522,-0.8257862506298157,12.380952380952381,-3.2786885245901676,1.0417528874653426,0.8648076244264002,-8.222257909105512,-0.3287314789535643,11.499611499611495,-10.087719298245613,-0.5041711867296393,9.623050915880317,-0.08329968979808866,-0.2570032631699468,2.840019678876515,0.8452971957600965,25.109361329833767,28
2017-06-30,2017-08-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0630.2017.xlsx,/private/tmp/uscourts_bankruptcy/f2_2017-06-30.xlsx,210342.0,133088.0,2180.0,159.0,74878.0,6366.0,3759.0,1883.0,159.0,528.0,203976.0,129329.0,297.0,74350.0,4.527632422439876,0.7042624394961505,-0.6049393663398802,7.094977911177991,0.4149753278305024,-0.5990968843320177,28.159905937683718,-5.134899912967795,0.8724595241455085,34.7457627118644,17.777777777777782,3.5307933633086273,11.391076115485554,-2.615878843506192,-0.2779268138435146,31.219512195121958,-5.6613226452905785,0.03759104780985418,4.327011600073649,0.8115294513032945,-0.052021667306369326,3.026499700487777,1.036407374656512,29.579013509267988,29
2017-09-30,2017-11-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0930.2017.xlsx,/private/tmp/uscourts_bankruptcy/f2_2017-09-30.xlsx,194830.0,118483.0,1618.0,125.0,74594.0,5290.0,3302.0,1348.0,125.0,505.0,189540.0,115181.0,270.0,74089.0,-7.374656511776056,-2.300205097860264,-1.071017642744111,-10.973942053378217,-1.7138259131141642,-1.1148253838360083,-25.779816513761467,4.319793681495798,-1.0108932867194274,-21.383647798742132,26.262626262626256,0.8516480878237837,-16.90229343386742,-5.48508129355012,-0.3313505226285855,-28.41210833775889,5.974842767295607,-0.542656092120227,-7.0773032121426045,-2.208234444329793,-0.23581120542536058,2.7151875994456707,0.8304675871272392,25.482041587901698,30
2017-12-31,2018-02-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_1231.2017.xlsx,/private/tmp/uscourts_bankruptcy/f2_2017-12-31.xlsx,182455.0,110401.0,1929.0,99.0,70000.0,5727.0,3457.0,1668.0,99.0,477.0,176728.0,106944.0,261.0,69523.0,-6.351691217984912,-0.8499122373233248,-1.6284149200262468,-6.821231737886446,0.04077712131647093,-1.5371866282537063,19.221260815822006,25.09727626459144,0.2632396851785607,-20.799999999999997,-5.714285714285716,-0.4351899346883304,8.260869565217387,1.0765972467349005,-0.292707247620985,23.73887240356083,29.60372960372961,-0.14352830278094122,-6.75952305581935,-0.9111144752260936,-0.3776079988235782,3.1388561563125155,1.0572469924090873,29.125196437925617,31
2018-03-31,2018-05-15,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0331.2018.xlsx,/private/tmp/uscourts_bankruptcy/f2_2018-03-31.xlsx,192079.0,118877.0,1998.0,116.0,71068.0,5669.0,3355.0,1718.0,116.0,460.0,186410.0,115522.0,280.0,70608.0,5.274725274725278,-4.548007016811528,-1.068074494004853,7.67746668961331,-4.3405138769302525,-0.9443847051080546,3.5769828926905056,17.460317460317466,0.6842419048799315,17.17171717171717,-1.6949152542372836,0.3523242347321018,-1.012746638728823,-0.804899387576552,-0.28694979466765796,2.9976019184652314,19.721254355400685,-0.06755928842264142,5.478475397220595,-4.657419341639557,-0.11125890644702574,2.9513897927415282,1.0401970022751057,30.305168460045863,32
2018-06-30,2018-08-14,https://www.uscourts.gov/sites/default/files/bf_f2.3_0630.2018_0.xlsx,/private/tmp/uscourts_bankruptcy/f2_2018-06-30.xlsx,205638.0,131059.0,1578.0,135.0,72855.0,5479.0,3514.0,1318.0,135.0,501.0,200159.0,127545.0,260.0,72354.0,7.0590746515756475,-2.2363579313689153,-0.2315121196570462,10.247566812756048,-1.5245551815340264,-0.11963524795844462,-21.021021021021024,-27.614678899082566,-1.0920401767330854,16.37931034482758,-15.094339622641506,1.2540290031230314,-3.351561121890989,-13.933396167137923,-1.3050290450206647,-23.28288707799767,-30.005310674455654,-1.0754771955865647,7.375677270532699,-1.8712985841471519,-0.2011194609588986,2.664390822707865,0.7673678989291862,24.055484577477642,33
2018-09-30,2018-11-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_0930.2018.xlsx,/private/tmp/uscourts_bankruptcy/f2_2018-09-30.xlsx,192645.0,1.0,118.0,36.0,192490.0,,,,,,,,,,-6.318384734338989,-1.1214905302058154,-0.8772809127403762,-99.99923698486941,-99.99915599706287,-8.430558732490548,-92.52217997465145,-92.7070457354759,-6.86235796624645,-73.33333333333334,-71.2,-3.5221025306720457,,,,,,,,,,,0.061252563004490126,,34
2018-12-31,2019-02-14,https://www.uscourts.gov/sites/default/files/data_tables/bf_f2.3_1231.2018.xlsx,/private/tmp/uscourts_bankruptcy/f2_2018-12-31.xlsx,182450.0,108724.0,2006.0,71555.0,165.0,5855.0,3451.0,1782.0,457.0,165.0,176595.0,105273.0,224.0,71098.0,-5.292117625684545,-0.002740401742895582,-1.6741694265251748,10872300.0,-1.5190079800001866,-0.3537107526191955,1600.0,3.9917055469155027,0.6729273620705226,198663.8888888889,72177.77777777778,2542.429929702391,,2.23502706478087,-0.29924642594137474,,6.834532374100721,1.1538503931426733,,-0.07525689194695095,-1.7482378518726465,3.209098383118662,1.0994793093998356,30.435525192143466,35
2019-03-31,2019-05-15,https://www.uscourts.gov/sites/default/files/bf_f2.3_0331.2019.xlsx,/private/tmp/uscourts_bankruptcy/f2_2019-03-31.xlsx,191744.0,117590.0,1928.0,72079.0,147.0,5614.0,3376.0,1647.0,444.0,147.0,186130.0,114214.0,281.0,71635.0,5.093998355713891,-0.17440740528636978,-0.7852176689096101,8.154593282072042,-1.0826316276487447,-0.006260550315944249,-3.8883349950149526,-3.5035035035035023,0.4521034133451035,0.7323038222346367,62037.06896551725,3.9032775011109604,-4.1161400512382595,-0.9701887458105518,-0.8853884134857372,-7.57575757575758,-4.132712456344589,0.42475190247469524,5.399360117783636,-0.15020653398423178,-0.8075826004021859,2.9278621495327104,1.0055073431241655,29.33737085856787,36
2019-06-30,2019-08-14,https://www.uscourts.gov/sites/default/files/bf_f2.3_0630.2019.xlsx,/private/tmp/uscourts_bankruptcy/f2_2019-06-30.xlsx,206339.0,132073.0,1750.0,72301.0,215.0,5799.0,3617.0,1504.0,463.0,215.0,200540.0,128456.0,246.0,71838.0,7.611711448598135,0.340890302376029,0.5579662993461179,12.316523513904244,0.7736973424183002,0.4798875562871726,-9.232365145228217,10.899873257287695,0.017214336198752664,0.30799539394275044,53456.29629629629,2.6661388551557605,3.295333095831854,5.840481839751788,-0.26214333829442776,-8.682452944748032,14.112291350531114,-0.33447545023350933,7.74190082200612,0.19034867280511847,0.5244129253033384,2.8104236232607502,0.8481188723411474,25.935506121745128,37
2019-09-30,2019-11-14,https://www.uscourts.gov/sites/default/files/bf_f2.3_0930.2019.xlsx,/private/tmp/uscourts_bankruptcy/f2_2019-09-30.xlsx,196030.0,120397.0,1623.0,73825.0,185.0,5595.0,3561.0,1391.0,458.0,185.0,190435.0,116836.0,232.0,73367.0,-4.996147117122796,1.7571180150016907,-0.2966606025657356,-8.84056544486761,12039600.0,0.12603223094943458,-7.257142857142862,1275.4237288135594,-0.2527837187800175,2.1078546631443595,204969.44444444444,2.147474828713544,-3.5178479048111777,,-0.7745862194436414,-7.51329787234043,,-0.8607004018732554,-5.038894983544429,,-0.31112793016774887,2.854154976279141,0.8279344998214558,24.86148346738159,38
