trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_return_ticks,share_rank_min,min_abs_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",1,mes_participation_crowding,2024-06-14,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.5515873015873016,0.0607505811553968,-25.0,0.55,4.0,2024-06-14 10:30:00-04:00,2024-06-14 10:30:00-04:00,0.006,2.0,12:00:00,5418.75,2024-06-14 10:29:00-04:00,5419.25,5417.5,2024-06-14 10:30:00-04:00,2024-06-14 10:30:00-04:00,5419.25,5378.5,5480.375,40.75,1,9.0,10.75,fixed_contracts,2024-06-14 12:00:00-04:00,5424.0,eod_flatten,237.5,232.5,0.1165644171779141,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",2,mes_participation_crowding,2024-06-18,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.988095238095238,0.0826485265274708,-5.0,0.55,4.0,2024-06-18 10:30:00-04:00,2024-06-18 10:30:00-04:00,0.006,2.0,12:00:00,5550.5,2024-06-18 10:29:00-04:00,5552.75,5549.75,2024-06-18 10:30:00-04:00,2024-06-18 10:30:00-04:00,5550.75,5509.0,5613.375,41.75,1,5.5,7.25,fixed_contracts,2024-06-18 12:00:00-04:00,5554.0,eod_flatten,162.5,157.5,0.07784431137724551,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",3,mes_participation_crowding,2024-06-20,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.7777777777777778,0.0664038683565322,-22.0,0.55,4.0,2024-06-20 10:30:00-04:00,2024-06-20 10:30:00-04:00,0.006,2.0,12:00:00,5565.5,2024-06-20 10:29:00-04:00,5566.25,5565.5,2024-06-20 10:30:00-04:00,2024-06-20 10:30:00-04:00,5565.75,5524.0,5628.375,41.75,1,5.0,7.75,fixed_contracts,2024-06-20 12:00:00-04:00,5558.0,eod_flatten,-387.5,-392.5,-0.18562874251497005,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",4,mes_participation_crowding,2024-06-26,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8015873015873016,0.0666662069472793,-11.0,0.55,4.0,2024-06-26 10:30:00-04:00,2024-06-26 10:30:00-04:00,0.006,2.0,12:00:00,5524.5,2024-06-26 10:29:00-04:00,5525.0,5522.25,2024-06-26 10:30:00-04:00,2024-06-26 10:30:00-04:00,5524.5,5483.0,5586.75,41.5,1,17.0,8.25,fixed_contracts,2024-06-26 12:00:00-04:00,5539.5,eod_flatten,750.0,745.0,0.3614457831325301,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",5,mes_participation_crowding,2024-07-01,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.7023809523809523,0.0642984766721292,-20.0,0.55,4.0,2024-07-01 10:30:00-04:00,2024-07-01 10:30:00-04:00,0.006,2.0,12:00:00,5523.25,2024-07-01 10:29:00-04:00,5524.5,5522.25,2024-07-01 10:30:00-04:00,2024-07-01 10:30:00-04:00,5523.25,5481.75,5585.5,41.5,1,1.75,18.75,fixed_contracts,2024-07-01 12:00:00-04:00,5524.5,eod_flatten,62.5,57.5,0.030120481927710843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",6,mes_participation_crowding,2024-07-05,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8492063492063492,0.068717171428299,-18.0,0.55,4.0,2024-07-05 10:30:00-04:00,2024-07-05 10:30:00-04:00,0.006,2.0,12:00:00,5595.75,2024-07-05 10:29:00-04:00,5596.0,5594.75,2024-07-05 10:30:00-04:00,2024-07-05 10:30:00-04:00,5596.0,5554.0,5659.0,42.0,1,16.5,3.5,fixed_contracts,2024-07-05 12:00:00-04:00,5610.5,eod_flatten,725.0,720.0,0.34523809523809523,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",7,mes_participation_crowding,2024-07-08,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.6428571428571429,0.0628885951396147,-22.0,0.55,4.0,2024-07-08 10:30:00-04:00,2024-07-08 10:30:00-04:00,0.006,2.0,12:00:00,5629.75,2024-07-08 10:29:00-04:00,5630.75,5629.5,2024-07-08 10:30:00-04:00,2024-07-08 10:30:00-04:00,5629.75,5587.5,5693.125,42.25,1,1.0,8.25,fixed_contracts,2024-07-08 12:00:00-04:00,5625.0,eod_flatten,-237.5,-242.5,-0.11242603550295859,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",8,mes_participation_crowding,2024-07-11,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.7738095238095238,0.0663890436434615,-89.0,0.55,4.0,2024-07-11 10:30:00-04:00,2024-07-11 10:30:00-04:00,0.006,2.0,12:00:00,5670.0,2024-07-11 10:29:00-04:00,5671.75,5669.75,2024-07-11 10:30:00-04:00,2024-07-11 10:30:00-04:00,5670.0,5627.25,5734.125,42.75,1,6.25,34.0,fixed_contracts,2024-07-11 12:00:00-04:00,5639.25,eod_flatten,-1537.5,-1542.5,-0.7192982456140351,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",9,mes_participation_crowding,2024-07-16,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9007936507936508,0.0706238341871625,-17.0,0.55,4.0,2024-07-16 10:30:00-04:00,2024-07-16 10:30:00-04:00,0.006,2.0,12:00:00,5696.0,2024-07-16 10:29:00-04:00,5698.25,5695.5,2024-07-16 10:30:00-04:00,2024-07-16 10:30:00-04:00,5696.25,5653.5,5760.375,42.75,1,18.0,3.0,fixed_contracts,2024-07-16 12:00:00-04:00,5700.0,eod_flatten,187.5,182.5,0.08771929824561403,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",10,mes_participation_crowding,2024-07-17,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.5714285714285714,0.0617160060210737,-46.0,0.55,4.0,2024-07-17 10:30:00-04:00,2024-07-17 10:30:00-04:00,0.006,2.0,12:00:00,5654.25,2024-07-17 10:29:00-04:00,5655.0,5652.75,2024-07-17 10:30:00-04:00,2024-07-17 10:30:00-04:00,5654.5,5612.0,5718.25,42.5,1,4.0,9.5,fixed_contracts,2024-07-17 12:00:00-04:00,5651.0,eod_flatten,-175.0,-180.0,-0.08235294117647059,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",11,mes_participation_crowding,2024-07-29,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.5674603174603174,0.0613770252742029,-50.0,0.55,4.0,2024-07-29 10:30:00-04:00,2024-07-29 10:30:00-04:00,0.006,2.0,12:00:00,5508.25,2024-07-29 10:29:00-04:00,5509.25,5506.25,2024-07-29 10:30:00-04:00,2024-07-29 10:30:00-04:00,5508.5,5467.0,5570.75,41.5,1,4.0,27.5,fixed_contracts,2024-07-29 12:00:00-04:00,5510.5,eod_flatten,100.0,95.0,0.04819277108433735,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",12,mes_participation_crowding,2024-07-30,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9523809523809524,0.0743099431363534,-54.0,0.55,4.0,2024-07-30 10:30:00-04:00,2024-07-30 10:30:00-04:00,0.006,2.0,12:00:00,5503.5,2024-07-30 10:29:00-04:00,5505.5,5502.25,2024-07-30 10:30:00-04:00,2024-07-30 10:30:00-04:00,5503.75,5462.25,5566.0,41.5,1,1.25,43.25,fixed_contracts,2024-07-30 11:42:00-04:00,5462.0,stop,-2087.5,-2092.5,-1.0060240963855422,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",13,mes_participation_crowding,2024-08-01,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.7619047619047619,0.0663608280263846,-169.0,0.55,4.0,2024-08-01 10:30:00-04:00,2024-08-01 10:30:00-04:00,0.006,2.0,12:00:00,5550.25,2024-08-01 10:29:00-04:00,5558.5,5549.75,2024-08-01 10:30:00-04:00,2024-08-01 10:30:00-04:00,5550.75,5509.0,5613.375,41.75,1,3.75,42.5,fixed_contracts,2024-08-01 11:34:00-04:00,5508.75,stop,-2100.0,-2105.0,-1.0059880239520957,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
24,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",14,mes_participation_crowding,2024-08-07,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8690476190476191,0.0690940337817911,-94.0,0.55,4.0,2024-08-07 10:30:00-04:00,2024-08-07 10:30:00-04:00,0.006,2.0,12:00:00,5330.0,2024-08-07 10:29:00-04:00,5332.75,5328.5,2024-08-07 10:30:00-04:00,2024-08-07 10:30:00-04:00,5330.5,5290.5,5390.5,40.0,1,24.0,17.5,fixed_contracts,2024-08-07 12:00:00-04:00,5322.75,eod_flatten,-387.5,-392.5,-0.19375,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",15,mes_participation_crowding,2024-08-13,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.996031746031746,0.0890795211759448,-13.0,0.55,4.0,2024-08-13 10:30:00-04:00,2024-08-13 10:30:00-04:00,0.006,2.0,12:00:00,5413.0,2024-08-13 10:29:00-04:00,5413.25,5409.75,2024-08-13 10:30:00-04:00,2024-08-13 10:30:00-04:00,5413.0,5372.25,5474.125,40.75,1,18.5,11.5,fixed_contracts,2024-08-13 12:00:00-04:00,5428.25,eod_flatten,762.5,757.5,0.37423312883435583,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",16,mes_participation_crowding,2024-08-20,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9642857142857144,0.0805777630071748,-66.0,0.55,4.0,2024-08-20 10:30:00-04:00,2024-08-20 10:30:00-04:00,0.006,2.0,12:00:00,5626.0,2024-08-20 10:29:00-04:00,5627.25,5623.5,2024-08-20 10:30:00-04:00,2024-08-20 10:30:00-04:00,5626.0,5583.75,5689.375,42.25,1,2.0,13.0,fixed_contracts,2024-08-20 12:00:00-04:00,5627.25,eod_flatten,62.5,57.5,0.029585798816568046,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",17,mes_participation_crowding,2024-08-21,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,1.0,0.106377576267103,-7.0,0.55,4.0,2024-08-21 10:30:00-04:00,2024-08-21 10:30:00-04:00,0.006,2.0,12:00:00,5635.5,2024-08-21 10:29:00-04:00,5638.0,5635.0,2024-08-21 10:30:00-04:00,2024-08-21 10:30:00-04:00,5635.75,5593.25,5699.5,42.5,1,19.5,16.5,fixed_contracts,2024-08-21 12:00:00-04:00,5622.5,eod_flatten,-662.5,-667.5,-0.31176470588235294,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
