trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,prior_profile_session,prior_value_area_high,prior_value_area_low,prior_point_of_control,prior_profile_total_volume,prior_profile_bars,value_area_fraction,boundary_type,breakout_buffer_ticks,flow_mode,orderflow_imbalance,min_orderflow_imbalance,signal_timestamp,intended_entry_timestamp,signal_flatten_time,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
53,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",53,prior_value_area_orderflow_acceptance,2015-08-27,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-08-26,1912.75,1881.75,1902.5,2609607.0,78,0.7,vah,1,signed_volume,0.10274072988421515,0.0,2015-08-27 09:35:00-04:00,2015-08-27 09:35:00-04:00,15:55:00,2015-08-27 09:35:00-04:00,1962.25,1953.25,1975.75,9.0,1,13.5,6.0,fixed_contracts,2015-08-27 11:00:00-04:00,1975.5,target,662.5,657.5,1.4722222222222223,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
54,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",54,prior_value_area_orderflow_acceptance,2015-09-03,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-09-02,1937.25,1923.25,1932.0,1624666.0,78,0.7,vah,1,signed_volume,0.021608267511047705,0.0,2015-09-03 09:40:00-04:00,2015-09-03 09:40:00-04:00,15:55:00,2015-09-03 09:40:00-04:00,1958.75,1949.75,1972.25,9.0,1,13.75,2.25,fixed_contracts,2015-09-03 11:00:00-04:00,1972.0,target,662.5,657.5,1.4722222222222223,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
55,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",55,prior_value_area_orderflow_acceptance,2015-09-08,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-09-04,1926.5,1915.0,1922.5,1491466.0,78,0.7,vah,1,signed_volume,0.03411334552102377,0.0,2015-09-08 09:35:00-04:00,2015-09-08 09:35:00-04:00,15:55:00,2015-09-08 09:35:00-04:00,1953.0,1944.0,1966.5,9.0,1,6.25,9.0,fixed_contracts,2015-09-08 10:40:00-04:00,1943.75,stop,-462.5,-467.5,-1.0277777777777777,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
56,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",56,prior_value_area_orderflow_acceptance,2015-09-15,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-09-14,1954.25,1949.0,1949.75,193595.0,78,0.7,vah,1,signed_volume,0.1108508736786958,0.0,2015-09-15 10:35:00-04:00,2015-09-15 10:35:00-04:00,15:55:00,2015-09-15 10:35:00-04:00,1955.0,1946.0,1968.5,9.0,1,13.5,1.0,fixed_contracts,2015-09-15 13:30:00-04:00,1968.25,target,662.5,657.5,1.4722222222222223,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
57,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",57,prior_value_area_orderflow_acceptance,2015-09-21,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-09-18,1962.75,1949.5,1954.0,1672839.0,78,0.7,vah,1,signed_volume,0.1753265394000287,0.0,2015-09-21 10:35:00-04:00,2015-09-21 10:35:00-04:00,15:55:00,2015-09-21 10:35:00-04:00,1965.0,1956.0,1978.5,9.0,1,4.0,13.0,fixed_contracts,2015-09-21 12:00:00-04:00,1955.75,stop,-462.5,-467.5,-1.0277777777777777,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
58,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",58,prior_value_area_orderflow_acceptance,2015-09-23,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-09-22,1930.75,1920.5,1923.75,1508718.0,78,0.7,vah,1,signed_volume,0.045265888456549934,0.0,2015-09-23 09:35:00-04:00,2015-09-23 09:35:00-04:00,15:55:00,2015-09-23 09:35:00-04:00,1932.25,1923.5,1945.375,8.75,1,6.5,8.75,fixed_contracts,2015-09-23 11:40:00-04:00,1923.25,stop,-450.0,-455.0,-1.0285714285714285,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
59,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",59,prior_value_area_orderflow_acceptance,2015-09-25,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-09-24,1915.0,1899.25,1905.0,1755122.0,78,0.7,vah,1,signed_volume,0.0697111071236318,0.0,2015-09-25 09:40:00-04:00,2015-09-25 09:40:00-04:00,15:55:00,2015-09-25 09:40:00-04:00,1934.0,1925.25,1947.125,8.75,1,8.5,8.75,fixed_contracts,2015-09-25 14:25:00-04:00,1925.0,stop,-450.0,-455.0,-1.0285714285714285,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
60,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",60,prior_value_area_orderflow_acceptance,2015-09-30,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-09-29,1880.25,1867.75,1874.5,1880283.0000000002,78,0.7,vah,1,signed_volume,0.0600874236130744,0.0,2015-09-30 09:35:00-04:00,2015-09-30 09:35:00-04:00,15:55:00,2015-09-30 09:35:00-04:00,1899.0,1890.25,1912.125,8.75,1,8.0,8.75,fixed_contracts,2015-09-30 12:15:00-04:00,1890.0,stop,-450.0,-455.0,-1.0285714285714285,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
61,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",61,prior_value_area_orderflow_acceptance,2015-10-05,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-02,1942.25,1895.75,1922.5,1870933.0,78,0.7,vah,1,signed_volume,0.04680676576114813,0.0,2015-10-05 09:35:00-04:00,2015-10-05 09:35:00-04:00,15:55:00,2015-10-05 09:35:00-04:00,1957.75,1948.75,1971.25,9.0,1,14.0,0.25,fixed_contracts,2015-10-05 13:10:00-04:00,1971.0,target,662.5,657.5,1.4722222222222223,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
62,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",62,prior_value_area_orderflow_acceptance,2015-10-07,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-06,1975.0,1966.5,1971.75,1318751.0,78,0.7,vah,1,signed_volume,0.03910219590862899,0.0,2015-10-07 09:35:00-04:00,2015-10-07 09:35:00-04:00,15:55:00,2015-10-07 09:35:00-04:00,1981.75,1972.75,1995.25,9.0,1,9.5,9.75,fixed_contracts,2015-10-07 11:10:00-04:00,1972.5,stop,-462.5,-467.5,-1.0277777777777777,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
63,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",63,prior_value_area_orderflow_acceptance,2015-10-09,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-08,1995.75,1979.25,1983.25,1461422.0,78,0.7,vah,1,signed_volume,0.005255492939910087,0.0,2015-10-09 09:35:00-04:00,2015-10-09 09:35:00-04:00,15:55:00,2015-10-09 09:35:00-04:00,2006.75,1997.5,2020.625,9.25,1,5.5,8.0,fixed_contracts,2015-10-09 15:55:00-04:00,2006.5,eod_flatten,-12.5,-17.5,-0.02702702702702703,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
64,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",64,prior_value_area_orderflow_acceptance,2015-10-13,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-12,2008.75,2004.75,2007.5,639726.0,78,0.7,vah,1,signed_volume,0.10029048298951307,0.0,2015-10-13 10:30:00-04:00,2015-10-13 10:30:00-04:00,15:55:00,2015-10-13 10:30:00-04:00,2009.75,2000.5,2023.625,9.25,1,5.0,9.5,fixed_contracts,2015-10-13 13:35:00-04:00,2000.25,stop,-475.0,-480.0,-1.027027027027027,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
65,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",65,prior_value_area_orderflow_acceptance,2015-10-15,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-14,1994.25,1984.5,1987.0,1436138.0,78,0.7,vah,1,signed_volume,0.12699673462183392,0.0,2015-10-15 09:45:00-04:00,2015-10-15 09:45:00-04:00,15:55:00,2015-10-15 09:45:00-04:00,1996.75,1987.75,2010.25,9.0,1,14.5,7.25,fixed_contracts,2015-10-15 14:35:00-04:00,2010.0,target,662.5,657.5,1.4722222222222223,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
66,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",66,prior_value_area_orderflow_acceptance,2015-10-19,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-16,2022.25,2016.75,2018.5,1068468.0,78,0.7,vah,1,signed_volume,0.1373283395755306,0.0,2015-10-19 10:15:00-04:00,2015-10-19 10:15:00-04:00,15:55:00,2015-10-19 10:15:00-04:00,2022.75,2013.5,2036.625,9.25,1,4.0,6.25,fixed_contracts,2015-10-19 15:55:00-04:00,2024.0,eod_flatten,62.5,57.5,0.13513513513513514,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
67,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",67,prior_value_area_orderflow_acceptance,2015-10-21,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-20,2027.0,2021.25,2024.5,1066030.0,78,0.7,vah,1,signed_volume,0.07535829865926953,0.0,2015-10-21 09:45:00-04:00,2015-10-21 09:45:00-04:00,15:55:00,2015-10-21 09:45:00-04:00,2029.75,2020.5,2043.625,9.25,1,1.0,10.25,fixed_contracts,2015-10-21 10:25:00-04:00,2020.25,stop,-475.0,-480.0,-1.027027027027027,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
68,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",68,prior_value_area_orderflow_acceptance,2015-10-23,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-22,2047.5,2034.5,2045.5,1674132.0,78,0.7,vah,1,signed_volume,0.1081328312804476,0.0,2015-10-23 09:45:00-04:00,2015-10-23 09:45:00-04:00,15:55:00,2015-10-23 09:45:00-04:00,2067.75,2058.25,2082.0,9.5,1,3.75,11.0,fixed_contracts,2015-10-23 11:35:00-04:00,2058.0,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
69,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",69,prior_value_area_orderflow_acceptance,2015-10-28,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-27,2059.25,2054.25,2055.0,1021238.0,78,0.7,vah,1,signed_volume,0.026085137537914443,0.0,2015-10-28 09:35:00-04:00,2015-10-28 09:35:00-04:00,15:55:00,2015-10-28 09:35:00-04:00,2062.75,2053.25,2077.0,9.5,1,16.25,2.5,fixed_contracts,2015-10-28 13:55:00-04:00,2076.75,target,700.0,695.0,1.4736842105263157,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
70,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",70,prior_value_area_orderflow_acceptance,2015-10-30,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-10-29,2082.75,2078.25,2081.25,1156028.0,78,0.7,vah,1,signed_volume,0.021946368561827034,0.0,2015-10-30 09:40:00-04:00,2015-10-30 09:40:00-04:00,15:55:00,2015-10-30 09:40:00-04:00,2084.0,2074.5,2098.25,9.5,1,4.25,8.5,fixed_contracts,2015-10-30 15:55:00-04:00,2077.75,eod_flatten,-312.5,-317.5,-0.6578947368421053,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
71,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",71,prior_value_area_orderflow_acceptance,2015-11-03,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-11-02,2095.75,2079.25,2085.5,992264.0,78,0.7,vah,1,signed_volume,0.20852167469433122,0.0,2015-11-03 10:20:00-05:00,2015-11-03 10:20:00-05:00,15:55:00,2015-11-03 10:20:00-05:00,2096.5,2087.0,2110.75,9.5,1,13.75,1.0,fixed_contracts,2015-11-03 15:55:00-05:00,2102.5,eod_flatten,300.0,295.0,0.631578947368421,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
72,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",72,prior_value_area_orderflow_acceptance,2015-11-05,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-11-04,2100.75,2092.75,2096.0,1300400.0,78,0.7,vah,1,signed_volume,0.07958390775786439,0.0,2015-11-05 10:00:00-05:00,2015-11-05 10:00:00-05:00,15:55:00,2015-11-05 10:00:00-05:00,2102.25,2092.75,2116.5,9.5,1,1.0,10.5,fixed_contracts,2015-11-05 10:15:00-05:00,2092.5,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
73,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",73,prior_value_area_orderflow_acceptance,2015-11-11,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-11-10,2074.5,2067.75,2070.75,1011582.0000000001,78,0.7,vah,1,signed_volume,0.07279491653771442,0.0,2015-11-11 09:40:00-05:00,2015-11-11 09:40:00-05:00,15:55:00,2015-11-11 09:40:00-05:00,2080.5,2071.0,2094.75,9.5,1,0.5,9.75,fixed_contracts,2015-11-11 10:35:00-05:00,2070.75,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
74,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",74,prior_value_area_orderflow_acceptance,2015-11-17,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-11-16,2037.75,2019.25,2024.75,1286037.0,78,0.7,vah,1,signed_volume,0.02296852461441728,0.0,2015-11-17 09:45:00-05:00,2015-11-17 09:45:00-05:00,15:55:00,2015-11-17 09:45:00-05:00,2049.0,2039.75,2062.875,9.25,1,14.5,3.5,fixed_contracts,2015-11-17 11:30:00-05:00,2062.625,target,681.25,676.25,1.472972972972973,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
75,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",75,prior_value_area_orderflow_acceptance,2015-11-19,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-11-18,2068.75,2052.75,2062.5,1258632.0,78,0.7,vah,1,signed_volume,0.1211187243689345,0.0,2015-11-19 09:45:00-05:00,2015-11-19 09:45:00-05:00,15:55:00,2015-11-19 09:45:00-05:00,2082.0,2072.5,2096.25,9.5,1,1.75,6.75,fixed_contracts,2015-11-19 15:55:00-05:00,2079.0,eod_flatten,-150.0,-155.0,-0.3157894736842105,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
76,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",76,prior_value_area_orderflow_acceptance,2015-12-01,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-11-30,2086.25,2080.0,2081.75,1080439.0,78,0.7,vah,1,signed_volume,0.054324334224696874,0.0,2015-12-01 09:35:00-05:00,2015-12-01 09:35:00-05:00,15:55:00,2015-12-01 09:35:00-05:00,2088.5,2079.0,2102.75,9.5,1,11.25,4.25,fixed_contracts,2015-12-01 15:55:00-05:00,2099.25,eod_flatten,537.5,532.5,1.131578947368421,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
77,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",77,prior_value_area_orderflow_acceptance,2015-12-04,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-12-03,2069.25,2040.0,2046.75,2055840.0,78,0.7,vah,1,signed_volume,0.10536640421358127,0.0,2015-12-04 10:30:00-05:00,2015-12-04 10:30:00-05:00,15:55:00,2015-12-04 10:30:00-05:00,2070.0,2060.5,2084.25,9.5,1,15.25,2.25,fixed_contracts,2015-12-04 13:00:00-05:00,2084.0,target,700.0,695.0,1.4736842105263157,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
78,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",78,prior_value_area_orderflow_acceptance,2015-12-09,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-12-08,2066.75,2057.25,2062.25,1541980.0,78,0.7,vah,1,signed_volume,0.014616776268558137,0.0,2015-12-09 09:50:00-05:00,2015-12-09 09:50:00-05:00,15:55:00,2015-12-09 09:50:00-05:00,2068.5,2059.0,2082.75,9.5,1,11.25,9.75,fixed_contracts,2015-12-09 11:40:00-05:00,2058.75,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
79,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",79,prior_value_area_orderflow_acceptance,2015-12-15,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-12-14,2017.0,2003.0,2009.0,474398.0,78,0.7,vah,1,signed_volume,0.09292071527721074,0.0,2015-12-15 09:35:00-05:00,2015-12-15 09:35:00-05:00,15:55:00,2015-12-15 09:35:00-05:00,2034.75,2025.5,2048.625,9.25,1,11.0,4.5,fixed_contracts,2015-12-15 15:55:00-05:00,2035.0,eod_flatten,12.5,7.5,0.02702702702702703,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
80,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",80,prior_value_area_orderflow_acceptance,2015-12-17,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-12-16,2055.25,2037.5,2041.5,1445175.0,78,0.7,vah,1,signed_volume,0.025559639158035417,0.0,2015-12-17 09:50:00-05:00,2015-12-17 09:50:00-05:00,15:55:00,2015-12-17 09:50:00-05:00,2058.25,2048.75,2072.5,9.5,1,3.25,11.0,fixed_contracts,2015-12-17 10:45:00-05:00,2048.5,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
81,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",81,prior_value_area_orderflow_acceptance,2015-12-22,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-12-21,2012.5,2001.5,2011.0,999632.0,78,0.7,vah,1,signed_volume,0.003247271759382486,0.0,2015-12-22 09:35:00-05:00,2015-12-22 09:35:00-05:00,15:55:00,2015-12-22 09:35:00-05:00,2019.5,2010.25,2033.375,9.25,1,14.75,9.0,fixed_contracts,2015-12-22 15:20:00-05:00,2033.125,target,681.25,676.25,1.472972972972973,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
82,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",82,prior_value_area_orderflow_acceptance,2015-12-29,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-12-28,2047.5,2040.0,2046.25,570673.0,78,0.7,vah,1,signed_volume,0.09363545484838387,0.0,2015-12-29 09:35:00-05:00,2015-12-29 09:35:00-05:00,15:55:00,2015-12-29 09:35:00-05:00,2065.0,2055.5,2079.25,9.5,1,9.5,1.0,fixed_contracts,2015-12-29 15:55:00-05:00,2070.5,eod_flatten,275.0,270.0,0.5789473684210527,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
