campaign_id,variant_id,width_rank_threshold,min_breakout_ticks,full_signals,full_signals_per_year,limited_core_signals,limited_core_signals_per_year,latest252_signals,latest252_signals_per_year,density_gate_pass
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.5,4,46,3.040125885129819,7,4.754716981132075,2,2.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.65,0,39,2.5774980330448467,5,3.3962264150943393,1,1.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.65,2,39,2.5774980330448467,5,3.3962264150943393,1,1.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.65,4,38,2.5114083398898503,5,3.3962264150943393,1,1.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.35,0,10,0.6608969315499607,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.35,2,10,0.6608969315499607,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.35,4,10,0.6608969315499607,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.5,0,6,0.3965381589299764,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.5,2,6,0.3965381589299764,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.5,4,6,0.3965381589299764,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.65,0,2,0.13217938630999213,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.65,2,2,0.13217938630999213,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_upper_band_mean_reversion_short,0.65,4,2,0.13217938630999213,0,0.0,0,0.0,False
