campaign_id,variant_id,timeframe,setup_mode,trend_filter,oversold_rsi,overbought_rsi,moving_average_period,min_vwap_extension_ticks,earliest_entry_time,latest_entry_time,prepared_rows,full_start_date,full_end_date,full_signals,full_signals_per_year,limited_start_date,limited_end_date,limited_signals,limited_signals_per_year,latest_252_start_date,latest_252_end_date,latest_252_signals,density_gate_pass
nq_connors_rsi2_mean_reversion,five_min_long_vwap_extreme_1430,5m,long_pullback_uptrend,ma_and_vwap,5,90,100,8,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1066,69.04708281610215,2011-02-22,2012-09-07,82,53.19804618117229,2025-06-09,2026-06-12,82,True
nq_connors_rsi2_mean_reversion,five_min_long_vwap_extreme_1430,5m,long_pullback_uptrend,ma_and_vwap,10,90,100,0,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1605,103.95925696045397,2011-02-22,2012-09-07,134,86.93339253996447,2025-06-09,2026-06-12,108,True
nq_connors_rsi2_mean_reversion,five_min_long_vwap_extreme_1430,5m,long_pullback_uptrend,ma_and_vwap,10,90,100,4,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1546,100.13770172016315,2011-02-22,2012-09-07,123,79.79706927175843,2025-06-09,2026-06-12,108,True
nq_connors_rsi2_mean_reversion,five_min_long_vwap_extreme_1430,5m,long_pullback_uptrend,ma_and_vwap,10,90,100,8,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1477,95.66842525270438,2011-02-22,2012-09-07,109,70.71447602131438,2025-06-09,2026-06-12,108,True
nq_connors_rsi2_mean_reversion,five_min_long_vwap_extreme_1430,5m,long_pullback_uptrend,ma_and_vwap,15,90,100,0,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1777,115.1000620677425,2011-02-22,2012-09-07,152,98.61101243339253,2025-06-09,2026-06-12,129,True
nq_connors_rsi2_mean_reversion,five_min_long_vwap_extreme_1430,5m,long_pullback_uptrend,ma_and_vwap,15,90,100,4,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1724,111.66713956375243,2011-02-22,2012-09-07,144,93.42095914742451,2025-06-09,2026-06-12,129,True
nq_connors_rsi2_mean_reversion,five_min_long_vwap_extreme_1430,5m,long_pullback_uptrend,ma_and_vwap,15,90,100,8,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1645,106.55014186912572,2011-02-22,2012-09-07,126,81.74333925399644,2025-06-09,2026-06-12,128,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,85,100,0,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1449,93.85480581663415,2011-02-22,2012-09-07,154,99.90852575488455,2025-06-09,2026-06-12,90,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,85,100,4,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1394,90.29233906721049,2011-02-22,2012-09-07,139,90.17717584369449,2025-06-09,2026-06-12,89,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,85,100,8,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1339,86.72987231778684,2011-02-22,2012-09-07,128,83.04085257548846,2025-06-09,2026-06-12,89,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,90,100,0,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1305,84.52762014541585,2011-02-22,2012-09-07,139,90.17717584369449,2025-06-09,2026-06-12,82,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,90,100,4,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1248,80.83560915055861,2011-02-22,2012-09-07,121,78.49955595026643,2025-06-09,2026-06-12,82,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,90,100,8,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,1205,78.05040787373648,2011-02-22,2012-09-07,113,73.30950266429839,2025-06-09,2026-06-12,82,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,95,100,0,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,929,60.1733020039014,2011-02-22,2012-09-07,96,62.280639431616336,2025-06-09,2026-06-12,58,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,95,100,4,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,895,57.97104983153041,2011-02-22,2012-09-07,87,56.44182948490231,2025-06-09,2026-06-12,58,True
nq_connors_rsi2_mean_reversion,five_min_short_vwap_extreme_1430,5m,short_bounce_downtrend,ma_and_vwap,10,95,100,8,09:35:00,14:30:00,297414,2011-01-03,2026-06-12,867,56.15743039546019,2011-02-22,2012-09-07,81,52.549289520426285,2025-06-09,2026-06-12,58,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,5,85,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,1320,85.49920198616776,2011-02-22,2012-09-07,137,88.87966252220248,2025-06-09,2026-06-12,84,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,5,90,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,1105,71.5731956020571,2011-02-22,2012-09-07,117,75.90452930728242,2025-06-09,2026-06-12,67,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,5,95,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,804,52.076786664302176,2011-02-22,2012-09-07,81,52.549289520426285,2025-06-09,2026-06-12,51,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,10,85,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,1758,113.86939173612342,2011-02-22,2012-09-07,175,113.53241563055062,2025-06-09,2026-06-12,110,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,10,90,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,1543,99.94338535201277,2011-02-22,2012-09-07,155,100.55728241563055,2025-06-09,2026-06-12,93,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,10,95,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,1243,80.51174853697464,2011-02-22,2012-09-07,119,77.20204262877442,2025-06-09,2026-06-12,77,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,15,85,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,2094,135.63282496896613,2011-02-22,2012-09-07,206,133.64387211367674,2025-06-09,2026-06-12,129,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,15,90,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,1879,121.70681858485547,2011-02-22,2012-09-07,186,120.66873889875666,2025-06-09,2026-06-12,112,True
nq_connors_rsi2_mean_reversion,thirty_min_two_sided_trend_reversion_1530,30m,two_sided_trend_reversion,ma,15,95,100,0,10:00:00,15:00:00,49569,2011-01-03,2026-06-12,1581,102.40472601525093,2011-02-22,2012-09-07,150,97.31349911190053,2025-06-09,2026-06-12,96,True
