campaign_id,variant_id,setup_mode,accumulation_start_time,accumulation_end_time,signal_start_time,last_entry_time,displacement_reference,min_sweep_ticks,min_displacement_ticks,signals,signals_per_year,limited_core_start,limited_core_end,limited_core_signals,limited_core_signals_per_year,latest_365d_signals,density_gate_pass
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,2.0,47,3.106215578284815,2011-02-22,2012-09-07,6,4.0754716981132075,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,4.0,46,3.040125885129819,2011-02-22,2012-09-07,6,4.0754716981132075,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,0.0,48,3.1723052714398112,2011-02-22,2012-09-07,6,4.0754716981132075,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,2.0,46,3.040125885129819,2011-02-22,2012-09-07,6,4.0754716981132075,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,4.0,45,2.974036191974823,2011-02-22,2012-09-07,6,4.0754716981132075,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,0.0,46,3.040125885129819,2011-02-22,2012-09-07,4,2.7169811320754715,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,2.0,45,2.974036191974823,2011-02-22,2012-09-07,4,2.7169811320754715,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_buyside_bearish_edge_1500,buyside_sweep_bearish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,4.0,45,2.974036191974823,2011-02-22,2012-09-07,4,2.7169811320754715,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,0.0,65,4.295830055074744,2011-02-22,2012-09-07,4,2.7169811320754715,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,2.0,62,4.097560975609756,2011-02-22,2012-09-07,4,2.7169811320754715,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,4.0,57,3.7671125098347757,2011-02-22,2012-09-07,2,1.3584905660377358,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,0.0,62,4.097560975609756,2011-02-22,2012-09-07,3,2.0377358490566038,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,2.0,59,3.899291896144768,2011-02-22,2012-09-07,3,2.0377358490566038,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,4.0,55,3.6349331235247835,2011-02-22,2012-09-07,2,1.3584905660377358,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,0.0,59,3.899291896144768,2011-02-22,2012-09-07,2,1.3584905660377358,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,2.0,56,3.7010228166797794,2011-02-22,2012-09-07,2,1.3584905660377358,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_sellside_bullish_edge_1500,sellside_sweep_bullish_distribution,13:30:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,4.0,53,3.502753737214791,2011-02-22,2012-09-07,2,1.3584905660377358,4,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,1.0,0.0,80,5.287175452399685,2011-02-22,2012-09-07,10,6.792452830188679,5,True
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,1.0,2.0,78,5.154996066089693,2011-02-22,2012-09-07,9,6.113207547169811,5,True
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,1.0,4.0,77,5.088906372934697,2011-02-22,2012-09-07,9,6.113207547169811,5,True
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,2.0,0.0,78,5.154996066089693,2011-02-22,2012-09-07,8,5.433962264150943,5,True
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,2.0,2.0,76,5.022816679779701,2011-02-22,2012-09-07,7,4.754716981132075,5,True
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,2.0,4.0,75,4.956726986624705,2011-02-22,2012-09-07,7,4.754716981132075,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,4.0,0.0,74,4.890637293469709,2011-02-22,2012-09-07,6,4.0754716981132075,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,4.0,2.0,72,4.758457907159717,2011-02-22,2012-09-07,5,3.3962264150943393,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1330_1400_two_sided_midpoint_1500,two_sided_distribution,13:30:00,14:00:00,14:00:00,15:00:00,midpoint,4.0,4.0,71,4.692368214004721,2011-02-22,2012-09-07,5,3.3962264150943393,5,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,0.0,72,4.758457907159717,2011-02-22,2012-09-07,8,5.433962264150943,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,2.0,72,4.758457907159717,2011-02-22,2012-09-07,8,5.433962264150943,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,1.0,4.0,68,4.4940991345397325,2011-02-22,2012-09-07,7,4.754716981132075,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,0.0,70,4.626278520849724,2011-02-22,2012-09-07,8,5.433962264150943,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,2.0,70,4.626278520849724,2011-02-22,2012-09-07,8,5.433962264150943,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,2.0,4.0,66,4.36191974822974,2011-02-22,2012-09-07,7,4.754716981132075,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,0.0,67,4.428009441384736,2011-02-22,2012-09-07,6,4.0754716981132075,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,2.0,67,4.428009441384736,2011-02-22,2012-09-07,6,4.0754716981132075,6,False
nq_chartfanatics_amd_fomc_distribution,fomc_1345_1400_two_sided_edge_1500,two_sided_distribution,13:45:00,14:00:00,14:00:00,15:00:00,opposite_edge,4.0,4.0,63,4.163650668764752,2011-02-22,2012-09-07,5,3.3962264150943393,6,False
