campaign_id,variant,entry_combo_index,setup_mode,flow_mode,signal_times,credit_rank_threshold,min_es_move_ticks,min_orderflow_imbalance,full_signals,full_signals_per_year,latest252_signals,full_long_signals,full_short_signals,latest252_long_signals,latest252_short_signals,first_signal_timestamp
nq_default_spread_orderflow_risk_premium,tightening_spread_signed_long_1130,4,tightening_spread_long,signed_volume,"10:00:00,10:30:00,11:30:00",0.55,2,0.0,904,58.553998935981554,55,904,0,55,0,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,tightening_spread_signed_long_1130,5,tightening_spread_long,signed_volume,"10:00:00,10:30:00,11:30:00",0.55,2,0.02,459,29.730404327008333,21,459,0,21,0,2011-01-24 11:25:00-05:00
nq_default_spread_orderflow_risk_premium,tightening_spread_signed_long_1130,6,tightening_spread_long,signed_volume,"10:00:00,10:30:00,11:30:00",0.55,2,0.04,195,12.630563929774782,6,195,0,6,0,2011-01-24 11:25:00-05:00
nq_default_spread_orderflow_risk_premium,tightening_spread_signed_long_1130,7,tightening_spread_long,signed_volume,"10:00:00,10:30:00,11:30:00",0.6,2,0.0,851,55.12107643199148,55,851,0,55,0,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,tightening_spread_signed_long_1130,8,tightening_spread_long,signed_volume,"10:00:00,10:30:00,11:30:00",0.6,2,0.02,435,28.175873381805282,21,435,0,21,0,2011-01-24 11:25:00-05:00
nq_default_spread_orderflow_risk_premium,tightening_spread_signed_long_1130,9,tightening_spread_long,signed_volume,"10:00:00,10:30:00,11:30:00",0.6,2,0.04,182,11.788526334456463,6,182,0,6,0,2011-01-24 11:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,1,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.6,2,0.02,1300,84.20375953183188,98,684,616,50,48,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,2,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.6,2,0.04,1199,77.66177513743571,94,629,570,49,45,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,3,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.6,2,0.06,1102,71.37887923390672,88,581,521,45,43,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,4,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.65,2,0.02,1170,75.7833835786487,86,618,552,45,41,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,5,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.65,2,0.04,1076,69.69480404327008,82,567,509,44,38,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,6,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.65,2,0.06,990,64.12440148962581,77,523,467,41,36,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,7,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.7,2,0.02,1019,66.00279304841284,74,529,490,40,34,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,8,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.7,2,0.04,939,60.82102323106933,70,486,453,39,31,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,two_sided_spread_change_large10_1130,9,spread_change_two_sided,large10,"10:00:00,10:30:00,11:30:00",0.7,2,0.06,867,56.15743039546019,67,450,417,37,30,2011-01-10 10:25:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,1,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.6,2,0.0,792,51.299521191700656,60,0,792,0,60,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,2,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.6,2,0.02,399,25.84407696400071,28,0,399,0,28,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,3,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.6,2,0.04,139,9.003325057634331,6,0,139,0,6,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,4,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.65,2,0.0,719,46.57115623337471,53,0,719,0,53,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,5,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.65,2,0.02,360,23.317964178045752,23,0,360,0,23,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,6,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.65,2,0.04,128,8.2908317077496,5,0,128,0,5,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,7,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.7,2,0.0,635,41.13029792516404,44,0,635,0,44,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,8,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.7,2,0.02,317,20.53276290122362,16,0,317,0,16,2011-01-12 09:55:00-05:00
nq_default_spread_orderflow_risk_premium,widening_spread_signed_short_1230,9,widening_spread_short,signed_volume,"10:00:00,10:30:00,11:30:00,12:30:00",0.7,2,0.04,111,7.189705621564107,4,0,111,0,4,2011-01-12 09:55:00-05:00
