campaign_id,end_date,entry.params.min_orderflow_imbalance,entry.params.semivar_rank_threshold,run_id,session_days_with_signal_bar,signal_days,signals,signals_per_year,sl.params.stop_pct,start_date,tp.params.target_r_multiple,variant_id,window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,5,3817,2140,2140,141.28373067854335,0.0025,2011-01-03,1.0,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,6,374,195,195,131.3903743315508,0.0025,2011-02-22,1.5,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,6,3817,2140,2140,141.28373067854335,0.0025,2011-01-03,1.5,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,7,374,195,195,131.3903743315508,0.004,2011-02-22,0.75,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,7,3817,2140,2140,141.28373067854335,0.004,2011-01-03,0.75,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,8,374,195,195,131.3903743315508,0.004,2011-02-22,1.0,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,8,3817,2140,2140,141.28373067854335,0.004,2011-01-03,1.0,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,9,374,195,195,131.3903743315508,0.004,2011-02-22,1.5,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,9,3817,2140,2140,141.28373067854335,0.004,2011-01-03,1.5,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,10,374,185,185,124.65240641711229,0.0015,2011-02-22,0.75,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,10,3817,1913,1913,126.29709195703431,0.0015,2011-01-03,0.75,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.01,0.45,11,374,185,185,124.65240641711229,0.0015,2011-02-22,1.0,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.45,11,3817,1913,1913,126.29709195703431,0.0015,2011-01-03,1.0,badvol_signed_multitime_twosided,full_available_history
