campaign_id,variant_id,window,start_date,end_date,session_days,entry.params.invariance_rank_threshold,entry.params.min_return_ticks,entry.params.max_aligned_flow_imbalance,raw_signals,day_capped_signals,signals_per_year
es_intraday_invariance_dislocation_reversion,morning_15m_two_sided_dislocation_fade_1130,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,6,0.05,3452,1031,68.06706837830757
es_intraday_invariance_dislocation_reversion,morning_15m_two_sided_dislocation_fade_1130,limited_core_subset,2011-02-22,2012-09-06,374,0.975,6,0.05,193,31,20.887700534759357
es_intraday_invariance_dislocation_reversion,morning_15m_two_sided_dislocation_fade_1130,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,8,0.05,3404,1027,67.8029866387215
es_intraday_invariance_dislocation_reversion,morning_15m_two_sided_dislocation_fade_1130,limited_core_subset,2011-02-22,2012-09-06,374,0.975,8,0.05,153,31,20.887700534759357
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,4,0.05,18847,3337,220.3101912496725
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.9,4,0.05,567,126,84.89839572192513
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,6,0.05,18559,3297,217.6693738538119
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.9,6,0.05,444,116,78.16042780748663
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,8,0.05,18244,3199,211.19937123395337
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.9,8,0.05,344,98,66.03208556149733
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,4,0.05,9289,1943,128.27770500392978
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.95,4,0.05,376,55,37.05882352941176
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,6,0.05,9119,1926,127.15535761068902
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.95,6,0.05,282,51,34.36363636363636
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,8,0.05,8973,1894,125.04270369400052
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.95,8,0.05,208,42,28.29946524064171
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,4,0.05,5149,1202,79.35656274561174
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.975,4,0.05,268,36,24.256684491978607
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,6,0.05,5041,1194,78.8283992664396
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.975,6,0.05,201,33,22.235294117647058
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,8,0.05,4953,1180,77.90411317788839
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,limited_core_subset,2011-02-22,2012-09-06,374,0.975,8,0.05,148,28,18.86631016042781
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,4,0.05,9092,2377,156.93057374901755
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.9,4,0.05,308,82,55.25133689839572
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,6,0.05,8931,2335,154.1577154833639
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.9,6,0.05,240,71,47.839572192513366
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,8,0.05,8737,2249,148.47995808226355
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.9,8,0.05,179,60,40.42780748663102
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,4,0.05,4476,1332,87.93921928215876
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.95,4,0.05,215,41,27.62566844919786
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,6,0.05,4379,1314,86.75085145402149
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.95,6,0.05,165,35,23.58288770053476
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,8,0.05,4285,1279,84.44013623264344
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.95,8,0.05,119,29,19.540106951871657
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,4,0.05,2470,762,50.307571391144876
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.975,4,0.05,163,28,18.86631016042781
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,6,0.05,2413,753,49.71338747707624
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.975,6,0.05,130,23,15.497326203208555
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,8,0.05,2358,739,48.78910138852502
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,limited_core_subset,2011-02-22,2012-09-06,374,0.975,8,0.05,96,20,13.475935828877004
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,4,0.05,15323,2932,193.5719151165837
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.9,4,0.05,495,108,72.77005347593582
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,6,0.05,15107,2896,191.19517946030913
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.9,6,0.05,393,102,68.72727272727272
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,8,0.05,14828,2786,183.93293162169243
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.9,8,0.05,297,82,55.25133689839572
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,4,0.05,7543,1694,111.83861671469741
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.95,4,0.05,351,55,37.05882352941176
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,6,0.05,7431,1680,110.91433062614618
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.95,6,0.05,272,51,34.36363636363636
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,8,0.05,7296,1641,108.33953366518207
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.95,8,0.05,206,45,30.32085561497326
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,4,0.05,4132,1057,69.78359968561698
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.975,4,0.05,270,33,22.235294117647058
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,6,0.05,4063,1052,69.4534975111344
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.975,6,0.05,215,29,19.540106951871657
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,8,0.05,3988,1036,68.39717055279014
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.975,8,0.05,167,26,17.518716577540108
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,4,0.05,36018,4280,282.5674613570867
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.9,4,0.05,1103,162,109.15508021390374
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,6,0.05,35585,4249,280.52082787529474
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.9,6,0.05,905,156,105.11229946524064
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.9,8,0.05,35036,4132,272.7964369924024
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.9,8,0.05,716,137,92.31016042780749
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,4,0.05,17690,2699,178.18915378569557
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.95,4,0.05,767,80,53.90374331550802
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,6,0.05,17445,2685,177.26486769714435
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.95,6,0.05,618,77,51.88235294117647
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.95,8,0.05,17177,2657,175.41629552004193
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.95,8,0.05,477,72,48.513368983957214
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,4,0.05,9684,1749,115.46974063400576
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.975,4,0.05,573,50,33.68983957219251
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,6,0.05,9526,1745,115.2056588944197
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.975,6,0.05,465,48,32.342245989304814
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,full_configured_subset,2011-01-03,2026-06-09,3817,0.975,8,0.05,9359,1730,114.21535237097197
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,limited_core_subset,2011-02-22,2012-09-06,374,0.975,8,0.05,355,43,28.97326203208556
