campaign_id,variant_id,setup_mode,allow_long,allow_short,start_time,end_time,min_move_ticks,min_volume_ratio,full_start_date,full_end_date,full_sessions,full_years,full_signals,full_signals_per_year,pass_full_50_per_year,limited_start_date,limited_end_date,limited_sessions,limited_years,limited_signals,limited_signals_per_year,pass_limited_50_per_year,latest_start_date,latest_end_date,latest_sessions,latest_years,latest_signals,latest_signals_per_year,pass_latest_50_signals,density_pass
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,6,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,3786,250.2155782848151,True,2011-02-22,2012-09-07,371,1.4722222222222223,369,250.64150943396226,True,2025-06-09,2026-06-12,252,1.0,251,251.0,True,True
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,6,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,3554,234.882769472856,True,2011-02-22,2012-09-07,371,1.4722222222222223,352,239.09433962264148,True,2025-06-09,2026-06-12,252,1.0,242,242.0,True,True
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,10,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3804,251.40519276160504,True,2011-02-22,2012-09-07,371,1.4722222222222223,369,250.64150943396226,True,2025-06-09,2026-06-12,252,1.0,252,252.0,True,True
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,10,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,3754,248.10070810385523,True,2011-02-22,2012-09-07,371,1.4722222222222223,361,245.2075471698113,True,2025-06-09,2026-06-12,252,1.0,251,251.0,True,True
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,10,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,3464,228.93469708890638,True,2011-02-22,2012-09-07,371,1.4722222222222223,332,225.50943396226413,True,2025-06-09,2026-06-12,252,1.0,242,242.0,True,True
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,14,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3769,249.09205350118017,True,2011-02-22,2012-09-07,371,1.4722222222222223,355,241.1320754716981,True,2025-06-09,2026-06-12,252,1.0,252,252.0,True,True
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,14,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,3672,242.68135326514556,True,2011-02-22,2012-09-07,371,1.4722222222222223,336,228.22641509433961,True,2025-06-09,2026-06-12,252,1.0,251,251.0,True,True
nq_volume_shock_liquidity_reversal,all_day_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,09:35:00,15:30:00,14,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,3324,219.68214004720693,True,2011-02-22,2012-09-07,371,1.4722222222222223,291,197.66037735849056,True,2025-06-09,2026-06-12,252,1.0,241,241.0,True,True
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,6,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,2818,186.24075531077892,True,2011-02-22,2012-09-07,371,1.4722222222222223,286,194.2641509433962,True,2025-06-09,2026-06-12,252,1.0,188,188.0,True,True
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,6,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,1251,82.67820613690007,True,2011-02-22,2012-09-07,371,1.4722222222222223,159,107.99999999999999,True,2025-06-09,2026-06-12,252,1.0,71,71.0,True,True
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,6,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,583,38.53029110936271,False,2011-02-22,2012-09-07,371,1.4722222222222223,81,55.0188679245283,True,2025-06-09,2026-06-12,252,1.0,29,29.0,False,False
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,10,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,2588,171.0401258851298,True,2011-02-22,2012-09-07,371,1.4722222222222223,219,148.75471698113208,True,2025-06-09,2026-06-12,252,1.0,187,187.0,True,True
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,10,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,1138,75.21007081038552,True,2011-02-22,2012-09-07,371,1.4722222222222223,127,86.26415094339622,True,2025-06-09,2026-06-12,252,1.0,71,71.0,True,True
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,10,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,533,35.225806451612904,False,2011-02-22,2012-09-07,371,1.4722222222222223,65,44.15094339622641,False,2025-06-09,2026-06-12,252,1.0,29,29.0,False,False
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,14,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,2309,152.6011014948859,True,2011-02-22,2012-09-07,371,1.4722222222222223,163,110.71698113207546,True,2025-06-09,2026-06-12,252,1.0,187,187.0,True,True
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,14,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,1013,66.94885916601102,True,2011-02-22,2012-09-07,371,1.4722222222222223,99,67.24528301886792,True,2025-06-09,2026-06-12,252,1.0,71,71.0,True,True
nq_volume_shock_liquidity_reversal,midday_symmetric_shock_reversion,symmetric_volume_shock_reversion,True,True,11:30:00,13:30:00,14,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,487,32.185680566483086,False,2011-02-22,2012-09-07,371,1.4722222222222223,55,37.35849056603773,False,2025-06-09,2026-06-12,252,1.0,29,29.0,False,False
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,6,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3509,231.9087332808812,True,2011-02-22,2012-09-07,371,1.4722222222222223,325,220.75471698113205,True,2025-06-09,2026-06-12,252,1.0,241,241.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,6,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,2940,194.30369787568844,True,2011-02-22,2012-09-07,371,1.4722222222222223,266,180.67924528301884,True,2025-06-09,2026-06-12,252,1.0,219,219.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,6,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,2290,151.345397324941,True,2011-02-22,2012-09-07,371,1.4722222222222223,197,133.81132075471697,True,2025-06-09,2026-06-12,252,1.0,177,177.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,10,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3374,222.9866247049567,True,2011-02-22,2012-09-07,371,1.4722222222222223,294,199.69811320754715,True,2025-06-09,2026-06-12,252,1.0,241,241.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,10,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,2772,183.20062942564908,True,2011-02-22,2012-09-07,371,1.4722222222222223,235,159.62264150943395,True,2025-06-09,2026-06-12,252,1.0,219,219.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,10,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,2141,141.49803304484658,True,2011-02-22,2012-09-07,371,1.4722222222222223,170,115.47169811320754,True,2025-06-09,2026-06-12,252,1.0,177,177.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,14,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3187,210.62785208497246,True,2011-02-22,2012-09-07,371,1.4722222222222223,250,169.81132075471697,True,2025-06-09,2026-06-12,252,1.0,241,241.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,14,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,2601,171.89929189614477,True,2011-02-22,2012-09-07,371,1.4722222222222223,203,137.88679245283018,True,2025-06-09,2026-06-12,252,1.0,218,218.0,True,True
nq_volume_shock_liquidity_reversal,morning_down_shock_reversal_long,high_volume_down_reversal,True,False,09:35:00,11:30:00,14,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,1974,130.46105428796224,True,2011-02-22,2012-09-07,371,1.4722222222222223,137,93.0566037735849,True,2025-06-09,2026-06-12,252,1.0,176,176.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,6,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3623,239.44295830055074,True,2011-02-22,2012-09-07,371,1.4722222222222223,340,230.94339622641508,True,2025-06-09,2026-06-12,252,1.0,246,246.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,6,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,3025,199.9213217938631,True,2011-02-22,2012-09-07,371,1.4722222222222223,269,182.71698113207546,True,2025-06-09,2026-06-12,252,1.0,216,216.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,6,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,2288,151.213217938631,True,2011-02-22,2012-09-07,371,1.4722222222222223,197,133.81132075471697,True,2025-06-09,2026-06-12,252,1.0,161,161.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,10,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3486,230.38867033831627,True,2011-02-22,2012-09-07,371,1.4722222222222223,309,209.88679245283018,True,2025-06-09,2026-06-12,252,1.0,244,244.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,10,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,2826,186.76947285601887,True,2011-02-22,2012-09-07,371,1.4722222222222223,227,154.188679245283,True,2025-06-09,2026-06-12,252,1.0,215,215.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,10,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,2120,140.11014948859165,True,2011-02-22,2012-09-07,371,1.4722222222222223,167,113.43396226415094,True,2025-06-09,2026-06-12,252,1.0,160,160.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,14,1.25,2011-01-03,2026-06-12,3813,15.130952380952381,3309,218.69079464988198,True,2011-02-22,2012-09-07,371,1.4722222222222223,262,177.96226415094338,True,2025-06-09,2026-06-12,252,1.0,243,243.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,14,1.75,2011-01-03,2026-06-12,3813,15.130952380952381,2640,174.4767899291896,True,2011-02-22,2012-09-07,371,1.4722222222222223,186,126.33962264150942,True,2025-06-09,2026-06-12,252,1.0,213,213.0,True,True
nq_volume_shock_liquidity_reversal,morning_up_shock_reversal_short,high_volume_up_reversal,False,True,09:35:00,11:30:00,14,2.25,2011-01-03,2026-06-12,3813,15.130952380952381,1960,129.53579858379229,True,2011-02-22,2012-09-07,371,1.4722222222222223,133,90.33962264150942,True,2025-06-09,2026-06-12,252,1.0,159,159.0,True,True
