campaign_id,variant_id,window,buffer_ticks,max_close_distance_ticks,signals,span_years,signals_per_year,density_pass_50_per_year
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,limited_core_window,2,8,46,1.5420279108677466,29.830847856777368,False
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,latest_252_sessions,2,8,89,1.0082610844931172,88.27078756564619,True
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,full_available_history,2,12,968,15.439358506350294,62.69690541882658,True
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,limited_core_window,2,12,44,1.5420279108677466,28.533854471700092,False
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,latest_252_sessions,2,12,100,1.0082610844931172,99.18066018611933,True
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,full_available_history,2,20,1009,15.439358506350294,65.35245616487192,True
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,limited_core_window,2,20,46,1.5420279108677466,29.830847856777368,False
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,latest_252_sessions,2,20,93,1.0082610844931172,92.23801397309097,True
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,0,8,469,15.439358506350294,30.376909753543043,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,0,8,35,1.5420279108677466,22.697384238852344,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,0,8,34,1.0082610844931172,33.72142446328057,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,0,12,557,15.439358506350294,36.076628427981824,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,0,12,44,1.5420279108677466,28.533854471700092,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,0,12,44,1.0082610844931172,43.6394904818925,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,0,20,637,15.439358506350294,41.258190859289805,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,0,20,45,1.5420279108677466,29.182351164238728,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,0,20,58,1.0082610844931172,57.5247829079492,True
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,1,8,424,15.439358506350294,27.462280885932305,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,1,8,29,1.5420279108677466,18.806404083620514,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,1,8,30,1.0082610844931172,29.754198055835797,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,1,12,525,15.439358506350294,34.00400345545863,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,1,12,39,1.5420279108677466,25.291371009006898,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,1,12,40,1.0082610844931172,39.672264074447725,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,1,20,618,15.439358506350294,40.02756978185416,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,1,20,42,1.5420279108677466,27.236861086622813,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,1,20,57,1.0082610844931172,56.53297630608801,True
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,2,8,366,15.439358506350294,23.705648123234017,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,2,8,22,1.5420279108677466,14.266927235850046,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,2,8,26,1.0082610844931172,25.786971648391024,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,2,12,479,15.439358506350294,31.02460505745654,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,2,12,30,1.5420279108677466,19.454900776159153,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,2,12,38,1.0082610844931172,37.68865087072534,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,full_available_history,2,20,580,15.439358506350294,37.56632762698287,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,limited_core_window,2,20,33,1.5420279108677466,21.400390853775068,False
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,latest_252_sessions,2,20,56,1.0082610844931172,55.54116970422682,True
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,0,8,600,15.439358506350294,38.861718234809864,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,0,8,26,1.5420279108677466,16.8609140060046,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,0,8,41,1.0082610844931172,40.664070676308924,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,0,12,685,15.439358506350294,44.3671283180746,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,0,12,37,1.5420279108677466,23.994377623929623,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,0,12,51,1.0082610844931172,50.582136694920855,True
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,0,20,773,15.439358506350294,50.066846992513376,True
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,0,20,38,1.5420279108677466,24.64287431646826,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,0,20,62,1.0082610844931172,61.49200931539398,True
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,1,8,570,15.439358506350294,36.918632323069374,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,1,8,25,1.5420279108677466,16.21241731346596,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,1,8,39,1.0082610844931172,38.68045747258653,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,1,12,669,15.439358506350294,43.330815831813,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,1,12,36,1.5420279108677466,23.345880931390983,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,1,12,52,1.0082610844931172,51.57394329678205,True
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,1,20,768,15.439358506350294,49.74299934055663,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,1,20,39,1.5420279108677466,25.291371009006898,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,1,20,63,1.0082610844931172,62.48381591725517,True
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,2,8,532,15.439358506350294,34.45739016819808,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,2,8,25,1.5420279108677466,16.21241731346596,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,2,8,35,1.0082610844931172,34.71323106514176,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,2,12,646,15.439358506350294,41.84111663281195,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,2,12,36,1.5420279108677466,23.345880931390983,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,2,12,49,1.0082610844931172,48.59852349119846,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,full_available_history,2,20,761,15.439358506350294,49.28961262781718,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,limited_core_window,2,20,38,1.5420279108677466,24.64287431646826,False
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,latest_252_sessions,2,20,61,1.0082610844931172,60.500202713532786,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,0,8,753,15.439358506350294,48.77145638468638,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,0,8,41,1.5420279108677466,26.588364394084174,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,0,8,66,1.0082610844931172,65.45923572283876,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,0,12,868,15.439358506350294,56.219952379691605,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,0,12,43,1.5420279108677466,27.885357779161453,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,0,12,72,1.0082610844931172,71.41007533400591,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,0,20,968,15.439358506350294,62.69690541882658,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,0,20,46,1.5420279108677466,29.830847856777368,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,0,20,85,1.0082610844931172,84.30356115820142,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,1,8,714,15.439358506350294,46.245444699423736,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,1,8,40,1.5420279108677466,25.939867701545538,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,1,8,64,1.0082610844931172,63.475622519116364,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,1,12,846,15.439358506350294,54.795022711081906,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,1,12,42,1.5420279108677466,27.236861086622813,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,1,12,71,1.0082610844931172,70.41826873214471,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,1,20,958,15.439358506350294,62.04921011491308,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,1,20,45,1.5420279108677466,29.182351164238728,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,1,20,87,1.0082610844931172,86.2871743619238,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,2,8,670,15.439358506350294,43.39558536220435,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,2,8,38,1.5420279108677466,24.64287431646826,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,2,8,57,1.0082610844931172,56.53297630608801,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,2,12,817,15.439358506350294,52.91670632973277,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,2,12,41,1.5420279108677466,26.588364394084174,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,2,12,68,1.0082610844931172,67.44284892656114,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,full_available_history,2,20,950,15.439358506350294,61.531053871782284,True
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,limited_core_window,2,20,47,1.5420279108677466,30.479344549316007,False
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,latest_252_sessions,2,20,86,1.0082610844931172,85.29536776006262,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,0,8,606,15.439358506350294,39.25033541715796,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,0,8,34,1.5420279108677466,22.048887546313708,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,0,8,55,1.0082610844931172,54.549363102365625,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,0,12,725,15.439358506350294,46.95790953372859,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,0,12,35,1.5420279108677466,22.697384238852344,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,0,12,66,1.0082610844931172,65.45923572283876,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,0,20,847,15.439358506350294,54.85979224147326,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,0,20,37,1.5420279108677466,23.994377623929623,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,0,20,77,1.0082610844931172,76.36910834331188,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,1,8,537,15.439358506350294,34.78123782015483,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,1,8,29,1.5420279108677466,18.806404083620514,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,1,8,50,1.0082610844931172,49.59033009305966,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,1,12,673,15.439358506350294,43.5898939533784,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,1,12,31,1.5420279108677466,20.103397468697793,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,1,12,64,1.0082610844931172,63.475622519116364,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,1,20,810,15.439358506350294,52.46331961699332,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,1,20,34,1.5420279108677466,22.048887546313708,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,1,20,76,1.0082610844931172,75.37730174145068,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,2,8,478,15.439358506350294,30.95983552706519,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,2,8,25,1.5420279108677466,16.21241731346596,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,2,8,49,1.0082610844931172,48.59852349119846,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,2,12,613,15.439358506350294,39.703722129897415,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,2,12,27,1.5420279108677466,17.50941069854324,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,2,12,62,1.0082610844931172,61.49200931539398,True
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,full_available_history,2,20,757,15.439358506350294,49.030534506251776,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,limited_core_window,2,20,30,1.5420279108677466,19.454900776159153,False
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,latest_252_sessions,2,20,74,1.0082610844931172,73.3936885377283,True
