campaign_id,variant_id,term_rank_threshold,min_orderflow_imbalance,full_signals,full_trades_per_year,limited_core_signals,limited_core_trades_per_year,full_first_signal,full_last_signal,limited_first_signal,limited_last_signal
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,0.55,0.06,984,63.769694819020586,97,63.04137010676156,2011-04-14 11:16:00,2026-06-04 09:51:00,2011-04-14 11:16:00,2012-08-31 09:35:00
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,0.5,0.0,1007,65.26024662881477,86,55.8923487544484,2011-04-14 11:16:00,2026-06-04 09:51:00,2011-04-14 11:16:00,2012-08-31 09:35:00
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,0.5,0.03,965,62.53836941092974,86,55.8923487544484,2011-04-14 11:16:00,2026-06-04 09:51:00,2011-04-14 11:16:00,2012-08-31 09:35:00
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,0.5,0.06,906,58.714779985805535,86,55.8923487544484,2011-04-14 11:16:00,2026-06-04 09:51:00,2011-04-14 11:16:00,2012-08-31 09:35:00
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,0.45,0.0,926,60.010911994322214,82,53.29270462633452,2011-04-14 11:16:00,2026-06-04 09:51:00,2011-04-14 11:16:00,2012-08-31 09:35:00
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,0.45,0.03,889,57.61306777856636,82,53.29270462633452,2011-04-14 11:16:00,2026-06-04 09:51:00,2011-04-14 11:16:00,2012-08-31 09:35:00
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,0.45,0.06,835,54.113511355571326,82,53.29270462633452,2011-04-14 11:16:00,2026-06-04 09:51:00,2011-04-14 11:16:00,2012-08-31 09:35:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.5,0.0,1028,66.62118523775727,83,53.94261565836299,2011-05-24 11:18:00,2026-06-08 10:09:00,2011-05-24 11:18:00,2012-06-14 09:36:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.5,0.03,965,62.53836941092974,82,53.29270462633452,2011-05-24 11:18:00,2026-06-08 10:10:00,2011-05-24 11:18:00,2012-06-14 09:36:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.5,0.06,896,58.066713981547196,79,51.34297153024911,2011-05-24 11:18:00,2026-06-08 10:10:00,2011-05-24 11:18:00,2012-06-14 09:36:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.55,0.0,927,60.07571859474805,80,51.99288256227758,2011-05-24 11:18:00,2026-06-08 10:09:00,2011-05-24 11:18:00,2012-06-14 09:36:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.55,0.03,869,56.31693577004968,79,51.34297153024911,2011-05-24 11:18:00,2026-06-08 10:10:00,2011-05-24 11:18:00,2012-06-14 09:36:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.55,0.06,808,52.36373314407381,76,49.3932384341637,2011-05-24 11:18:00,2026-06-08 10:10:00,2011-05-24 11:18:00,2012-06-14 09:36:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.6,0.0,822,53.27102555003549,74,48.09341637010676,2011-06-02 10:23:00,2026-06-08 10:09:00,2011-06-02 10:23:00,2012-06-04 10:37:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.6,0.03,766,49.64185592618879,73,47.44350533807829,2011-06-02 10:23:00,2026-06-08 10:10:00,2011-06-02 10:23:00,2012-06-04 10:37:00
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,0.6,0.06,712,46.142299503193755,70,45.49377224199288,2011-06-02 10:23:00,2026-06-08 10:10:00,2011-06-02 10:23:00,2012-06-04 10:37:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.5,0.0,1104,71.54648687012066,90,58.49199288256227,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-09-05 09:39:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.5,0.03,1095,70.96322746628815,89,57.8420818505338,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-09-05 09:39:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.5,0.06,1083,70.18554826117814,87,56.54225978647686,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-09-05 09:39:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.55,0.0,996,64.54737402413059,76,49.3932384341637,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-08-01 09:35:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.55,0.03,988,64.02892122072392,76,49.3932384341637,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-08-01 09:35:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.55,0.06,976,63.25124201561391,74,48.09341637010676,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-08-01 09:35:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.6,0.0,883,57.22422817601136,70,45.49377224199288,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-08-01 09:35:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.6,0.03,876,56.77058197303052,70,45.49377224199288,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-08-01 09:35:00
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,0.6,0.06,864,55.99290276792051,68,44.19395017793594,2011-04-12 09:55:00,2026-06-08 09:43:00,2011-04-12 09:55:00,2012-08-01 09:35:00
