campaign_id,variant_id,config_path,min_gap_ticks,max_inversion_bars,full_signals,full_sessions,full_signals_per_year,limited_start_date,limited_end_date,limited_signals,limited_sessions,limited_signals_per_year,latest_252_session_signals,latest_252_session_signals_per_year,density_pass,failure_reason
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,1,3,875,3813,57.828482,2011-02-22,2012-09-07,94,371,63.849057,58,58.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,1,6,1075,3813,71.04642,2011-02-22,2012-09-07,115,371,78.113208,69,69.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,2,2,655,3813,43.288749,2011-02-22,2012-09-07,64,371,43.471698,46,46.0,False,failed pre-PnL density gate: require >=50 signals/year full and limited-core plus >=50 signals in latest 252 sessions
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,2,3,817,3813,53.995279,2011-02-22,2012-09-07,80,371,54.339623,58,58.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,2,6,1025,3813,67.741935,2011-02-22,2012-09-07,103,371,69.962264,69,69.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,4,2,555,3813,36.67978,2011-02-22,2012-09-07,53,371,36.0,46,46.0,False,failed pre-PnL density gate: require >=50 signals/year full and limited-core plus >=50 signals in latest 252 sessions
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,4,3,700,3813,46.262785,2011-02-22,2012-09-07,66,371,44.830189,58,58.0,False,failed pre-PnL density gate: require >=50 signals/year full and limited-core plus >=50 signals in latest 252 sessions
nq_chartfanatics_liquidity_inversion_fvg,prior_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_low_sell_side_fvg_inversion_long_1000/config.yaml,4,6,905,3813,59.811172,2011-02-22,2012-09-07,83,371,56.377358,69,69.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,1,2,2267,3813,149.825334,2011-02-22,2012-09-07,212,371,144.0,153,153.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,1,3,2618,3813,173.022817,2011-02-22,2012-09-07,251,371,170.490566,178,178.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,1,6,2983,3813,197.145555,2011-02-22,2012-09-07,294,371,199.698113,203,203.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,2,2,2047,3813,135.285602,2011-02-22,2012-09-07,170,371,115.471698,152,152.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,2,3,2422,3813,160.069237,2011-02-22,2012-09-07,216,371,146.716981,177,177.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,2,6,2865,3813,189.346971,2011-02-22,2012-09-07,267,371,181.358491,202,202.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,4,2,1657,3813,109.510622,2011-02-22,2012-09-07,100,371,67.924528,145,145.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,4,3,2029,3813,134.095987,2011-02-22,2012-09-07,143,371,97.132075,172,172.0,True,
nq_chartfanatics_liquidity_inversion_fvg,prior_session_two_sided_fvg_inversion_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/prior_session_two_sided_fvg_inversion_1000/config.yaml,4,6,2533,3813,167.405193,2011-02-22,2012-09-07,200,371,135.849057,198,198.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,1,2,2164,3813,143.018096,2011-02-22,2012-09-07,198,371,134.490566,140,140.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,1,3,2505,3813,165.554681,2011-02-22,2012-09-07,227,371,154.188679,161,161.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,1,6,2882,3813,190.470496,2011-02-22,2012-09-07,278,371,188.830189,181,181.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,2,2,1951,3813,128.940991,2011-02-22,2012-09-07,161,371,109.358491,140,140.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,2,3,2303,3813,152.204563,2011-02-22,2012-09-07,188,371,127.698113,161,161.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,2,6,2753,3813,181.944925,2011-02-22,2012-09-07,251,371,170.490566,180,180.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,4,2,1573,3813,103.959087,2011-02-22,2012-09-07,91,371,61.811321,131,131.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,4,3,1930,3813,127.553108,2011-02-22,2012-09-07,117,371,79.471698,154,154.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_high_buy_side_fvg_inversion_short_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_high_buy_side_fvg_inversion_short_1000/config.yaml,4,6,2427,3813,160.399685,2011-02-22,2012-09-07,181,371,122.943396,175,175.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,1,2,2139,3813,141.365854,2011-02-22,2012-09-07,200,371,135.849057,145,145.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,1,3,2471,3813,163.307632,2011-02-22,2012-09-07,239,371,162.339623,169,169.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,1,6,2789,3813,184.324154,2011-02-22,2012-09-07,276,371,187.471698,192,192.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,2,2,1953,3813,129.073171,2011-02-22,2012-09-07,168,371,114.113208,143,143.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,2,3,2316,3813,153.063729,2011-02-22,2012-09-07,213,371,144.679245,167,167.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,2,6,2684,3813,177.384736,2011-02-22,2012-09-07,258,371,175.245283,190,190.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,4,2,1631,3813,107.79229,2011-02-22,2012-09-07,112,371,76.075472,139,139.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,4,3,1998,3813,132.047207,2011-02-22,2012-09-07,159,371,108.0,164,164.0,True,
nq_chartfanatics_liquidity_inversion_fvg,session_low_sell_side_fvg_inversion_long_1000,campaigns/nq_chartfanatics_liquidity_inversion_fvg/variants/session_low_sell_side_fvg_inversion_long_1000/config.yaml,4,6,2440,3813,161.258851,2011-02-22,2012-09-07,211,371,143.320755,188,188.0,True,
