variant_id,setup_mode,direction,day_offset,target_date,signal_bar_timestamp,entry_bar_timestamp,signal_bar_present,entry_bar_present,in_latest_252_sessions
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2016-12-12,2016-12-12 09:59:00,2016-12-12 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2017-03-13,2017-03-13 09:59:00,2017-03-13 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2017-06-12,2017-06-12 09:59:00,2017-06-12 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2017-09-11,2017-09-11 09:59:00,2017-09-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2017-12-11,2017-12-11 09:59:00,2017-12-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2018-03-12,2018-03-12 09:59:00,2018-03-12 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2018-06-11,2018-06-11 09:59:00,2018-06-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2018-09-17,2018-09-17 09:59:00,2018-09-17 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2018-12-17,2018-12-17 09:59:00,2018-12-17 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2019-03-11,2019-03-11 09:59:00,2019-03-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2019-06-17,2019-06-17 09:59:00,2019-06-17 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2019-09-16,2019-09-16 09:59:00,2019-09-16 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2019-12-16,2019-12-16 09:59:00,2019-12-16 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2020-03-16,2020-03-16 09:59:00,2020-03-16 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2020-06-15,2020-06-15 09:59:00,2020-06-15 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2020-09-14,2020-09-14 09:59:00,2020-09-14 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2020-12-14,2020-12-14 09:59:00,2020-12-14 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2021-03-15,2021-03-15 09:59:00,2021-03-15 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2021-06-14,2021-06-14 09:59:00,2021-06-14 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2021-09-13,2021-09-13 09:59:00,2021-09-13 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2021-12-13,2021-12-13 09:59:00,2021-12-13 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2022-03-14,2022-03-14 09:59:00,2022-03-14 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2022-06-13,2022-06-13 09:59:00,2022-06-13 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2022-09-12,2022-09-12 09:59:00,2022-09-12 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2022-12-12,2022-12-12 09:59:00,2022-12-12 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2023-03-13,2023-03-13 09:59:00,2023-03-13 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2023-06-12,2023-06-12 09:59:00,2023-06-12 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2023-09-11,2023-09-11 09:59:00,2023-09-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2023-12-11,2023-12-11 09:59:00,2023-12-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2024-03-11,2024-03-11 09:59:00,2024-03-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2024-06-17,2024-06-17 09:59:00,2024-06-17 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2024-09-16,2024-09-16 09:59:00,2024-09-16 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2024-12-16,2024-12-16 09:59:00,2024-12-16 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2025-03-17,2025-03-17 09:59:00,2025-03-17 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2025-06-16,2025-06-16 09:59:00,2025-06-16 10:00:00,True,True,True
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2025-09-15,2025-09-15 09:59:00,2025-09-15 10:00:00,True,True,True
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2025-12-15,2025-12-15 09:59:00,2025-12-15 10:00:00,True,True,True
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2026-03-16,2026-03-16 09:59:00,2026-03-16 10:00:00,True,True,True
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2011-03-17,2011-03-17 13:29:00,2011-03-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2011-06-16,2011-06-16 13:29:00,2011-06-16 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2011-09-15,2011-09-15 13:29:00,2011-09-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2011-12-15,2011-12-15 13:29:00,2011-12-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2012-03-15,2012-03-15 13:29:00,2012-03-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2012-06-14,2012-06-14 13:29:00,2012-06-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2012-09-20,2012-09-20 13:29:00,2012-09-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2012-12-20,2012-12-20 13:29:00,2012-12-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2013-03-14,2013-03-14 13:29:00,2013-03-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2013-06-20,2013-06-20 13:29:00,2013-06-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2013-09-19,2013-09-19 13:29:00,2013-09-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2013-12-19,2013-12-19 13:29:00,2013-12-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2014-03-20,2014-03-20 13:29:00,2014-03-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2014-06-19,2014-06-19 13:29:00,2014-06-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2014-09-18,2014-09-18 13:29:00,2014-09-18 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2014-12-18,2014-12-18 13:29:00,2014-12-18 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2015-03-19,2015-03-19 13:29:00,2015-03-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2015-06-18,2015-06-18 13:29:00,2015-06-18 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2015-09-17,2015-09-17 13:29:00,2015-09-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2015-12-17,2015-12-17 13:29:00,2015-12-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2016-03-17,2016-03-17 13:29:00,2016-03-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2016-06-16,2016-06-16 13:29:00,2016-06-16 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2016-09-15,2016-09-15 13:29:00,2016-09-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2016-12-15,2016-12-15 13:29:00,2016-12-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2017-03-16,2017-03-16 13:29:00,2017-03-16 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2017-06-15,2017-06-15 13:29:00,2017-06-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2017-09-14,2017-09-14 13:29:00,2017-09-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2017-12-14,2017-12-14 13:29:00,2017-12-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2018-03-15,2018-03-15 13:29:00,2018-03-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2018-06-14,2018-06-14 13:29:00,2018-06-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2018-09-20,2018-09-20 13:29:00,2018-09-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2018-12-20,2018-12-20 13:29:00,2018-12-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2019-03-14,2019-03-14 13:29:00,2019-03-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2019-06-20,2019-06-20 13:29:00,2019-06-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2019-09-19,2019-09-19 13:29:00,2019-09-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2019-12-19,2019-12-19 13:29:00,2019-12-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2020-03-19,2020-03-19 13:29:00,2020-03-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2020-06-18,2020-06-18 13:29:00,2020-06-18 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2020-09-17,2020-09-17 13:29:00,2020-09-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2020-12-17,2020-12-17 13:29:00,2020-12-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2021-03-18,2021-03-18 13:29:00,2021-03-18 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2021-06-17,2021-06-17 13:29:00,2021-06-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2021-09-16,2021-09-16 13:29:00,2021-09-16 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2021-12-16,2021-12-16 13:29:00,2021-12-16 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2022-03-17,2022-03-17 13:29:00,2022-03-17 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2022-06-16,2022-06-16 13:29:00,2022-06-16 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2022-09-15,2022-09-15 13:29:00,2022-09-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2022-12-15,2022-12-15 13:29:00,2022-12-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2023-03-16,2023-03-16 13:29:00,2023-03-16 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2023-06-15,2023-06-15 13:29:00,2023-06-15 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2023-09-14,2023-09-14 13:29:00,2023-09-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2023-12-14,2023-12-14 13:29:00,2023-12-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2024-03-14,2024-03-14 13:29:00,2024-03-14 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2024-06-20,2024-06-20 13:29:00,2024-06-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2024-09-19,2024-09-19 13:29:00,2024-09-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2024-12-19,2024-12-19 13:29:00,2024-12-19 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2025-03-20,2025-03-20 13:29:00,2025-03-20 13:30:00,True,True,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2025-06-19,2025-06-19 13:29:00,2025-06-19 13:30:00,False,False,False
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2025-09-18,2025-09-18 13:29:00,2025-09-18 13:30:00,True,True,True
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2025-12-18,2025-12-18 13:29:00,2025-12-18 13:30:00,True,True,True
thursday_prior_positioning_short_1330,thursday_prior_short,short,-1,2026-03-19,2026-03-19 13:29:00,2026-03-19 13:30:00,True,True,True
