campaign_id,variant_id,entry_time,flatten_time,bar_open_time_consumed,direction,flow_column,return_column,return_confirmation,flow_threshold,min_return_ticks,signals,years_365,signals_per_year,status
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.01,4,420,7.104723,59.115607,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.005,0,516,7.104723,72.627746,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.005,2,512,7.104723,72.06474,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.005,4,511,7.104723,71.923988,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.0075,0,483,7.104723,67.982948,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.0075,2,480,7.104723,67.560694,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.0075,4,479,7.104723,67.419942,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.01,0,455,7.104723,64.041908,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.01,2,452,7.104723,63.619653,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_sell_nq_down_extension_long_1100,11:00:00,12:31:00,10:59:00,long,nq_minus_mes_imbalance_30,nq_trade_orderflow_return_ticks_30,opposite_sign,0.01,4,451,7.104723,63.478902,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.005,0,992,7.104723,139.625434,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.005,2,989,7.104723,139.203179,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.005,4,982,7.104723,138.217919,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.0075,0,923,7.104723,129.913584,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.0075,2,920,7.104723,129.491329,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.0075,4,913,7.104723,128.506069,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.01,0,853,7.104723,120.060983,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.01,2,850,7.104723,119.638728,PASS
nq_mes_flow_price_extension_reversion,midday60_mes_two_sided_nq_extension_reversion_1200,12:00:00,14:00:00,11:59:00,both,mes_minus_nq_imbalance_60,nq_trade_orderflow_return_ticks_60,same_sign,0.01,4,843,7.104723,118.653468,PASS
