variant_id,rank_column,rank_min_threshold,window,window_start,window_end,sessions,signals,signals_per_year,density_pass
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.55,latest_252,2025-06-09,2026-06-12,252,252,252.0,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.6,full,2011-01-03,2026-06-12,3813,3686,243.6066089693155,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.6,limited_core,2011-02-22,2012-09-07,371,371,251.99999999999997,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.6,latest_252,2025-06-09,2026-06-12,252,252,252.0,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.5,full,2011-01-03,2026-06-12,3813,3686,243.6066089693155,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.5,limited_core,2011-02-22,2012-09-07,371,371,251.99999999999997,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.5,latest_252,2025-06-09,2026-06-12,252,252,252.0,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.55,full,2011-01-03,2026-06-12,3813,3686,243.6066089693155,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.55,limited_core,2011-02-22,2012-09-07,371,371,251.99999999999997,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.55,latest_252,2025-06-09,2026-06-12,252,252,252.0,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.6,full,2011-01-03,2026-06-12,3813,3382,223.51534225019668,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.6,limited_core,2011-02-22,2012-09-07,371,371,251.99999999999997,True
high_corporate_profit_margin_long_1200,corporate_profit_gdp_share_rank_80q,0.6,latest_252,2025-06-09,2026-06-12,252,252,252.0,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.5,full,2011-01-03,2026-06-12,3813,1785,117.97010228166798,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.5,limited_core,2011-02-22,2012-09-07,371,181,122.94339622641509,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.5,latest_252,2025-06-09,2026-06-12,252,154,154.0,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.55,full,2011-01-03,2026-06-12,3813,1537,101.57985837922895,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.55,limited_core,2011-02-22,2012-09-07,371,181,122.94339622641509,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.55,latest_252,2025-06-09,2026-06-12,252,154,154.0,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.6,full,2011-01-03,2026-06-12,3813,1419,93.78127458693942,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.6,limited_core,2011-02-22,2012-09-07,371,123,83.54716981132074,True
high_corporate_profit_qoq_growth_long_1330,corporate_profits_growth_1q_rank_80q,0.6,latest_252,2025-06-09,2026-06-12,252,154,154.0,True
