campaign_id,variant_id,setup_mode,flow_mode,start_time,end_time,min_morning_return_ticks,min_counterflow_imbalance,full_start,full_end,full_sessions,full_signal_sessions,full_signals_per_year,limited_start,limited_end,limited_sessions,limited_signal_sessions,limited_signals_per_year,latest_start,latest_end,latest_sessions,latest_signal_sessions,decision
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_down_extension_long_1130,down_extension_long,signed_volume,10:30:00,11:30:00,8,0.04,2011-01-03,2026-06-12,3813,1833,118.70625,2011-02-22,2012-09-07,371,171,110.740691,2025-06-09,2026-06-12,252,106,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_down_extension_long_1130,down_extension_long,signed_volume,10:30:00,11:30:00,12,0.0,2011-01-03,2026-06-12,3813,1932,125.117553,2011-02-22,2012-09-07,371,164,106.207447,2025-06-09,2026-06-12,252,125,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_down_extension_long_1130,down_extension_long,signed_volume,10:30:00,11:30:00,12,0.02,2011-01-03,2026-06-12,3813,1885,122.073803,2011-02-22,2012-09-07,371,159,102.969415,2025-06-09,2026-06-12,252,118,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_down_extension_long_1130,down_extension_long,signed_volume,10:30:00,11:30:00,12,0.04,2011-01-03,2026-06-12,3813,1769,114.561569,2011-02-22,2012-09-07,371,154,99.731383,2025-06-09,2026-06-12,252,106,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_down_extension_long_1130,down_extension_long,signed_volume,10:30:00,11:30:00,16,0.0,2011-01-03,2026-06-12,3813,1861,120.519548,2011-02-22,2012-09-07,371,155,100.378989,2025-06-09,2026-06-12,252,124,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_down_extension_long_1130,down_extension_long,signed_volume,10:30:00,11:30:00,16,0.02,2011-01-03,2026-06-12,3813,1817,117.67008,2011-02-22,2012-09-07,371,151,97.788564,2025-06-09,2026-06-12,252,118,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_down_extension_long_1130,down_extension_long,signed_volume,10:30:00,11:30:00,16,0.04,2011-01-03,2026-06-12,3813,1710,110.740691,2011-02-22,2012-09-07,371,146,94.550532,2025-06-09,2026-06-12,252,106,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,8,0.0,2011-01-03,2026-06-12,3813,2225,144.09242,2011-02-22,2012-09-07,371,212,137.292553,2025-06-09,2026-06-12,252,159,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,8,0.02,2011-01-03,2026-06-12,3813,2183,141.372473,2011-02-22,2012-09-07,371,208,134.702128,2025-06-09,2026-06-12,252,156,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,8,0.04,2011-01-03,2026-06-12,3813,2103,136.191622,2011-02-22,2012-09-07,371,199,128.87367,2025-06-09,2026-06-12,252,142,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,12,0.0,2011-01-03,2026-06-12,3813,2165,140.206782,2011-02-22,2012-09-07,371,199,128.87367,2025-06-09,2026-06-12,252,159,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,12,0.02,2011-01-03,2026-06-12,3813,2130,137.94016,2011-02-22,2012-09-07,371,195,126.283245,2025-06-09,2026-06-12,252,156,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,12,0.04,2011-01-03,2026-06-12,3813,2050,132.759309,2011-02-22,2012-09-07,371,187,121.102394,2025-06-09,2026-06-12,252,141,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,16,0.0,2011-01-03,2026-06-12,3813,2104,136.256383,2011-02-22,2012-09-07,371,183,118.511968,2025-06-09,2026-06-12,252,159,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,16,0.02,2011-01-03,2026-06-12,3813,2070,134.054521,2011-02-22,2012-09-07,371,179,115.921543,2025-06-09,2026-06-12,252,156,PASS
nq_morning_trend_lunch_reversal_orderflow,late_morning_signed_up_extension_short_1130,up_extension_short,signed_volume,10:30:00,11:30:00,16,0.04,2011-01-03,2026-06-12,3813,1993,129.067952,2011-02-22,2012-09-07,371,171,110.740691,2025-06-09,2026-06-12,252,141,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,8,0.0,2011-01-03,2026-06-12,3813,3717,240.715293,2011-02-22,2012-09-07,371,365,236.37633,2025-06-09,2026-06-12,252,250,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,8,0.02,2011-01-03,2026-06-12,3813,3702,239.743883,2011-02-22,2012-09-07,371,365,236.37633,2025-06-09,2026-06-12,252,250,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,8,0.04,2011-01-03,2026-06-12,3813,3693,239.161037,2011-02-22,2012-09-07,371,363,235.081117,2025-06-09,2026-06-12,252,248,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,12,0.0,2011-01-03,2026-06-12,3813,3662,237.153457,2011-02-22,2012-09-07,371,354,229.25266,2025-06-09,2026-06-12,252,249,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,12,0.02,2011-01-03,2026-06-12,3813,3647,236.182048,2011-02-22,2012-09-07,371,354,229.25266,2025-06-09,2026-06-12,252,249,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,12,0.04,2011-01-03,2026-06-12,3813,3636,235.469681,2011-02-22,2012-09-07,371,352,227.957447,2025-06-09,2026-06-12,252,247,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,16,0.0,2011-01-03,2026-06-12,3813,3596,232.879255,2011-02-22,2012-09-07,371,346,224.071809,2025-06-09,2026-06-12,252,249,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,16,0.02,2011-01-03,2026-06-12,3813,3580,231.843085,2011-02-22,2012-09-07,371,346,224.071809,2025-06-09,2026-06-12,252,249,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_large10_two_sided_reversal_1300,two_sided_reversal,large10,11:30:00,13:00:00,16,0.04,2011-01-03,2026-06-12,3813,3567,231.001197,2011-02-22,2012-09-07,371,344,222.776596,2025-06-09,2026-06-12,252,247,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,8,0.0,2011-01-03,2026-06-12,3813,3754,243.111436,2011-02-22,2012-09-07,371,360,233.138298,2025-06-09,2026-06-12,252,252,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,8,0.02,2011-01-03,2026-06-12,3813,3737,242.010505,2011-02-22,2012-09-07,371,358,231.843085,2025-06-09,2026-06-12,252,251,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,8,0.04,2011-01-03,2026-06-12,3813,3661,237.088697,2011-02-22,2012-09-07,371,357,231.195479,2025-06-09,2026-06-12,252,238,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,12,0.0,2011-01-03,2026-06-12,3813,3686,238.707713,2011-02-22,2012-09-07,371,348,225.367021,2025-06-09,2026-06-12,252,252,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,12,0.02,2011-01-03,2026-06-12,3813,3663,237.218218,2011-02-22,2012-09-07,371,343,222.128989,2025-06-09,2026-06-12,252,251,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,12,0.04,2011-01-03,2026-06-12,3813,3585,232.166888,2011-02-22,2012-09-07,371,341,220.833777,2025-06-09,2026-06-12,252,238,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,16,0.0,2011-01-03,2026-06-12,3813,3618,234.303989,2011-02-22,2012-09-07,371,337,218.243351,2025-06-09,2026-06-12,252,252,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,16,0.02,2011-01-03,2026-06-12,3813,3598,233.008777,2011-02-22,2012-09-07,371,334,216.300532,2025-06-09,2026-06-12,252,251,PASS
nq_morning_trend_lunch_reversal_orderflow,lunch_signed_two_sided_reversal_1230,two_sided_reversal,signed_volume,11:30:00,12:30:00,16,0.04,2011-01-03,2026-06-12,3813,3511,227.374601,2011-02-22,2012-09-07,371,332,215.005319,2025-06-09,2026-06-12,252,238,PASS
