campaign_id,variant_id,setup_mode,flow_mode,start_time,end_time,allow_long,allow_short,min_range_ticks,min_orderflow_imbalance,full_start,full_end,full_sessions,full_signal_sessions,full_signals_per_year,limited_start,limited_end,limited_sessions,limited_signal_sessions,limited_signals_per_year,latest_start,latest_end,latest_sessions,latest_signal_sessions,decision
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,4.0,0.02,2011-01-03,2026-06-12,3813,2337,151.372451,2011-02-22,2012-09-07,371,262,169.974245,2025-06-09,2026-06-12,252,118,PASS
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,4.0,0.04,2011-01-03,2026-06-12,3813,2322,150.400869,2011-02-22,2012-09-07,371,260,168.676732,2025-06-09,2026-06-12,252,118,PASS
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,8.0,0.0,2011-01-03,2026-06-12,3813,2361,152.926982,2011-02-22,2012-09-07,371,259,168.027975,2025-06-09,2026-06-12,252,120,PASS
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,8.0,0.02,2011-01-03,2026-06-12,3813,2321,150.336097,2011-02-22,2012-09-07,371,257,166.730462,2025-06-09,2026-06-12,252,118,PASS
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,8.0,0.04,2011-01-03,2026-06-12,3813,2306,149.364515,2011-02-22,2012-09-07,371,255,165.432948,2025-06-09,2026-06-12,252,118,PASS
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,12.0,0.0,2011-01-03,2026-06-12,3813,2222,143.923657,2011-02-22,2012-09-07,371,213,138.185169,2025-06-09,2026-06-12,252,120,PASS
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,12.0,0.02,2011-01-03,2026-06-12,3813,2186,141.59186,2011-02-22,2012-09-07,371,212,137.536412,2025-06-09,2026-06-12,252,118,PASS
nq_wide_range_orderflow_continuation,afternoon_large20_range_expansion_short,afternoon_large20_range_expansion_short,large20,13:00:00,15:15:00,False,True,12.0,0.04,2011-01-03,2026-06-12,3813,2171,140.620278,2011-02-22,2012-09-07,371,210,136.238899,2025-06-09,2026-06-12,252,118,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,4.0,0.0,2011-01-03,2026-06-12,3813,3414,221.132027,2011-02-22,2012-09-07,371,336,217.982238,2025-06-09,2026-06-12,252,227,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,4.0,0.02,2011-01-03,2026-06-12,3813,3379,218.865003,2011-02-22,2012-09-07,371,335,217.333481,2025-06-09,2026-06-12,252,225,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,4.0,0.04,2011-01-03,2026-06-12,3813,3360,217.634332,2011-02-22,2012-09-07,371,331,214.738455,2025-06-09,2026-06-12,252,224,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,8.0,0.0,2011-01-03,2026-06-12,3813,3406,220.61385,2011-02-22,2012-09-07,371,334,216.684725,2025-06-09,2026-06-12,252,227,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,8.0,0.02,2011-01-03,2026-06-12,3813,3370,218.282054,2011-02-22,2012-09-07,371,333,216.035968,2025-06-09,2026-06-12,252,225,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,8.0,0.04,2011-01-03,2026-06-12,3813,3351,217.051383,2011-02-22,2012-09-07,371,329,213.440941,2025-06-09,2026-06-12,252,224,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,12.0,0.0,2011-01-03,2026-06-12,3813,3294,213.359372,2011-02-22,2012-09-07,371,301,195.275755,2025-06-09,2026-06-12,252,227,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,12.0,0.02,2011-01-03,2026-06-12,3813,3256,210.898032,2011-02-22,2012-09-07,371,299,193.978242,2025-06-09,2026-06-12,252,225,PASS
nq_wide_range_orderflow_continuation,midday_large10_range_expansion_twosided,midday_large10_range_expansion_twosided,large10,11:00:00,14:00:00,True,True,12.0,0.04,2011-01-03,2026-06-12,3813,3236,209.602589,2011-02-22,2012-09-07,371,297,192.680728,2025-06-09,2026-06-12,252,224,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,4.0,0.0,2011-01-03,2026-06-12,3813,3494,226.313797,2011-02-22,2012-09-07,371,323,209.548401,2025-06-09,2026-06-12,252,236,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,4.0,0.02,2011-01-03,2026-06-12,3813,3354,217.2457,2011-02-22,2012-09-07,371,312,202.412078,2025-06-09,2026-06-12,252,223,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,4.0,0.04,2011-01-03,2026-06-12,3813,3090,200.145859,2011-02-22,2012-09-07,371,294,190.734458,2025-06-09,2026-06-12,252,192,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,8.0,0.0,2011-01-03,2026-06-12,3813,3493,226.249025,2011-02-22,2012-09-07,371,323,209.548401,2025-06-09,2026-06-12,252,236,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,8.0,0.02,2011-01-03,2026-06-12,3813,3353,217.180927,2011-02-22,2012-09-07,371,312,202.412078,2025-06-09,2026-06-12,252,223,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,8.0,0.04,2011-01-03,2026-06-12,3813,3089,200.081087,2011-02-22,2012-09-07,371,294,190.734458,2025-06-09,2026-06-12,252,192,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,12.0,0.0,2011-01-03,2026-06-12,3813,3485,225.730848,2011-02-22,2012-09-07,371,319,206.953375,2025-06-09,2026-06-12,252,236,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,12.0,0.02,2011-01-03,2026-06-12,3813,3343,216.533206,2011-02-22,2012-09-07,371,308,199.817052,2025-06-09,2026-06-12,252,223,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_long,morning_signed_range_expansion_long,signed_volume,09:35:00,11:30:00,True,False,12.0,0.04,2011-01-03,2026-06-12,3813,3079,199.433366,2011-02-22,2012-09-07,371,290,188.139432,2025-06-09,2026-06-12,252,192,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,4.0,0.0,2011-01-03,2026-06-12,3813,3368,218.152509,2011-02-22,2012-09-07,371,314,203.709591,2025-06-09,2026-06-12,252,233,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,4.0,0.02,2011-01-03,2026-06-12,3813,3232,209.343501,2011-02-22,2012-09-07,371,299,193.978242,2025-06-09,2026-06-12,252,221,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,4.0,0.04,2011-01-03,2026-06-12,3813,2975,192.697065,2011-02-22,2012-09-07,371,285,184.895648,2025-06-09,2026-06-12,252,196,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,8.0,0.0,2011-01-03,2026-06-12,3813,3368,218.152509,2011-02-22,2012-09-07,371,314,203.709591,2025-06-09,2026-06-12,252,233,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,8.0,0.02,2011-01-03,2026-06-12,3813,3232,209.343501,2011-02-22,2012-09-07,371,299,193.978242,2025-06-09,2026-06-12,252,221,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,8.0,0.04,2011-01-03,2026-06-12,3813,2975,192.697065,2011-02-22,2012-09-07,371,285,184.895648,2025-06-09,2026-06-12,252,196,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,12.0,0.0,2011-01-03,2026-06-12,3813,3362,217.763877,2011-02-22,2012-09-07,371,312,202.412078,2025-06-09,2026-06-12,252,233,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,12.0,0.02,2011-01-03,2026-06-12,3813,3226,208.954868,2011-02-22,2012-09-07,371,297,192.680728,2025-06-09,2026-06-12,252,221,PASS
nq_wide_range_orderflow_continuation,morning_signed_range_expansion_short,morning_signed_range_expansion_short,signed_volume,09:35:00,11:30:00,False,True,12.0,0.04,2011-01-03,2026-06-12,3813,2967,192.178888,2011-02-22,2012-09-07,371,282,182.949378,2025-06-09,2026-06-12,252,196,PASS
