edge_id,variant_id,reference_side,direction,signal_start,signal_end,min_close_above_prev_high_ticks,max_close_above_prev_high_ticks,min_negative_hour_ticks,min_hour_delta,full_start_date,full_end_date,full_signals,full_signals_per_year,limited_start_date,limited_end_date,limited_signals,limited_signals_per_year,latest_252_start_date,latest_252_end_date,latest_252_signals,density_gate_pass
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,0,32,1,250,2011-01-03,2026-06-12,70,4.534048590175563,2011-02-22,2012-09-07,15,9.731349911190053,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,0,32,1,750,2011-01-03,2026-06-12,28,1.8136194360702251,2011-02-22,2012-09-07,8,5.190053285968029,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,1,32,1,0,2011-01-03,2026-06-12,102,6.606756517112963,2011-02-22,2012-09-07,17,11.02886323268206,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,1,32,1,250,2011-01-03,2026-06-12,61,3.951099485724419,2011-02-22,2012-09-07,13,8.433836589698046,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,1,32,1,750,2011-01-03,2026-06-12,27,1.7488473133534315,2011-02-22,2012-09-07,8,5.190053285968029,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,2,32,1,0,2011-01-03,2026-06-12,101,6.541984394396169,2011-02-22,2012-09-07,17,11.02886323268206,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,2,32,1,250,2011-01-03,2026-06-12,60,3.8863273630076254,2011-02-22,2012-09-07,13,8.433836589698046,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdh_buy_exhaustion_short,pdh,short,10:30:00,15:30:00,2,32,1,750,2011-01-03,2026-06-12,25,1.619303067919844,2011-02-22,2012-09-07,8,5.190053285968029,2025-06-09,2026-06-12,0,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,0,32,1,0,2011-01-03,2026-06-12,72,4.66359283560915,2011-02-22,2012-09-07,12,7.785079928952042,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,0,32,1,250,2011-01-03,2026-06-12,50,3.238606135839688,2011-02-22,2012-09-07,7,4.541296625222024,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,0,32,1,750,2011-01-03,2026-06-12,24,1.55453094520305,2011-02-22,2012-09-07,5,3.2437833037300177,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,1,32,1,0,2011-01-03,2026-06-12,72,4.66359283560915,2011-02-22,2012-09-07,12,7.785079928952042,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,1,32,1,250,2011-01-03,2026-06-12,50,3.238606135839688,2011-02-22,2012-09-07,7,4.541296625222024,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,1,32,1,750,2011-01-03,2026-06-12,24,1.55453094520305,2011-02-22,2012-09-07,5,3.2437833037300177,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,2,32,1,0,2011-01-03,2026-06-12,70,4.534048590175563,2011-02-22,2012-09-07,10,6.487566607460035,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,2,32,1,250,2011-01-03,2026-06-12,48,3.1090618904061,2011-02-22,2012-09-07,5,3.2437833037300177,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,pdl_sell_absorption_long,pdl,long,10:30:00,15:30:00,2,32,1,750,2011-01-03,2026-06-12,23,1.4897588224862564,2011-02-22,2012-09-07,4,2.5950266429840143,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,0,32,1,0,2011-01-03,2026-06-12,72,4.66359283560915,2011-02-22,2012-09-07,12,7.785079928952042,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,0,32,1,250,2011-01-03,2026-06-12,50,3.238606135839688,2011-02-22,2012-09-07,7,4.541296625222024,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,0,32,1,750,2011-01-03,2026-06-12,24,1.55453094520305,2011-02-22,2012-09-07,5,3.2437833037300177,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,1,32,1,0,2011-01-03,2026-06-12,72,4.66359283560915,2011-02-22,2012-09-07,12,7.785079928952042,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,1,32,1,250,2011-01-03,2026-06-12,50,3.238606135839688,2011-02-22,2012-09-07,7,4.541296625222024,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,1,32,1,750,2011-01-03,2026-06-12,24,1.55453094520305,2011-02-22,2012-09-07,5,3.2437833037300177,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,2,32,1,0,2011-01-03,2026-06-12,70,4.534048590175563,2011-02-22,2012-09-07,10,6.487566607460035,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,2,32,1,250,2011-01-03,2026-06-12,48,3.1090618904061,2011-02-22,2012-09-07,5,3.2437833037300177,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,pdl_sell_pressure_short,pdl,short,10:30:00,15:30:00,2,32,1,750,2011-01-03,2026-06-12,23,1.4897588224862564,2011-02-22,2012-09-07,4,2.5950266429840143,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,0,32,1,0,2011-01-03,2026-06-12,158,10.233995389253414,2011-02-22,2012-09-07,25,16.218916518650087,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,0,32,1,250,2011-01-03,2026-06-12,106,6.865845007980138,2011-02-22,2012-09-07,18,11.677619893428064,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,0,32,1,750,2011-01-03,2026-06-12,46,2.9795176449725127,2011-02-22,2012-09-07,12,7.785079928952042,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,1,32,1,0,2011-01-03,2026-06-12,151,9.780590530235857,2011-02-22,2012-09-07,25,16.218916518650087,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,1,32,1,250,2011-01-03,2026-06-12,99,6.412440148962582,2011-02-22,2012-09-07,18,11.677619893428064,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,1,32,1,750,2011-01-03,2026-06-12,45,2.914745522255719,2011-02-22,2012-09-07,12,7.785079928952042,2025-06-09,2026-06-12,1,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,2,32,1,0,2011-01-03,2026-06-12,149,9.65104628480227,2011-02-22,2012-09-07,23,14.921403197158082,2025-06-09,2026-06-12,3,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,2,32,1,250,2011-01-03,2026-06-12,97,6.282895903528995,2011-02-22,2012-09-07,16,10.380106571936057,2025-06-09,2026-06-12,2,False
nq_prior_level_delta_dislocation,two_sided_auto_level_fade,both,auto,10:30:00,14:30:00,2,32,1,750,2011-01-03,2026-06-12,43,2.7852012768221313,2011-02-22,2012-09-07,11,7.136323268206039,2025-06-09,2026-06-12,1,False
