variant_id,entry_time,volatility_gate_column,flow_mode,confirmation_mode,min_abs_return_ticks,share_rank_min,min_orderflow_imbalance,signals,signals_per_year,long_signals,short_signals,first_signal_date,last_signal_date
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.35,0.0,123,17.31910177332305,55,68,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.35,0.02,115,16.192656129529684,50,65,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.35,0.04,112,15.77023901310717,50,62,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.45,0.0,112,15.77023901310717,48,64,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.45,0.02,105,14.784599074787971,44,61,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.45,0.04,103,14.50298766383963,44,59,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.55,0.0,98,13.798959136468774,45,53,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.55,0.02,91,12.813319198149575,41,50,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,8,0.55,0.04,89,12.531707787201233,41,48,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.35,0.0,122,17.17829606784888,54,68,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.35,0.02,114,16.051850424055512,49,65,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.35,0.04,111,15.629433307632999,49,62,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.45,0.0,111,15.629433307632999,47,64,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.45,0.02,104,14.6437933693138,43,61,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.45,0.04,102,14.362181958365458,43,59,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.55,0.0,97,13.658153430994602,44,53,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.55,0.02,90,12.672513492675405,40,50,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,12,0.55,0.04,88,12.390902081727061,40,48,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.35,0.0,121,17.03749036237471,54,67,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.35,0.02,113,15.91104471858134,49,64,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.35,0.04,110,15.488627602158827,49,61,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.45,0.0,110,15.488627602158827,47,63,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.45,0.02,103,14.50298766383963,43,60,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.45,0.04,101,14.221376252891288,43,58,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.55,0.0,96,13.51734772552043,44,52,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.55,0.02,89,12.531707787201233,40,49,2019-08-15,2026-06-08
absret5_1030_large20_vwap_pressure_reversal,10:30:00,absret5_rank_252,large20_imbalance,vwap_pressure,16,0.55,0.04,87,12.250096376252891,40,47,2019-08-15,2026-06-08
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.35,0.0,226,31.82208943716268,104,122,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.35,0.02,30,4.224171164225135,17,13,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.35,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.45,0.0,207,29.14678103315343,94,113,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.45,0.02,28,3.9425597532767926,15,13,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.45,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.55,0.0,184,25.908249807247493,86,98,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.55,0.02,27,3.8017540478026213,15,12,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,8,0.55,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.35,0.0,221,31.118060909791826,100,121,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.35,0.02,30,4.224171164225135,17,13,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.35,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.45,0.0,202,28.442752505782575,90,112,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.45,0.02,28,3.9425597532767926,15,13,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.45,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.55,0.0,181,25.485832690824978,84,97,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.55,0.02,27,3.8017540478026213,15,12,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,12,0.55,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.35,0.0,220,30.977255204317654,100,120,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.35,0.02,30,4.224171164225135,17,13,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.35,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.45,0.0,201,28.301946800308404,90,111,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.45,0.02,28,3.9425597532767926,15,13,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.45,0.04,0,0.0,0,0,,
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.55,0.0,180,25.34502698535081,84,96,2019-08-05,2026-05-21
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.55,0.02,27,3.8017540478026213,15,12,2019-08-05,2026-05-20
range10_1030_signed_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,16,0.55,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.35,0.0,220,30.977255204317654,101,119,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.35,0.02,29,4.083365458750964,16,13,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.35,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.45,0.0,201,28.301946800308404,91,110,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.45,0.02,27,3.8017540478026213,14,13,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.45,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.55,0.0,179,25.204221279876638,83,96,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.55,0.02,26,3.66094834232845,14,12,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,8,0.55,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.35,0.0,215,30.2732266769468,97,118,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.35,0.02,29,4.083365458750964,16,13,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.35,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.45,0.0,196,27.597918272937548,87,109,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.45,0.02,27,3.8017540478026213,14,13,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.45,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.55,0.0,176,24.781804163454122,81,95,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.55,0.02,26,3.66094834232845,14,12,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,12,0.55,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.35,0.0,214,30.132420971472627,97,117,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.35,0.02,29,4.083365458750964,16,13,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.35,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.45,0.0,195,27.457112567463376,87,108,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.45,0.02,27,3.8017540478026213,14,13,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.45,0.04,0,0.0,0,0,,
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.55,0.0,175,24.640998457979954,81,94,2019-08-05,2026-05-21
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.55,0.02,26,3.66094834232845,14,12,2019-08-05,2026-05-20
downside20_1030_signed_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,16,0.55,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.35,0.0,87,12.250096376252891,50,37,2019-09-23,2026-06-01
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.35,0.02,5,0.7040285273708558,3,2,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.35,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.45,0.0,74,10.419622205088666,42,32,2019-09-23,2026-05-19
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.45,0.02,5,0.7040285273708558,3,2,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.45,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.55,0.0,60,8.44834232845027,31,29,2019-09-24,2026-05-19
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.55,0.02,4,0.5632228218966846,2,2,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,8,0.55,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.35,0.0,84,11.827679259830377,50,34,2019-09-23,2026-06-01
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.35,0.02,4,0.5632228218966846,3,1,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.35,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.45,0.0,71,9.997205088666153,42,29,2019-09-23,2026-05-19
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.45,0.02,4,0.5632228218966846,3,1,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.45,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.55,0.0,57,8.025925212027756,31,26,2019-09-24,2026-05-19
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.55,0.02,3,0.42241711642251345,2,1,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,12,0.55,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.35,0.0,82,11.546067848882036,49,33,2019-09-23,2026-06-01
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.35,0.02,4,0.5632228218966846,3,1,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.35,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.45,0.0,69,9.71559367771781,41,28,2019-09-23,2026-05-19
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.45,0.02,4,0.5632228218966846,3,1,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.45,0.04,0,0.0,0,0,,
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.55,0.0,55,7.7443138010794135,30,25,2019-09-24,2026-05-19
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.55,0.02,3,0.42241711642251345,2,1,2020-04-28,2025-05-20
absret5_1200_signed_absorption_reversal,12:00:00,absret5_rank_252,signed_imbalance,absorption_reversal_bar,16,0.55,0.04,0,0.0,0,0,,
