setup,macro,threshold,entry_time,flow_column,ret_bps,flow_threshold,all_windows_ge_50,min_window_tpy,full_tpy,full_count,limited_10pct_tpy,limited_10pct_count,wfa90_tpy,wfa90_count,latest1y_tpy,latest1y_count
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,1,0,True,54.04,60.72,937,84.19,130,60.49,840,54.04,54
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,2,0,True,54.04,59.36,916,82.25,127,58.98,819,54.04,54
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,0,50,True,52.04,61.44,948,87.43,135,61.36,852,52.04,52
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,0,100,True,52.04,60.98,941,86.78,134,60.92,846,52.04,52
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,1,50,True,52.04,60.08,927,84.19,130,59.91,832,52.04,52
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,1,100,True,52.04,59.62,920,83.54,129,59.48,826,52.04,52
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,2,50,True,52.04,58.71,906,82.25,127,58.4,811,52.04,52
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large10_signed_volume,2,100,True,52.04,58.26,899,81.6,126,57.97,805,52.04,52
core_pressure,core_vs_headline_rank_120m,0.4,11:00:00,large10_signed_volume,0,0,True,50.03,58.39,901,87.43,135,58.11,807,50.03,50
core_pressure,core_vs_headline_rank_120m,0.4,11:00:00,large10_signed_volume,1,0,True,50.03,57.03,880,84.19,130,56.67,787,50.03,50
core_pressure,core_vs_headline_rank_120m,0.4,11:00:00,large10_signed_volume,2,0,True,50.03,55.73,860,82.25,127,55.23,767,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large20_signed_volume,0,0,True,51.03,60.27,930,84.19,130,60.13,835,51.03,51
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large20_signed_volume,0,50,True,51.03,59.75,922,83.54,129,59.55,827,51.03,51
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large20_signed_volume,1,0,True,51.03,58.84,908,81.6,126,58.62,814,51.03,51
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large20_signed_volume,1,50,True,51.03,58.33,900,80.95,125,58.04,806,51.03,51
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large20_signed_volume,2,0,True,51.03,57.55,888,79.66,123,57.18,794,51.03,51
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,large20_signed_volume,2,50,True,51.03,57.03,880,79.01,122,56.6,786,51.03,51
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,signed_volume,0,0,True,67.05,70.9,1094,95.85,148,70.86,984,67.05,67
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,signed_volume,1,0,True,67.05,69.47,1072,93.26,144,69.35,963,67.05,67
core_pressure,core_vs_headline_rank_120m,0.35,11:00:00,signed_volume,2,0,True,67.05,68.18,1052,91.31,141,67.91,943,67.05,67
core_pressure,core_vs_headline_rank_120m,0.4,11:00:00,signed_volume,0,0,True,62.04,66.36,1024,95.85,148,66.18,919,62.04,62
core_pressure,core_vs_headline_rank_120m,0.4,11:00:00,signed_volume,1,0,True,62.04,65.0,1003,93.26,144,64.74,899,62.04,62
core_pressure,core_vs_headline_rank_120m,0.4,11:00:00,signed_volume,2,0,True,62.04,63.77,984,91.31,141,63.37,880,62.04,62
core_pressure,core_vs_headline_rank_120m,0.45,11:00:00,signed_volume,0,0,True,54.04,61.57,950,90.02,139,62.72,871,54.04,54
core_pressure,core_vs_headline_rank_120m,0.45,11:00:00,signed_volume,1,0,True,54.04,60.27,930,87.43,135,61.28,851,54.04,54
core_pressure,core_vs_headline_rank_120m,0.45,11:00:00,signed_volume,2,0,True,54.04,59.04,911,85.48,132,59.91,832,54.04,54
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large10_signed_volume,0,0,True,50.03,57.87,893,82.25,127,57.83,803,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large10_signed_volume,0,50,True,50.03,57.42,886,82.25,127,57.32,796,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large10_signed_volume,1,0,True,50.03,56.77,876,79.01,122,56.6,786,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large10_signed_volume,1,50,True,50.03,56.38,870,79.01,122,56.17,780,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large10_signed_volume,2,0,True,50.03,55.6,858,75.77,117,55.31,768,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large10_signed_volume,2,50,True,50.03,55.22,852,75.77,117,54.87,762,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,0,0,True,56.89,57.87,893,80.95,125,56.89,790,63.04,63
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,0,50,True,56.46,57.03,880,80.95,125,56.46,784,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,1,0,True,55.74,56.84,877,77.71,120,55.74,774,63.04,63
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,1,50,True,55.31,55.99,864,77.71,120,55.31,768,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,0,100,True,55.04,56.64,874,80.95,125,56.31,782,55.04,55
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,1,100,True,55.04,55.6,858,77.71,120,55.16,766,55.04,55
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,2,0,True,54.51,55.67,859,75.77,117,54.51,757,62.04,62
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,2,50,True,54.08,54.89,847,75.77,117,54.08,751,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,large20_signed_volume,2,100,True,53.94,54.5,841,75.77,117,53.94,749,55.04,55
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,0,0,True,53.15,54.11,835,80.95,125,53.15,738,57.04,57
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,1,0,True,52.07,53.14,820,77.71,120,52.07,723,57.04,57
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,0,50,True,52.04,53.34,823,80.95,125,52.71,732,52.04,52
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,1,50,True,51.63,52.36,808,77.71,120,51.63,717,52.04,52
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,2,0,True,50.84,51.97,802,75.77,117,50.84,706,56.04,56
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,2,50,True,50.41,51.26,791,75.77,117,50.41,700,52.04,52
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,0,100,True,50.03,52.95,817,80.95,125,52.57,730,50.03,50
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,1,100,True,50.03,51.97,802,77.71,120,51.49,715,50.03,50
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,large20_signed_volume,2,100,True,50.03,50.87,785,75.77,117,50.27,698,50.03,50
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,signed_volume,0,0,True,66.9,67.33,1039,88.72,137,66.9,929,71.05,71
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,signed_volume,1,0,True,65.53,66.04,1019,85.48,132,65.53,910,70.05,70
core_pressure,core_vs_headline_rank_120m,0.35,12:00:00,signed_volume,2,0,True,64.16,64.74,999,82.25,127,64.16,891,69.05,69
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,signed_volume,0,0,True,62.0,62.41,963,88.72,137,62.0,861,63.04,63
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,signed_volume,1,0,True,60.85,61.31,946,85.48,132,60.85,845,62.04,62
core_pressure,core_vs_headline_rank_120m,0.4,12:00:00,signed_volume,2,0,True,59.48,60.01,926,82.25,127,59.48,826,61.04,61
core_pressure,core_vs_headline_rank_120m,0.45,12:00:00,signed_volume,0,0,True,54.04,57.87,893,83.54,129,58.76,816,54.04,54
core_pressure,core_vs_headline_rank_120m,0.45,12:00:00,signed_volume,1,0,True,53.04,56.9,878,80.3,124,57.75,802,53.04,53
core_pressure,core_vs_headline_rank_120m,0.45,12:00:00,signed_volume,2,0,True,52.04,55.67,859,77.07,119,56.46,784,52.04,52
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,0,0,True,55.67,56.38,870,76.42,118,55.67,773,59.04,59
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,0,50,True,55.09,55.86,862,76.42,118,55.09,765,59.04,59
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,0,100,True,54.87,55.47,856,75.77,117,54.87,762,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,1,0,True,54.01,54.83,846,74.47,115,54.01,750,58.04,58
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,1,50,True,53.43,54.31,838,74.47,115,53.43,742,58.04,58
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,1,100,True,53.22,53.98,833,73.83,114,53.22,739,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,2,0,True,52.93,53.72,829,72.53,112,52.93,735,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,2,50,True,52.43,53.27,822,72.53,112,52.43,728,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,large20_signed_volume,2,100,True,52.21,52.95,817,71.88,111,52.21,725,56.04,56
core_pressure,core_vs_headline_rank_120m,0.4,13:30:00,large20_signed_volume,0,0,True,51.2,52.1,804,76.42,118,51.2,711,55.04,55
core_pressure,core_vs_headline_rank_120m,0.4,13:30:00,large20_signed_volume,0,50,True,50.63,51.59,796,76.42,118,50.63,703,55.04,55
core_pressure,core_vs_headline_rank_120m,0.4,13:30:00,large20_signed_volume,0,100,True,50.41,51.2,790,75.77,117,50.41,700,53.04,53
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,signed_volume,0,0,True,65.04,66.49,1026,80.95,125,66.18,919,65.04,65
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,signed_volume,1,0,True,64.04,64.68,998,79.01,122,64.31,893,64.04,64
core_pressure,core_vs_headline_rank_120m,0.35,13:30:00,signed_volume,2,0,True,63.04,63.58,981,77.71,120,63.23,878,63.04,63
core_pressure,core_vs_headline_rank_120m,0.4,13:30:00,signed_volume,0,0,True,58.04,60.98,941,80.95,125,60.56,841,58.04,58
core_pressure,core_vs_headline_rank_120m,0.4,13:30:00,signed_volume,1,0,True,57.04,59.56,919,79.01,122,59.12,821,57.04,57
core_pressure,core_vs_headline_rank_120m,0.4,13:30:00,signed_volume,2,0,True,56.04,58.52,903,77.71,120,58.11,807,56.04,56
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,0,0,True,55.38,55.8,861,73.18,113,55.38,769,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,0,50,True,55.09,55.54,857,73.18,113,55.09,765,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,0,100,True,54.8,55.22,852,72.53,112,54.8,761,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,1,0,True,54.15,54.7,844,71.24,110,54.15,752,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,1,50,True,53.87,54.44,840,71.24,110,53.87,748,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,1,100,True,53.58,54.11,835,70.59,109,53.58,744,57.04,57
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,2,0,True,53.29,53.85,831,70.59,109,53.29,740,56.04,56
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,2,50,True,53.0,53.6,827,70.59,109,53.0,736,56.04,56
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,large20_signed_volume,2,100,True,52.71,53.27,822,69.94,108,52.71,732,56.04,56
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,large20_signed_volume,0,0,True,51.35,51.91,801,73.18,113,51.35,713,53.04,53
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,large20_signed_volume,0,50,True,51.13,51.72,798,73.18,113,51.13,710,53.04,53
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,large20_signed_volume,0,100,True,50.84,51.39,793,72.53,112,50.84,706,53.04,53
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,large20_signed_volume,1,0,True,50.27,50.94,786,71.24,110,50.27,698,53.04,53
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,large20_signed_volume,1,50,True,50.05,50.74,783,71.24,110,50.05,695,53.04,53
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,signed_volume,0,0,True,66.18,66.56,1027,84.84,131,66.18,919,68.05,68
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,signed_volume,1,0,True,65.03,65.52,1011,82.25,127,65.03,903,68.05,68
core_pressure,core_vs_headline_rank_120m,0.35,14:30:00,signed_volume,2,0,True,63.52,64.16,990,80.95,125,63.52,882,68.05,68
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,signed_volume,0,0,True,61.04,61.7,952,84.84,131,61.28,851,61.04,61
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,signed_volume,1,0,True,60.35,60.85,939,82.25,127,60.35,838,61.04,61
core_pressure,core_vs_headline_rank_120m,0.4,14:30:00,signed_volume,2,0,True,58.83,59.49,918,80.95,125,58.83,817,61.04,61
core_pressure,core_vs_headline_rank_120m,0.45,14:30:00,signed_volume,0,0,True,52.04,56.64,874,80.3,124,57.18,794,52.04,52
core_pressure,core_vs_headline_rank_120m,0.45,14:30:00,signed_volume,1,0,True,52.04,55.8,861,77.71,120,56.24,781,52.04,52
core_pressure,core_vs_headline_rank_120m,0.45,14:30:00,signed_volume,2,0,True,52.04,54.5,841,76.42,118,54.8,761,52.04,52
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,0,0,True,67.4,68.37,1055,93.26,144,67.4,936,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,0,50,True,66.9,67.79,1046,92.61,143,66.9,929,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,0,100,True,66.32,67.27,1038,92.61,143,66.32,921,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,1,0,True,65.96,67.07,1035,91.31,141,65.96,916,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,1,50,True,65.53,66.56,1027,91.31,141,65.53,910,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,1,100,True,64.96,66.04,1019,91.31,141,64.96,902,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,2,0,True,64.31,65.39,1009,88.07,136,64.31,893,68.05,68
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,2,50,True,63.88,64.87,1001,88.07,136,63.88,887,66.05,66
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large10_signed_volume,2,100,True,63.3,64.35,993,88.07,136,63.3,879,66.05,66
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,0,0,True,58.55,60.08,927,93.26,144,58.55,813,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,0,50,True,58.04,59.49,918,92.61,143,58.04,806,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,0,100,True,57.54,59.04,911,92.61,143,57.54,799,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,1,0,True,57.32,58.97,910,91.31,141,57.32,796,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,1,50,True,56.89,58.46,902,91.31,141,56.89,790,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,1,100,True,56.39,58.0,895,91.31,141,56.39,783,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,2,0,True,55.81,57.42,886,88.07,136,55.81,775,68.05,68
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,2,50,True,55.38,56.9,878,88.07,136,55.38,769,66.05,66
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large10_signed_volume,2,100,True,54.87,56.45,871,88.07,136,54.87,762,66.05,66
disinflation,import_all_mom3_rank_120m,0.45,10:30:00,large10_signed_volume,0,0,True,50.05,50.68,782,88.72,137,50.05,695,62.04,62
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,0,0,True,67.19,68.05,1050,91.31,141,67.19,933,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,0,50,True,66.61,67.46,1041,91.31,141,66.61,925,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,0,100,True,66.04,66.88,1032,91.31,141,66.04,917,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,1,0,True,65.46,66.43,1025,88.07,136,65.46,909,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,1,50,True,64.88,65.84,1016,88.07,136,64.88,901,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,1,100,True,64.31,65.33,1008,88.07,136,64.31,893,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,2,0,True,64.02,64.94,1002,86.78,134,64.02,889,67.05,67
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,2,50,True,63.44,64.35,993,86.78,134,63.44,881,66.05,66
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,large20_signed_volume,2,100,True,62.87,63.83,985,86.78,134,62.87,873,66.05,66
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,0,0,True,58.47,59.82,923,91.31,141,58.47,812,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,0,50,True,57.97,59.3,915,91.31,141,57.97,805,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,0,100,True,57.47,58.78,907,91.31,141,57.47,798,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,1,0,True,56.96,58.39,901,88.07,136,56.96,791,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,1,50,True,56.46,57.87,893,88.07,136,56.46,784,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,1,100,True,55.95,57.42,886,88.07,136,55.95,777,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,2,0,True,55.67,57.03,880,86.78,134,55.67,773,67.05,67
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,2,50,True,55.16,56.51,872,86.78,134,55.16,766,66.05,66
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,large20_signed_volume,2,100,True,54.66,56.06,865,86.78,134,54.66,759,66.05,66
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,signed_volume,0,0,True,69.56,70.64,1090,95.2,147,69.56,966,77.05,77
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,signed_volume,1,0,True,68.2,69.28,1069,93.9,145,68.2,947,76.05,76
disinflation,import_all_mom3_rank_120m,0.65,10:30:00,signed_volume,2,0,True,66.61,67.59,1043,90.02,139,66.61,925,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,signed_volume,0,0,True,61.07,62.67,967,95.2,147,61.07,848,77.05,77
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,signed_volume,1,0,True,59.99,61.57,950,93.9,145,59.99,833,76.05,76
disinflation,import_all_mom3_rank_120m,0.55,10:30:00,signed_volume,2,0,True,58.55,60.01,926,90.02,139,58.55,813,72.05,72
disinflation,import_all_mom3_rank_120m,0.45,10:30:00,signed_volume,0,0,True,52.64,53.34,823,90.66,140,52.64,731,66.05,66
disinflation,import_all_mom3_rank_120m,0.45,10:30:00,signed_volume,1,0,True,51.78,52.43,809,89.37,138,51.78,719,65.04,65
disinflation,import_all_mom3_rank_120m,0.45,10:30:00,signed_volume,2,0,True,50.48,51.07,788,85.48,132,50.48,701,62.04,62
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,0,0,True,66.97,69.02,1065,90.66,140,66.97,930,81.06,81
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,0,50,True,66.32,68.18,1052,90.02,139,66.32,921,77.05,77
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,0,100,True,66.11,67.72,1045,90.02,139,66.11,918,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,1,0,True,65.53,67.66,1044,89.37,138,65.53,910,80.05,80
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,1,50,True,64.88,66.82,1031,88.72,137,64.88,901,76.05,76
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,1,100,True,64.74,66.43,1025,88.72,137,64.74,899,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,2,0,True,64.02,66.04,1019,85.48,132,64.02,889,77.05,77
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,2,50,True,63.44,65.26,1007,85.48,132,63.44,881,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large10_signed_volume,2,100,True,63.3,64.94,1002,85.48,132,63.3,879,71.05,71
