campaign_id,variant_id,symbol,timeframe,dataset_id,summary_passed,summary_halted,stage_count,passed_stage_count,passed_stages,first_failed_stage,reversion_like,config_path,output_dir,summary_path
calendar_session_seasonality,broad_session_calendar_mix,ES,30m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/calendar_session_seasonality/variants/ES/30m/broad_session_calendar_mix.yaml,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/30m/broad_session_calendar_mix/campaign_tests,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/30m/broad_session_calendar_mix/campaign_tests/campaign_test_summary.json
calendar_session_seasonality,late_week_afternoon_bias,ES,30m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/calendar_session_seasonality/variants/ES/30m/late_week_afternoon_bias.yaml,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/30m/late_week_afternoon_bias/campaign_tests,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/30m/late_week_afternoon_bias/campaign_tests/campaign_test_summary.json
calendar_session_seasonality,midweek_morning_strength,ES,30m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/calendar_session_seasonality/variants/ES/30m/midweek_morning_strength.yaml,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/30m/midweek_morning_strength/campaign_tests,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/30m/midweek_morning_strength/campaign_tests/campaign_test_summary.json
calendar_session_seasonality,broad_session_calendar_mix,ES,5m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/calendar_session_seasonality/variants/ES/5m/broad_session_calendar_mix.yaml,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/broad_session_calendar_mix/campaign_tests,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/broad_session_calendar_mix/campaign_tests/campaign_test_summary.json
calendar_session_seasonality,late_week_afternoon_bias,ES,5m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/calendar_session_seasonality/variants/ES/5m/late_week_afternoon_bias.yaml,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/late_week_afternoon_bias/campaign_tests,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/late_week_afternoon_bias/campaign_tests/campaign_test_summary.json
calendar_session_seasonality,midweek_morning_strength,ES,5m,1m_full_history,False,True,7,2,limited_core_grid_test|limited_monkey_test,walk_forward_analysis,False,configs/campaigns/calendar_session_seasonality/variants/ES/5m/midweek_morning_strength.yaml,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/midweek_morning_strength/campaign_tests,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/midweek_morning_strength/campaign_tests/campaign_test_summary.json
calendar_session_seasonality,midweek_morning_strength_pf_selected,ES,5m,1m_full_history,False,True,7,2,limited_core_grid_test|limited_monkey_test,walk_forward_analysis,False,configs/campaigns/calendar_session_seasonality/variants/ES/5m/midweek_morning_strength_pf_selected.yaml,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/midweek_morning_strength_pf_selected/campaign_tests,data/reports/campaigns/calendar_session_seasonality/ES/1m_full_history/5m/midweek_morning_strength_pf_selected/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,broad_spx_open_interest_expansion,ES,15m,1m_full_history,False,True,7,2,limited_core_grid_test|limited_monkey_test,walk_forward_analysis,False,configs/campaigns/cftc_tff_hedging_pressure/variants/ES/15m/broad_spx_open_interest_expansion.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/15m/broad_spx_open_interest_expansion/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/15m/broad_spx_open_interest_expansion/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,confirmed_spx_open_interest_expansion,ES,15m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/cftc_tff_hedging_pressure/variants/ES/15m/confirmed_spx_open_interest_expansion.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/15m/confirmed_spx_open_interest_expansion/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/15m/confirmed_spx_open_interest_expansion/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,extended_spx_open_interest_expansion,ES,15m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/cftc_tff_hedging_pressure/variants/ES/15m/extended_spx_open_interest_expansion.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/15m/extended_spx_open_interest_expansion/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/15m/extended_spx_open_interest_expansion/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,confirmed_spx_open_interest_expansion,ES,30m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/cftc_tff_hedging_pressure/variants/ES/30m/confirmed_spx_open_interest_expansion.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/30m/confirmed_spx_open_interest_expansion/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/30m/confirmed_spx_open_interest_expansion/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,confirmed_spx_open_interest_expansion_fomc_nfp_window,ES,30m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,/private/tmp/event_filter_configs/cftc_tff_hedging_pressure__30m__confirmed_spx_open_interest_expansion_fomc_nfp_window.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/30m/confirmed_spx_open_interest_expansion_fomc_nfp_window/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/30m/confirmed_spx_open_interest_expansion_fomc_nfp_window/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,broad_spx_open_interest_expansion,ES,5m,1m_full_history,False,True,7,2,limited_core_grid_test|limited_monkey_test,walk_forward_analysis,False,configs/campaigns/cftc_tff_hedging_pressure/variants/ES/5m/broad_spx_open_interest_expansion.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/5m/broad_spx_open_interest_expansion/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/5m/broad_spx_open_interest_expansion/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,confirmed_spx_open_interest_expansion,ES,5m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/cftc_tff_hedging_pressure/variants/ES/5m/confirmed_spx_open_interest_expansion.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/5m/confirmed_spx_open_interest_expansion/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/5m/confirmed_spx_open_interest_expansion/campaign_tests/campaign_test_summary.json
cftc_tff_hedging_pressure,extended_spx_open_interest_expansion,ES,5m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,False,configs/campaigns/cftc_tff_hedging_pressure/variants/ES/5m/extended_spx_open_interest_expansion.yaml,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/5m/extended_spx_open_interest_expansion/campaign_tests,data/reports/campaigns/cftc_tff_hedging_pressure/ES/1m_full_history/5m/extended_spx_open_interest_expansion/campaign_tests/campaign_test_summary.json
cftc_tff_tiered_hedging_pressure,morning_high_fallback_broad,ES,5m,1m_full_history,False,True,7,2,limited_core_grid_test|limited_monkey_test,walk_forward_analysis,False,configs/campaigns/cftc_tff_tiered_hedging_pressure/variants/ES/5m/morning_high_fallback_broad.yaml,data/reports/campaigns/cftc_tff_tiered_hedging_pressure/ES/1m_full_history/5m/morning_high_fallback_broad/campaign_tests,data/reports/campaigns/cftc_tff_tiered_hedging_pressure/ES/1m_full_history/5m/morning_high_fallback_broad/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,close_to_close_trend,ES,15m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/15m/close_to_close_trend.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/15m/close_to_close_trend/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/15m/close_to_close_trend/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,short_term_alignment,ES,15m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/15m/short_term_alignment.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/15m/short_term_alignment/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/15m/short_term_alignment/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,volatility_normalized_trend,ES,15m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/15m/volatility_normalized_trend.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/15m/volatility_normalized_trend/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/15m/volatility_normalized_trend/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,close_to_close_trend,ES,30m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/30m/close_to_close_trend.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/30m/close_to_close_trend/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/30m/close_to_close_trend/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,short_term_alignment,ES,30m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/30m/short_term_alignment.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/30m/short_term_alignment/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/30m/short_term_alignment/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,volatility_normalized_trend,ES,30m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/30m/volatility_normalized_trend.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/30m/volatility_normalized_trend/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/30m/volatility_normalized_trend/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,close_to_close_trend,ES,5m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/5m/close_to_close_trend.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/5m/close_to_close_trend/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/5m/close_to_close_trend/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,short_term_alignment,ES,5m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/5m/short_term_alignment.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/5m/short_term_alignment/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/5m/short_term_alignment/campaign_tests/campaign_test_summary.json
daily_time_series_momentum,volatility_normalized_trend,ES,5m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/daily_time_series_momentum/variants/ES/5m/volatility_normalized_trend.yaml,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/5m/volatility_normalized_trend/campaign_tests,data/reports/campaigns/daily_time_series_momentum/ES/1m_full_history/5m/volatility_normalized_trend/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_large20_flow_alignment,ES,15m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/15m/first_large20_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/15m/first_large20_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/15m/first_large20_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_penultimate_signed_flow_alignment,ES,15m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/15m/first_penultimate_signed_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/15m/first_penultimate_signed_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/15m/first_penultimate_signed_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_signed_flow_alignment,ES,15m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/15m/first_signed_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/15m/first_signed_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/15m/first_signed_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_large20_flow_alignment,ES,1m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/1m/first_large20_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/1m/first_large20_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/1m/first_large20_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_penultimate_signed_flow_alignment,ES,1m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/1m/first_penultimate_signed_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/1m/first_penultimate_signed_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/1m/first_penultimate_signed_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_signed_flow_alignment,ES,1m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/1m/first_signed_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/1m/first_signed_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/1m/first_signed_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_large20_flow_alignment,ES,5m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/5m/first_large20_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/5m/first_large20_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/5m/first_large20_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_penultimate_signed_flow_alignment,ES,5m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/5m/first_penultimate_signed_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/5m/first_penultimate_signed_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/5m/first_penultimate_signed_flow_alignment/campaign_tests/campaign_test_summary.json
gao_last_half_hour_orderflow,first_signed_flow_alignment,ES,5m,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/gao_last_half_hour_orderflow/variants/ES/5m/first_signed_flow_alignment.yaml,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/5m/first_signed_flow_alignment/campaign_tests,data/reports/campaigns/gao_last_half_hour_orderflow/ES/sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny/5m/first_signed_flow_alignment/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,first_and_penultimate_alignment,ES,15m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/15m/first_and_penultimate_alignment.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/15m/first_and_penultimate_alignment/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/15m/first_and_penultimate_alignment/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,first_half_hour_sign,ES,15m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/15m/first_half_hour_sign.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/15m/first_half_hour_sign/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/15m/first_half_hour_sign/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,volume_volatility_conditioned,ES,15m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/15m/volume_volatility_conditioned.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/15m/volume_volatility_conditioned/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/15m/volume_volatility_conditioned/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,first_and_penultimate_alignment,ES,30m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/30m/first_and_penultimate_alignment.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/30m/first_and_penultimate_alignment/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/30m/first_and_penultimate_alignment/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,first_half_hour_sign,ES,30m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/30m/first_half_hour_sign.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/30m/first_half_hour_sign/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/30m/first_half_hour_sign/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,volume_volatility_conditioned,ES,30m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/30m/volume_volatility_conditioned.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/30m/volume_volatility_conditioned/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/30m/volume_volatility_conditioned/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,first_and_penultimate_alignment,ES,5m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/5m/first_and_penultimate_alignment.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/5m/first_and_penultimate_alignment/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/5m/first_and_penultimate_alignment/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,first_half_hour_sign,ES,5m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/5m/first_half_hour_sign.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/5m/first_half_hour_sign/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/5m/first_half_hour_sign/campaign_tests/campaign_test_summary.json
late_day_intraday_momentum,volume_volatility_conditioned,ES,5m,1m_full_history,False,True,7,0,,limited_core_grid_test,False,configs/campaigns/late_day_intraday_momentum/variants/ES/5m/volume_volatility_conditioned.yaml,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/5m/volume_volatility_conditioned/campaign_tests,data/reports/campaigns/late_day_intraday_momentum/ES/1m_full_history/5m/volume_volatility_conditioned/campaign_tests/campaign_test_summary.json
liquidity_risk_capacity_priority,cftc_rrp_vx_priority_long,ES,5m,1m_full_history,False,True,7,1,limited_core_grid_test,limited_monkey_test,True,configs/campaigns/liquidity_risk_capacity_priority/variants/ES/5m/cftc_rrp_vx_priority_long.yaml,data/reports/campaigns/liquidity_risk_capacity_priority/ES/1m_full_history/5m/cftc_rrp_vx_priority_long/campaign_tests,data/reports/campaigns/liquidity_risk_capacity_priority/ES/1m_full_history/5m/cftc_rrp_vx_priority_long/campaign_tests/campaign_test_summary.json
liquidity_risk_capacity_priority,cftc_rrp_vx_priority_long,ES,5m,1m_full_history,False,True,7,2,limited_core_grid_test|limited_monkey_test,walk_forward_analysis,True,configs/campaigns/liquidity_risk_capacity_priority/variants/ES/5m/cftc_rrp_vx_priority_long.yaml,data/reports/campaigns/liquidity_risk_capacity_priority/ES/1m_full_history/5m/cftc_rrp_vx_priority_long_core_selected/campaign_tests,data/reports/campaigns/liquidity_risk_capacity_priority/ES/1m_full_history/5m/cftc_rrp_vx_priority_long_core_selected/campaign_tests/campaign_test_summary.json
