trade_id,strategy_name,session_date,contract_symbol,direction,entry_timestamp,exit_timestamp,entry_trigger_price,entry_price,exit_price,initial_stop_price,stop_price,target_price,exit_reason,risk_points,gross_pnl,gross_pnl_before_slippage,net_pnl,r_multiple,commission,slippage_cost,total_transaction_cost,cost_accounting_error,net_liq_after,contracts,entry_event_index,exit_event_index,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,aoi_side,aoi_lineage_id,aoi_box_low,aoi_box_high,aoi_width_points,aoi_additional_category_count,aoi_categories,aoi_confluences,trigger_kind,trigger_value,aoi_eligible_timestamp,aoi_eligible_event_index,aoi_tap_timestamp,aoi_tap_event_index,bubble_qualified_timestamp,bubble_qualified_event_index,order_armed_timestamp,order_armed_event_index,entry_profile_poc,entry_profile_vah,entry_profile_val,midpoint_activated,midpoint_activated_at,source_quality_label,fill_model,managed_bracket_inverted_at_activation,managed_target_already_reached_at_activation
18,yush_range_exact_databento,2025-08-04,ESU5,short,2025-08-04 10:19:21.173859129-04:00,2025-08-04 10:26:32.961072397-04:00,6337.75,6337.75,6340.5,6340.5,6340.5,,initial_stop,2.75,-137.5,-137.5,-142.5,-1.0,5.0,0.0,5.0,0.0,49922.5,1,77648,84211,2.0,2.75,fixed_contracts,VAH,24,6338.25,6340.0,1.75,1,big_trade,BIG_TRADE,delta_4tick_3m,-303,2025-08-04 10:15:51.289151915-04:00,74285,2025-08-04 10:17:50.716425699-04:00,76663,2025-08-04 10:19:21.053738309-04:00,77646,2025-08-04 10:19:21.053738309-04:00,77646,6319.75,6338.25,6317.0,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
19,yush_range_exact_databento,2025-08-06,ESU5,short,2025-08-06 10:37:33.460073397-04:00,2025-08-06 10:38:01.321459629-04:00,6339.25,6339.25,6341.0,6341.0,6341.0,,initial_stop,1.75,-87.5,-87.5,-92.5,-1.0,5.0,0.0,5.0,0.0,49830.0,1,112830,113228,0.25,1.75,fixed_contracts,VAH,11,6339.75,6340.5,0.75,1,delta_profile,DELTA_4T,delta_4tick_3m,322,2025-08-06 10:29:25.057180647-04:00,102712,2025-08-06 10:36:36.060316539-04:00,111114,2025-08-06 10:37:11.617267765-04:00,112321,2025-08-06 10:37:11.617267765-04:00,112321,6338.5,6340.5,6328.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
20,yush_range_exact_databento,2025-08-07,ESU5,long,2025-08-07 09:55:44.069869593-04:00,2025-08-07 09:55:44.075418263-04:00,6402.5,6402.5,6403.75,6398.75,6403.75,6408.75,managed_stop,3.75,62.5,62.5,57.5,0.3333333333333333,5.0,0.0,5.0,0.0,49887.5,1,43579,43698,4.5,0.0,fixed_contracts,VAL,8,6399.25,6402.0,2.75,2,"market,delta_profile","ORL,DELTA_4T",delta_4tick_3m,-303,2025-08-07 09:44:21.442470473-04:00,26836,2025-08-07 09:53:58.227761895-04:00,40920,2025-08-07 09:55:24.900529353-04:00,43246,2025-08-07 09:55:24.900529353-04:00,43246,6406.5,6408.75,6399.25,True,2025-08-07 09:55:44.069869593-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
21,yush_range_exact_databento,2025-08-11,ESU5,long,2025-08-11 09:32:36.716940427-04:00,2025-08-11 09:32:56.507225187-04:00,6414.5,6414.5,6413.0,6413.0,6413.0,,initial_stop,1.5,-75.0,-75.0,-80.0,-1.0,5.0,0.0,5.0,0.0,49807.5,1,7598,8227,0.25,1.5,fixed_contracts,VAL,14,6413.5,6414.0,0.5,2,"market,delta_profile","PDC,DELTA_1T",delta_4tick_3m,-440,2025-08-11 09:32:18.298633879-04:00,6890,2025-08-11 09:32:34.332591255-04:00,7474,2025-08-11 09:32:34.332591447-04:00,7475,2025-08-11 09:32:34.332591447-04:00,7475,6414.5,6416.25,6414.0,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
22,yush_range_exact_databento,2025-08-11,ESU5,short,2025-08-11 09:37:33.671512037-04:00,2025-08-11 09:39:24.578799307-04:00,6414.25,6414.25,6416.25,6416.25,6416.25,,initial_stop,2.0,-100.0,-100.0,-105.0,-1.0,5.0,0.0,5.0,0.0,49702.5,1,14600,16210,1.0,2.0,fixed_contracts,VAH,16,6414.75,6415.75,1.0,1,market,ORL,delta_4tick_3m,301,2025-08-11 09:36:13.989317881-04:00,12942,2025-08-11 09:37:12.335680607-04:00,14203,2025-08-11 09:37:17.635643087-04:00,14308,2025-08-11 09:37:17.635643087-04:00,14308,6414.5,6415.75,6413.0,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
23,yush_range_exact_databento,2025-08-12,ESU5,short,2025-08-12 09:32:36.381459573-04:00,2025-08-12 09:32:48.101113633-04:00,6425.25,6425.25,6424.0,6428.0,6424.0,6421.5,managed_stop,2.75,62.5,62.5,57.5,0.45454545454545453,5.0,0.0,5.0,0.0,49760.0,1,8583,8996,2.25,0.0,fixed_contracts,VAH,2,6425.75,6427.5,1.75,1,market,ORH,delta_4tick_3m,385,2025-08-12 09:30:32.023469521-04:00,2414,2025-08-12 09:32:34.637266513-04:00,8478,2025-08-12 09:32:35.253889347-04:00,8522,2025-08-12 09:32:35.253889347-04:00,8522,6424.0,6425.75,6421.5,True,2025-08-12 09:32:46.195292291-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
24,yush_range_exact_databento,2025-08-13,ESU5,long,2025-08-13 10:05:07.433320779-04:00,2025-08-13 10:05:29.799076499-04:00,6492.75,6492.75,6494.0,6489.5,6494.0,6498.25,managed_stop,3.25,62.5,62.5,57.5,0.38461538461538464,5.0,0.0,5.0,0.0,49817.5,1,44478,44975,1.75,1.0,fixed_contracts,VAL,11,6490.0,6492.25,2.25,3,"market,delta_profile,big_trade","ONH,DELTA_4T,BIG_TRADE",delta_4tick_3m,-349,2025-08-13 09:55:39.249799461-04:00,31416,2025-08-13 10:04:43.553621129-04:00,43941,2025-08-13 10:04:43.553890647-04:00,43942,2025-08-13 10:04:43.553890647-04:00,43942,6493.0,6498.25,6490.5,True,2025-08-13 10:05:29.791483985-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
25,yush_range_exact_databento,2025-08-14,ESU5,short,2025-08-14 10:11:59.150947683-04:00,2025-08-14 10:17:29.627555269-04:00,6479.25,6479.25,6481.5,6481.5,6481.5,,initial_stop,2.25,-112.5,-112.5,-117.5,-1.0,5.0,0.0,5.0,0.0,49700.0,1,60821,65490,3.0,2.25,fixed_contracts,VAH,10,6479.75,6481.0,1.25,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",delta_4tick_3m,-306,2025-08-14 09:59:42.341001693-04:00,47963,2025-08-14 10:11:26.189895001-04:00,60478,2025-08-14 10:11:41.772594601-04:00,60626,2025-08-14 10:11:41.772594601-04:00,60626,6472.5,6479.75,6466.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
26,yush_range_exact_databento,2025-08-18,ESU5,short,2025-08-18 09:38:41.067045241-04:00,2025-08-18 09:40:44.304148069-04:00,6466.5,6466.5,6469.75,6469.75,6469.75,,initial_stop,3.25,-162.5,-162.5,-167.5,-1.0,5.0,0.0,5.0,0.0,49532.5,1,12162,14035,0.0,3.25,fixed_contracts,VAH,4,6467.0,6469.25,2.25,3,"market,delta_profile,big_trade","ORH,DELTA_1T,BIG_TRADE",delta_4tick_3m,-583,2025-08-18 09:30:32.066137969-04:00,1816,2025-08-18 09:38:35.706030059-04:00,11952,2025-08-18 09:38:38.165273497-04:00,12094,2025-08-18 09:38:38.165273497-04:00,12094,6467.25,6469.25,6465.5,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
27,yush_range_exact_databento,2025-08-20,ESU5,long,2025-08-20 09:39:37.130140915-04:00,2025-08-20 09:39:50.000004997-04:00,6420.5,6420.5,6418.75,6418.75,6418.75,,initial_stop,1.75,-87.5,-87.5,-92.5,-1.0,5.0,0.0,5.0,0.0,49440.0,1,19294,19632,0.0,1.75,fixed_contracts,VAL,4,6419.25,6420.0,0.75,3,"market,delta_profile,big_trade","PDL,DELTA_4T,BIG_TRADE",delta_4tick_3m,-303,2025-08-20 09:33:02.607109489-04:00,9003,2025-08-20 09:39:36.623861973-04:00,19241,2025-08-20 09:39:36.624187455-04:00,19246,2025-08-20 09:39:36.624187455-04:00,19246,6422.5,6424.75,6420.0,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
28,yush_range_exact_databento,2025-08-21,ESU5,long,2025-08-21 09:56:44.481554119-04:00,2025-08-21 09:57:01.271444375-04:00,6386.0,6386.0,6383.25,6383.25,6383.25,,initial_stop,2.75,-137.5,-137.5,-142.5,-1.0,5.0,0.0,5.0,0.0,49297.5,1,55815,56199,0.0,2.75,fixed_contracts,VAL,13,6383.75,6385.5,1.75,2,"market,delta_profile","ONL,DELTA_4T",delta_4tick_3m,-302,2025-08-21 09:52:06.951725149-04:00,47667,2025-08-21 09:56:36.595912057-04:00,55523,2025-08-21 09:56:44.106036623-04:00,55801,2025-08-21 09:56:44.106036623-04:00,55801,6389.5,6394.25,6385.5,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
29,yush_range_exact_databento,2025-08-25,ESU5,short,2025-08-25 09:30:59.915093483-04:00,2025-08-25 09:31:05.239324933-04:00,6470.25,6470.25,6469.0,6473.0,6469.0,6469.75,managed_stop,2.75,62.5,62.5,57.5,0.45454545454545453,5.0,0.0,5.0,0.0,49355.0,1,3147,3412,1.25,0.25,fixed_contracts,VAH,3,6470.75,6472.5,1.75,2,"market,delta_profile","ORH,DELTA_4T",delta_4tick_3m,441,2025-08-25 09:30:16.716108369-04:00,1510,2025-08-25 09:30:59.626014011-04:00,3138,2025-08-25 09:30:59.914614657-04:00,3144,2025-08-25 09:30:59.914614657-04:00,3144,6470.0,6471.5,6469.0,True,2025-08-25 09:31:05.239324933-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
30,yush_range_exact_databento,2025-08-25,ESU5,long,2025-08-25 09:49:31.866993435-04:00,2025-08-25 09:49:48.636881941-04:00,6469.25,6469.25,6470.5,6466.0,6470.5,6471.0,managed_stop,3.25,62.5,62.5,57.5,0.38461538461538464,5.0,0.0,5.0,0.0,49412.5,1,30423,30834,1.25,0.0,fixed_contracts,VAL,7,6466.5,6468.75,2.25,1,market,ORL,delta_4tick_3m,316,2025-08-25 09:40:22.937830921-04:00,19527,2025-08-25 09:46:33.854530917-04:00,27119,2025-08-25 09:49:31.833598079-04:00,30406,2025-08-25 09:49:31.833598079-04:00,30406,6469.0,6471.0,6466.5,True,2025-08-25 09:49:48.636881941-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
31,yush_range_exact_databento,2025-08-26,ESU5,short,2025-08-26 09:46:34.555524385-04:00,2025-08-26 09:46:39.268783461-04:00,6453.25,6453.25,6452.0,6457.0,6452.0,6451.75,managed_stop,3.75,62.5,62.5,57.5,0.3333333333333333,5.0,0.0,5.0,0.0,49470.0,1,26038,26219,1.25,0.0,fixed_contracts,VAH,6,6453.75,6456.5,2.75,2,"market,delta_profile","PDC,DELTA_1T",delta_4tick_3m,-384,2025-08-26 09:31:56.048435599-04:00,5844,2025-08-26 09:45:36.525928739-04:00,24742,2025-08-26 09:46:32.238782969-04:00,25999,2025-08-26 09:46:32.238782969-04:00,25999,6454.25,6456.5,6451.5,True,2025-08-26 09:46:39.268783461-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
32,yush_range_exact_databento,2025-08-26,ESU5,short,2025-08-26 10:56:38.577008137-04:00,2025-08-26 10:59:52.522265879-04:00,6457.25,6457.25,6456.0,6459.5,6456.0,6452.0,managed_stop,2.25,62.5,62.5,57.5,0.5555555555555556,5.0,0.0,5.0,0.0,49527.5,1,88454,90107,1.75,2.0,fixed_contracts,VAH,10,6457.75,6459.0,1.25,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",delta_4tick_3m,302,2025-08-26 10:33:27.774142401-04:00,73368,2025-08-26 10:55:00.416201043-04:00,87191,2025-08-26 10:56:24.202408231-04:00,88343,2025-08-26 10:56:24.202408231-04:00,88343,6456.0,6459.0,6451.75,True,2025-08-26 10:59:47.730716535-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
