sequence,trade_id,exit_timestamp,equity
151,151,2026-01-13 09:30:38.773226597-05:00,48807.5
152,152,2026-01-13 09:33:05.591913537-05:00,48865.0
153,153,2026-01-14 09:39:33.433427315-05:00,48672.5
154,154,2026-01-15 09:35:53.626362031-05:00,48730.0
155,155,2026-01-15 09:50:20.847399753-05:00,48575.0
156,156,2026-01-15 10:14:43.623623785-05:00,48632.5
157,157,2026-01-16 09:33:26.807375891-05:00,48690.0
158,158,2026-01-20 09:44:21.611458155-05:00,48510.0
159,159,2026-01-22 09:30:40.634007745-05:00,48417.5
160,160,2026-01-22 09:37:29.393231419-05:00,48475.0
161,161,2026-01-22 09:39:05.959137393-05:00,48332.5
162,162,2026-01-27 09:30:33.960309425-05:00,48390.0
163,163,2026-01-28 09:44:11.345200545-05:00,48447.5
164,164,2026-01-30 09:31:22.027285845-05:00,48330.0
165,165,2026-01-30 10:07:27.905648123-05:00,48262.5
166,166,2026-01-30 10:07:27.957299733-05:00,48832.5
167,167,2026-02-02 09:32:18.398387471-05:00,48740.0
168,168,2026-02-03 09:35:20.590062103-05:00,48797.5
169,169,2026-02-04 10:38:37.602066911-05:00,48705.0
170,170,2026-02-05 09:31:23.025719769-05:00,48762.5
171,171,2026-02-06 09:31:11.258248957-05:00,48620.0
172,172,2026-02-10 09:31:34.781708675-05:00,48677.5
173,173,2026-02-10 09:36:02.633516369-05:00,48497.5
174,174,2026-02-12 09:32:04.377452349-05:00,48555.0
175,175,2026-02-12 09:34:47.391752183-05:00,48462.5
176,176,2026-02-13 09:34:38.545844521-05:00,48332.5
177,177,2026-02-17 09:30:14.011922615-05:00,48390.0
178,178,2026-02-18 09:47:58.040673251-05:00,48297.5
179,179,2026-02-20 09:31:10.261471913-05:00,48355.0
180,180,2026-02-23 09:32:01.485760043-05:00,48287.5
181,181,2026-02-24 09:31:08.033701381-05:00,48182.5
182,182,2026-02-24 10:21:24.872286375-05:00,47990.0
183,183,2026-02-25 09:32:54.777776715-05:00,48047.5
184,184,2026-02-25 10:08:41.444207413-05:00,47967.5
185,185,2026-02-26 09:32:25.037210869-05:00,48025.0
186,186,2026-02-26 09:32:31.712767291-05:00,48082.5
187,187,2026-02-27 10:56:16.964674307-05:00,47927.5
188,188,2026-03-02 09:31:07.937674401-05:00,47822.5
189,189,2026-03-05 09:30:44.611085491-05:00,47705.0
190,190,2026-03-09 09:32:36.358555279-04:00,47500.0
191,191,2026-03-10 09:30:28.873153903-04:00,47382.5
192,192,2026-03-10 09:31:12.933581527-04:00,47440.0
193,193,2026-03-10 09:31:44.474987065-04:00,47310.0
194,194,2026-03-11 09:31:21.558314071-04:00,47367.5
195,195,2026-03-12 09:33:24.338082843-04:00,47187.5
196,196,2026-03-12 09:33:40.846087067-04:00,47245.0
197,197,2026-03-13 09:31:08.308456665-04:00,47302.5
198,198,2026-03-17 09:30:45.042893331-04:00,47172.5
199,199,2026-03-17 10:02:46.861401021-04:00,47105.0
200,200,2026-03-18 09:38:41.139362131-04:00,47025.0
201,201,2026-03-18 09:59:16.140418943-04:00,47370.0
202,202,2026-03-19 09:33:06.611212019-04:00,47277.5
203,203,2026-03-24 09:31:10.406219473-04:00,47335.0
204,204,2026-03-26 09:32:32.554208245-04:00,47180.0
205,205,2026-03-27 09:41:51.962988301-04:00,47237.5
206,206,2026-03-31 09:31:44.885279639-04:00,47295.0
207,207,2026-04-01 09:30:36.610677641-04:00,47327.5
208,208,2026-04-01 09:31:27.263484711-04:00,47385.0
209,209,2026-04-02 09:33:47.588066805-04:00,47442.5
210,210,2026-04-06 09:38:32.817184425-04:00,47387.5
211,211,2026-04-08 09:37:59.900961187-04:00,47445.0
212,212,2026-04-09 09:55:56.216949499-04:00,47502.5
213,213,2026-04-09 10:01:32.514513599-04:00,47560.0
214,214,2026-04-10 09:32:05.016908949-04:00,47617.5
215,215,2026-04-10 09:32:18.215529055-04:00,47675.0
216,216,2026-04-10 09:58:29.650881563-04:00,47732.5
217,217,2026-04-14 09:31:54.450948261-04:00,47790.0
218,218,2026-04-15 09:31:12.474134493-04:00,47660.0
219,219,2026-04-15 09:33:00.467546121-04:00,47717.5
220,220,2026-04-15 10:02:10.944028143-04:00,47775.0
221,221,2026-04-16 09:33:01.717756789-04:00,47832.5
222,222,2026-04-17 09:33:16.507823593-04:00,47890.0
223,223,2026-04-20 09:30:02.272520467-04:00,47947.5
224,224,2026-04-20 09:32:23.282748171-04:00,48005.0
225,225,2026-04-20 10:11:35.543912725-04:00,48062.5
226,226,2026-04-21 09:30:27.189527055-04:00,48120.0
227,227,2026-04-21 09:44:24.267681679-04:00,48177.5
228,228,2026-04-22 09:31:05.663050313-04:00,48235.0
229,229,2026-04-22 09:32:51.363644217-04:00,48292.5
230,230,2026-04-23 09:31:52.514629267-04:00,48225.0
231,231,2026-04-24 09:41:45.782391369-04:00,48282.5
232,232,2026-04-24 10:36:38.556878777-04:00,48590.0
233,233,2026-04-27 09:31:17.768689427-04:00,48472.5
234,234,2026-04-28 10:10:09.025834293-04:00,48530.0
235,235,2026-05-04 09:33:42.378432359-04:00,48587.5
236,236,2026-05-05 09:39:35.389221797-04:00,48645.0
237,237,2026-05-05 09:50:12.572452121-04:00,48452.5
238,238,2026-05-06 09:31:04.306694951-04:00,48510.0
239,239,2026-05-06 09:57:06.973254783-04:00,48442.5
240,240,2026-05-06 10:09:40.614155491-04:00,48825.0
241,241,2026-05-07 10:26:44.589866521-04:00,48770.0
242,242,2026-05-08 09:31:16.129987987-04:00,48827.5
243,243,2026-05-08 09:31:47.029865307-04:00,48710.0
244,244,2026-05-11 10:51:21.163260993-04:00,48517.5
245,245,2026-05-12 09:45:19.879698893-04:00,48400.0
246,246,2026-05-13 09:31:05.967109541-04:00,48320.0
247,247,2026-05-13 10:22:27.598139919-04:00,48140.0
248,248,2026-05-18 09:30:50.464017913-04:00,48197.5
249,249,2026-05-18 09:44:47.529964097-04:00,48030.0
250,250,2026-05-19 09:42:07.599772065-04:00,47962.5
251,251,2026-05-19 09:54:05.047444379-04:00,47857.5
252,252,2026-05-20 09:31:00.014614783-04:00,47690.0
253,253,2026-05-20 09:31:48.852884167-04:00,47747.5
254,254,2026-05-20 10:15:29.890124355-04:00,48405.0
255,255,2026-05-21 09:51:17.038958401-04:00,48462.5
256,256,2026-05-26 09:30:40.425837257-04:00,48395.0
257,257,2026-05-26 09:44:15.959780309-04:00,48240.0
258,258,2026-05-27 09:30:53.805451961-04:00,48160.0
259,259,2026-05-27 09:33:09.967403415-04:00,48217.5
260,260,2026-05-28 09:31:16.518240999-04:00,48125.0
261,261,2026-06-01 09:32:24.992879209-04:00,48182.5
262,262,2026-06-01 09:34:52.233571293-04:00,48240.0
263,263,2026-06-01 10:06:31.509136769-04:00,48085.0
264,264,2026-06-02 09:43:15.934573585-04:00,48142.5
265,265,2026-06-03 10:38:24.725336117-04:00,48000.0
266,266,2026-06-04 09:44:47.878483133-04:00,47882.5
267,267,2026-06-04 10:17:49.134009835-04:00,47802.5
268,268,2026-06-05 10:17:58.994009361-04:00,47710.0
269,269,2026-06-08 10:39:50.927116829-04:00,47505.0
270,270,2026-06-09 09:32:37.056583053-04:00,47562.5
271,271,2026-06-10 09:30:51.072221819-04:00,47620.0
272,272,2026-06-22 09:36:20.111719293-04:00,47990.0
273,273,2026-06-24 10:16:20.152344123-04:00,47785.0
274,274,2026-06-24 10:24:14.327822973-04:00,47630.0
275,275,2026-06-25 09:30:47.814717101-04:00,47687.5
276,276,2026-06-25 09:31:05.888379375-04:00,47745.0
277,277,2026-06-30 09:40:37.430502829-04:00,47652.5
278,278,2026-07-01 09:32:32.177683479-04:00,47710.0
279,279,2026-07-01 09:48:16.841948995-04:00,47617.5
280,280,2026-07-08 10:32:07.201755563-04:00,47525.0
281,281,2026-07-10 09:30:57.205368087-04:00,47395.0
