campaign_id,variant_id,setup_mode,flow_mode,start_time,end_time,impulse_bars,pause_bars,max_pullback_fraction,min_impulse_ticks,min_orderflow_imbalance,full_start,full_end,full_sessions,full_signal_sessions,full_signals_per_year,limited_start,limited_end,limited_sessions,limited_signal_sessions,limited_signals_per_year,latest_start,latest_end,latest_sessions,latest_signal_sessions,decision
nq_impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,late_morning_large10_two_sided_impulse_pause_breakout_1230,large10,10:00:00,12:30:00,4,2,0.55,8.0,0.06,2011-01-03,2026-06-12,3813,2864,185.507359,2011-02-22,2012-09-06,370,273,177.425712,2025-06-09,2026-06-12,252,195,PASS
nq_impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,late_morning_large10_two_sided_impulse_pause_breakout_1230,large10,10:00:00,12:30:00,4,2,0.55,12.0,0.0,2011-01-03,2026-06-12,3813,2855,184.92441,2011-02-22,2012-09-06,370,262,170.27669,2025-06-09,2026-06-12,252,198,PASS
nq_impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,late_morning_large10_two_sided_impulse_pause_breakout_1230,large10,10:00:00,12:30:00,4,2,0.55,12.0,0.03,2011-01-03,2026-06-12,3813,2806,181.750576,2011-02-22,2012-09-06,370,257,167.027135,2025-06-09,2026-06-12,252,198,PASS
nq_impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,late_morning_large10_two_sided_impulse_pause_breakout_1230,large10,10:00:00,12:30:00,4,2,0.55,12.0,0.06,2011-01-03,2026-06-12,3813,2763,178.965375,2011-02-22,2012-09-06,370,250,162.477758,2025-06-09,2026-06-12,252,195,PASS
nq_impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,late_morning_large10_two_sided_impulse_pause_breakout_1230,large10,10:00:00,12:30:00,4,2,0.55,16.0,0.0,2011-01-03,2026-06-12,3813,2737,177.2813,2011-02-22,2012-09-06,370,230,149.479537,2025-06-09,2026-06-12,252,197,PASS
nq_impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,late_morning_large10_two_sided_impulse_pause_breakout_1230,large10,10:00:00,12:30:00,4,2,0.55,16.0,0.03,2011-01-03,2026-06-12,3813,2691,174.301782,2011-02-22,2012-09-06,370,225,146.229982,2025-06-09,2026-06-12,252,197,PASS
nq_impulse_pause_orderflow_continuation,late_morning_large10_two_sided_impulse_pause_breakout_1230,late_morning_large10_two_sided_impulse_pause_breakout_1230,large10,10:00:00,12:30:00,4,2,0.55,16.0,0.06,2011-01-03,2026-06-12,3813,2646,171.387037,2011-02-22,2012-09-06,370,218,141.680605,2025-06-09,2026-06-12,252,194,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,6.0,0.0,2011-01-03,2026-06-12,3813,3360,217.634332,2011-02-22,2012-09-06,370,314,204.072064,2025-06-09,2026-06-12,252,221,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,6.0,0.02,2011-01-03,2026-06-12,3813,3311,214.460498,2011-02-22,2012-09-06,370,310,201.47242,2025-06-09,2026-06-12,252,214,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,6.0,0.04,2011-01-03,2026-06-12,3813,3209,207.853742,2011-02-22,2012-09-06,370,305,198.222865,2025-06-09,2026-06-12,252,199,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,10.0,0.0,2011-01-03,2026-06-12,3813,3267,211.610525,2011-02-22,2012-09-06,370,289,187.824288,2025-06-09,2026-06-12,252,221,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,10.0,0.02,2011-01-03,2026-06-12,3813,3219,208.501463,2011-02-22,2012-09-06,370,286,185.874555,2025-06-09,2026-06-12,252,214,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,10.0,0.04,2011-01-03,2026-06-12,3813,3117,201.894707,2011-02-22,2012-09-06,370,282,183.274911,2025-06-09,2026-06-12,252,199,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,14.0,0.0,2011-01-03,2026-06-12,3813,3125,202.412883,2011-02-22,2012-09-06,370,258,167.677046,2025-06-09,2026-06-12,252,220,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,14.0,0.02,2011-01-03,2026-06-12,3813,3077,199.303822,2011-02-22,2012-09-06,370,255,165.727313,2025-06-09,2026-06-12,252,212,PASS
nq_impulse_pause_orderflow_continuation,midday_signed_two_sided_impulse_pause_breakout_1400,midday_signed_two_sided_impulse_pause_breakout_1400,signed_volume,10:30:00,14:00:00,4,3,0.55,14.0,0.04,2011-01-03,2026-06-12,3813,2974,192.632293,2011-02-22,2012-09-06,370,251,163.127669,2025-06-09,2026-06-12,252,197,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,6.0,0.0,2011-01-03,2026-06-12,3813,2681,173.654061,2011-02-22,2012-09-06,370,253,164.427491,2025-06-09,2026-06-12,252,185,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,6.0,0.02,2011-01-03,2026-06-12,3813,2570,166.464355,2011-02-22,2012-09-06,370,248,161.177936,2025-06-09,2026-06-12,252,169,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,6.0,0.04,2011-01-03,2026-06-12,3813,2363,153.056526,2011-02-22,2012-09-06,370,233,151.42927,2025-06-09,2026-06-12,252,142,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,10.0,0.0,2011-01-03,2026-06-12,3813,2609,168.990468,2011-02-22,2012-09-06,370,244,158.578292,2025-06-09,2026-06-12,252,185,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,10.0,0.02,2011-01-03,2026-06-12,3813,2495,161.606446,2011-02-22,2012-09-06,370,238,154.678826,2025-06-09,2026-06-12,252,169,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,10.0,0.04,2011-01-03,2026-06-12,3813,2292,148.457705,2011-02-22,2012-09-06,370,221,143.630338,2025-06-09,2026-06-12,252,142,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,14.0,0.0,2011-01-03,2026-06-12,3813,2511,162.6428,2011-02-22,2012-09-06,370,216,140.380783,2025-06-09,2026-06-12,252,185,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,14.0,0.02,2011-01-03,2026-06-12,3813,2402,155.582639,2011-02-22,2012-09-06,370,212,137.781139,2025-06-09,2026-06-12,252,169,PASS
nq_impulse_pause_orderflow_continuation,morning_signed_two_sided_impulse_pause_breakout_1130,morning_signed_two_sided_impulse_pause_breakout_1130,signed_volume,09:45:00,11:30:00,3,2,0.5,14.0,0.04,2011-01-03,2026-06-12,3813,2199,142.433898,2011-02-22,2012-09-06,370,199,129.332295,2025-06-09,2026-06-12,252,142,PASS
