variant_id,entry_time,volatility_gate_column,flow_mode,confirmation_mode,flow_window_minutes,min_abs_return_ticks,min_trend_return_ticks,share_rank_min,min_orderflow_imbalance,signals,signals_per_year,long_signals,short_signals,first_signal_date,last_signal_date
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,12,8,0.55,0.005,318,44.77621434078643,143,175,2019-08-14,2026-05-21
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,12,8,0.55,0.01,298,41.960100231303,136,162,2019-08-14,2026-05-21
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.35,0.0,429,60.405647648419425,195,234,2019-08-05,2026-06-08
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.35,0.005,404,56.88550501156515,181,223,2019-08-14,2026-05-21
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.35,0.01,376,52.942945258288354,171,205,2019-08-14,2026-05-21
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.45,0.0,388,54.63261372397841,175,213,2019-08-05,2026-06-08
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.45,0.005,364,51.2532767925983,162,202,2019-08-14,2026-05-21
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.45,0.01,337,47.45152274479568,152,185,2019-08-14,2026-05-21
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.55,0.0,333,46.888299922898995,152,181,2019-08-05,2026-06-08
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.55,0.005,313,44.07218581341557,142,171,2019-08-14,2026-05-21
range10_1030_signed_window15_pressure_reversal,10:30:00,range10_rank_252,signed_imbalance,pressure_extension,15,16,8,0.55,0.01,295,41.537683114880494,135,160,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.35,0.0,424,59.70161912104857,195,229,2019-08-05,2026-06-01
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.35,0.005,399,56.18147648419429,179,220,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.35,0.01,370,52.09811102544333,169,201,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.45,0.0,382,53.787779491133385,174,208,2019-08-05,2026-06-01
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.45,0.005,359,50.54924826522745,160,199,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.45,0.01,331,46.60668851195065,150,181,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.55,0.0,325,45.76185427910563,148,177,2019-08-05,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.55,0.005,307,43.22735158057055,138,169,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,8,8,0.55,0.01,288,40.55204317656129,131,157,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.35,0.0,419,58.997590593677714,191,228,2019-08-05,2026-06-01
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.35,0.005,394,55.47744795682344,175,219,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.35,0.01,366,51.53488820354664,166,200,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.45,0.0,377,53.083750963762526,170,207,2019-08-05,2026-06-01
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.45,0.005,354,49.84521973785659,156,198,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.45,0.01,327,46.04346569005397,147,180,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.55,0.0,322,45.33943716268311,146,176,2019-08-05,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.55,0.005,304,42.80493446414803,136,168,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,12,8,0.55,0.01,286,40.270431765612955,130,156,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.35,0.0,411,57.871144949884346,187,224,2019-08-05,2026-06-01
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.35,0.005,389,54.77341942945258,174,215,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.35,0.01,363,51.11247108712413,165,198,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.45,0.0,370,52.09811102544333,167,203,2019-08-05,2026-06-01
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.45,0.005,349,49.14119121048574,155,194,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.45,0.01,324,45.621048573631455,146,178,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.55,0.0,316,44.49460292983809,144,172,2019-08-05,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.55,0.005,299,42.100905936777174,135,164,2019-08-14,2026-05-21
downside20_1030_signed_window15_pressure_reversal,10:30:00,downside20_rank_252,signed_imbalance,pressure_extension,15,16,8,0.55,0.01,283,39.84801464919044,129,154,2019-08-14,2026-05-21
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.35,0.0,269,37.87673477255204,136,133,2019-08-13,2026-06-01
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.35,0.005,223,31.39967232074017,115,108,2019-08-13,2026-05-22
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.35,0.01,187,26.330666923670005,99,88,2019-08-13,2026-05-22
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.45,0.0,227,31.962895142636853,115,112,2019-08-13,2026-05-19
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.45,0.005,186,26.189861218195837,96,90,2019-08-13,2026-05-13
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.45,0.01,154,21.684078643022357,81,73,2019-08-13,2026-05-13
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.55,0.0,191,26.893889745566693,99,92,2019-08-13,2026-05-19
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.55,0.005,158,22.247301464919044,82,76,2019-08-13,2026-04-29
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,8,8,0.55,0.01,130,18.30474171164225,69,61,2019-08-13,2026-04-29
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.35,0.0,260,36.6094834232845,133,127,2019-08-13,2026-06-01
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.35,0.005,217,30.554838087895142,113,104,2019-08-13,2026-05-22
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.35,0.01,183,25.76744410177332,97,86,2019-08-13,2026-05-22
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.45,0.0,219,30.836449498843482,112,107,2019-08-13,2026-05-19
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.45,0.005,180,25.34502698535081,94,86,2019-08-13,2026-05-13
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.45,0.01,150,21.120855821125673,79,71,2019-08-13,2026-05-13
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.55,0.0,184,25.908249807247493,97,87,2019-08-13,2026-05-19
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.55,0.005,153,21.54327293754819,81,72,2019-08-13,2026-04-29
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,12,8,0.55,0.01,127,17.882324595219735,68,59,2019-08-13,2026-04-29
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.35,0.0,250,35.20142636854279,125,125,2019-08-13,2026-06-01
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.35,0.005,207,29.14678103315343,105,102,2019-08-13,2026-05-22
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.35,0.01,174,24.500192752505782,90,84,2019-08-13,2026-05-22
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.45,0.0,212,29.850809560524286,106,106,2019-08-13,2026-05-19
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.45,0.005,173,24.35938704703161,88,85,2019-08-13,2026-05-13
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.45,0.01,144,20.276021588280646,74,70,2019-08-13,2026-05-13
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.55,0.0,177,24.922609868928294,91,86,2019-08-13,2026-05-19
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.55,0.005,146,20.55763299922899,75,71,2019-08-13,2026-04-29
absret5_1200_signed_window30_pressure_reversal,12:00:00,absret5_rank_252,signed_imbalance,pressure_extension,30,16,8,0.55,0.01,121,17.03749036237471,63,58,2019-08-13,2026-04-29
