phase,start_offset,end_offset,direction,entry_time,signal_bar_time,flow_column,ret_bps,flow_threshold,all_windows_ge_50,min_window_tpy,full_count,full_tpy,limited_10pct_count,limited_10pct_tpy,wfa90_count,wfa90_tpy,latest1y_count,latest1y_tpy
blackout_short,-14,20,short,11:00:00,10:59:00,large20_signed_volume,1,0,False,19.01,461,29.88,59,38.21,429,30.89,19,19.01
blackout_short,-14,20,short,11:00:00,10:59:00,large20_signed_volume,1,50,False,19.01,456,29.55,59,38.21,424,30.53,19,19.01
blackout_short,-14,20,short,11:00:00,10:59:00,large20_signed_volume,1,100,False,19.01,450,29.16,59,38.21,418,30.1,19,19.01
blackout_short,-14,20,short,11:00:00,10:59:00,large20_signed_volume,2,0,False,19.01,452,29.29,57,36.91,420,30.25,19,19.01
blackout_short,-14,20,short,11:00:00,10:59:00,large20_signed_volume,2,50,False,19.01,447,28.97,57,36.91,415,29.89,19,19.01
blackout_short,-14,20,short,11:00:00,10:59:00,large20_signed_volume,2,100,False,19.01,442,28.64,57,36.91,410,29.53,19,19.01
blackout_short,-14,20,short,11:00:00,10:59:00,signed_volume,0,0,False,29.02,541,35.06,64,41.45,499,35.93,29,29.02
blackout_short,-14,20,short,11:00:00,10:59:00,signed_volume,1,0,False,29.02,526,34.09,63,40.8,484,34.85,29,29.02
blackout_short,-14,20,short,11:00:00,10:59:00,signed_volume,2,0,False,29.02,516,33.44,61,39.5,474,34.13,29,29.02
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,0,0,False,18.01,460,29.81,55,35.62,429,30.89,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,0,50,False,18.01,457,29.62,55,35.62,426,30.68,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,0,100,False,18.01,456,29.55,55,35.62,425,30.61,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,1,0,False,18.01,451,29.23,52,33.68,420,30.25,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,1,50,False,18.01,448,29.03,52,33.68,417,30.03,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,1,100,False,18.01,448,29.03,52,33.68,417,30.03,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,2,0,False,18.01,442,28.64,51,33.03,411,29.6,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,2,50,False,18.01,439,28.45,51,33.03,408,29.38,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large10_signed_volume,2,100,False,18.01,439,28.45,51,33.03,408,29.38,18,18.01
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,0,0,False,24.02,468,30.33,57,36.91,432,31.11,24,24.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,1,0,False,24.02,461,29.88,54,34.97,425,30.61,24,24.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,2,0,False,24.02,452,29.29,54,34.97,416,29.96,24,24.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,0,50,False,22.02,461,29.88,57,36.91,428,30.82,22,22.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,0,100,False,22.02,458,29.68,57,36.91,425,30.61,22,22.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,1,50,False,22.02,454,29.42,54,34.97,421,30.32,22,22.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,1,100,False,22.02,451,29.23,54,34.97,418,30.1,22,22.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,2,50,False,22.02,445,28.84,54,34.97,412,29.67,22,22.02
blackout_short,-14,20,short,12:00:00,11:59:00,large20_signed_volume,2,100,False,22.02,442,28.64,54,34.97,409,29.45,22,22.02
blackout_short,-14,20,short,12:00:00,11:59:00,signed_volume,0,0,False,28.02,524,33.96,60,38.86,483,34.78,28,28.02
blackout_short,-14,20,short,12:00:00,11:59:00,signed_volume,1,0,False,28.02,514,33.31,57,36.91,473,34.06,28,28.02
blackout_short,-14,20,short,12:00:00,11:59:00,signed_volume,2,0,False,28.02,504,32.66,56,36.27,463,33.34,28,28.02
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,0,0,False,20.01,459,29.75,58,37.56,429,30.89,20,20.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,0,50,False,20.01,458,29.68,58,37.56,428,30.82,20,20.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,1,0,False,20.01,448,29.03,56,36.27,418,30.1,20,20.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,1,50,False,20.01,447,28.97,56,36.27,417,30.03,20,20.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,2,0,False,20.01,442,28.64,55,35.62,412,29.67,20,20.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,2,50,False,20.01,441,28.58,55,35.62,411,29.6,20,20.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,0,100,False,19.01,456,29.55,58,37.56,427,30.75,19,19.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,1,100,False,19.01,445,28.84,56,36.27,416,29.96,19,19.01
blackout_short,-14,20,short,14:30:00,14:29:00,large10_signed_volume,2,100,False,19.01,439,28.45,55,35.62,410,29.53,19,19.01
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,0,0,False,26.02,456,29.55,54,34.97,419,30.17,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,0,50,False,26.02,454,29.42,54,34.97,417,30.03,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,0,100,False,26.02,452,29.29,53,34.32,415,29.89,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,1,0,False,26.02,444,28.77,52,33.68,407,29.31,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,1,50,False,26.02,442,28.64,52,33.68,405,29.17,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,1,100,False,26.02,440,28.51,51,33.03,403,29.02,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,2,0,False,26.02,438,28.39,51,33.03,401,28.88,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,2,50,False,26.02,436,28.26,51,33.03,399,28.73,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,large20_signed_volume,2,100,False,26.02,434,28.13,50,32.38,397,28.59,26,26.02
blackout_short,-14,20,short,14:30:00,14:29:00,signed_volume,0,0,False,33.02,529,34.28,61,39.5,481,34.64,33,33.02
blackout_short,-14,20,short,14:30:00,14:29:00,signed_volume,1,0,False,33.02,516,33.44,58,37.56,468,33.7,33,33.02
blackout_short,-14,20,short,14:30:00,14:29:00,signed_volume,2,0,False,32.92,508,32.92,57,36.91,460,33.13,33,33.02
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,0,0,False,16.01,280,18.15,38,24.61,251,18.08,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,0,50,False,16.01,278,18.02,37,23.96,249,17.93,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,0,100,False,16.01,276,17.89,37,23.96,247,17.79,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,1,0,False,16.01,273,17.69,37,23.96,244,17.57,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,1,50,False,16.01,272,17.63,37,23.96,243,17.5,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,1,100,False,16.01,270,17.5,37,23.96,241,17.36,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,2,0,False,16.01,270,17.5,35,22.67,241,17.36,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,2,50,False,16.01,269,17.43,35,22.67,240,17.28,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large10_signed_volume,2,100,False,16.01,267,17.3,35,22.67,238,17.14,16,16.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,0,0,False,15.01,286,18.53,39,25.26,260,18.72,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,0,50,False,15.01,284,18.41,39,25.26,258,18.58,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,0,100,False,15.01,279,18.08,39,25.26,253,18.22,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,1,0,False,15.01,277,17.95,38,24.61,251,18.08,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,1,50,False,15.01,275,17.82,38,24.61,249,17.93,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,1,100,False,15.01,270,17.5,38,24.61,244,17.57,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,2,0,False,15.01,275,17.82,37,23.96,249,17.93,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,2,50,False,15.01,273,17.69,37,23.96,247,17.79,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,large20_signed_volume,2,100,False,15.01,268,17.37,37,23.96,242,17.43,15,15.01
late_resumption_long,30,60,long,10:30:00,10:29:00,signed_volume,0,0,False,17.01,280,18.15,40,25.9,251,18.08,17,17.01
late_resumption_long,30,60,long,10:30:00,10:29:00,signed_volume,1,0,False,17.01,275,17.82,39,25.26,246,17.72,17,17.01
late_resumption_long,30,60,long,10:30:00,10:29:00,signed_volume,2,0,False,17.01,272,17.63,37,23.96,243,17.5,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,0,0,False,17.01,275,17.82,35,22.67,244,17.57,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,0,50,False,17.01,273,17.69,35,22.67,242,17.43,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,0,100,False,17.01,273,17.69,35,22.67,242,17.43,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,1,0,False,16.78,264,17.11,33,21.37,233,16.78,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,1,50,False,16.64,262,16.98,33,21.37,231,16.64,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,1,100,False,16.64,262,16.98,33,21.37,231,16.64,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,2,0,False,16.64,262,16.98,32,20.72,231,16.64,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,2,50,False,16.49,260,16.85,32,20.72,229,16.49,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large10_signed_volume,2,100,False,16.49,260,16.85,32,20.72,229,16.49,17,17.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,0,0,False,18.01,287,18.6,36,23.31,258,18.58,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,0,50,False,18.01,284,18.41,36,23.31,255,18.36,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,0,100,False,18.01,284,18.41,36,23.31,255,18.36,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,1,0,False,17.64,274,17.76,34,22.02,245,17.64,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,1,50,False,17.5,272,17.63,34,22.02,243,17.5,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,1,100,False,17.5,272,17.63,34,22.02,243,17.5,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,2,0,False,17.36,270,17.5,32,20.72,241,17.36,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,2,50,False,17.21,268,17.37,32,20.72,239,17.21,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,large20_signed_volume,2,100,False,17.21,268,17.37,32,20.72,239,17.21,18,18.01
late_resumption_long,30,60,long,11:00:00,10:59:00,signed_volume,0,0,False,17.28,270,17.5,37,23.96,240,17.28,19,19.01
late_resumption_long,30,60,long,11:00:00,10:59:00,signed_volume,1,0,False,16.78,263,17.04,35,22.67,233,16.78,19,19.01
late_resumption_long,30,60,long,11:00:00,10:59:00,signed_volume,2,0,False,16.42,258,16.72,33,21.37,228,16.42,19,19.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,0,0,False,18.0,287,18.6,34,22.02,250,18.0,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,0,50,False,17.93,285,18.47,34,22.02,249,17.93,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,0,100,False,17.93,285,18.47,34,22.02,249,17.93,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,1,0,False,17.93,285,18.47,34,22.02,249,17.93,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,1,50,False,17.86,283,18.34,34,22.02,248,17.86,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,1,100,False,17.86,283,18.34,34,22.02,248,17.86,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,2,0,False,17.72,281,18.21,33,21.37,246,17.72,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,2,50,False,17.64,279,18.08,33,21.37,245,17.64,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large10_signed_volume,2,100,False,17.64,279,18.08,33,21.37,245,17.64,18,18.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,0,0,False,16.01,309,20.03,37,23.96,275,19.8,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,0,50,False,16.01,308,19.96,37,23.96,274,19.73,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,0,100,False,16.01,304,19.7,37,23.96,270,19.44,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,1,0,False,16.01,307,19.9,37,23.96,274,19.73,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,1,50,False,16.01,306,19.83,37,23.96,273,19.66,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,1,100,False,16.01,302,19.57,37,23.96,269,19.37,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,2,0,False,16.01,302,19.57,36,23.31,270,19.44,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,2,50,False,16.01,301,19.51,36,23.31,269,19.37,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,large20_signed_volume,2,100,False,16.01,297,19.25,36,23.31,265,19.08,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,signed_volume,0,0,False,16.01,287,18.6,36,23.31,258,18.58,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,signed_volume,1,0,False,16.01,285,18.47,36,23.31,257,18.51,16,16.01
late_resumption_long,30,60,long,12:00:00,11:59:00,signed_volume,2,0,False,16.01,281,18.21,35,22.67,253,18.22,16,16.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,0,0,False,18.87,297,19.25,38,24.61,262,18.87,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,0,50,False,18.87,297,19.25,38,24.61,262,18.87,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,1,0,False,18.8,296,19.18,38,24.61,261,18.8,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,1,50,False,18.8,296,19.18,38,24.61,261,18.8,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,2,0,False,18.8,296,19.18,38,24.61,261,18.8,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,2,50,False,18.8,296,19.18,38,24.61,261,18.8,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,0,100,False,18.72,295,19.12,38,24.61,260,18.72,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,1,100,False,18.65,294,19.05,38,24.61,259,18.65,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large10_signed_volume,2,100,False,18.65,294,19.05,38,24.61,259,18.65,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,0,0,False,19.01,318,20.61,41,26.55,284,20.45,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,0,50,False,19.01,316,20.48,41,26.55,282,20.31,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,0,100,False,19.01,313,20.28,40,25.9,279,20.09,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,1,0,False,19.01,317,20.54,41,26.55,283,20.38,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,1,50,False,19.01,315,20.41,41,26.55,281,20.24,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,1,100,False,19.01,312,20.22,40,25.9,278,20.02,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,2,0,False,19.01,316,20.48,41,26.55,282,20.31,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,2,50,False,19.01,314,20.35,41,26.55,280,20.16,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,large20_signed_volume,2,100,False,19.01,311,20.15,40,25.9,277,19.95,19,19.01
late_resumption_long,30,60,long,14:30:00,14:29:00,signed_volume,0,0,False,12.01,269,17.43,39,25.26,245,17.64,12,12.01
late_resumption_long,30,60,long,14:30:00,14:29:00,signed_volume,1,0,False,12.01,268,17.37,39,25.26,244,17.57,12,12.01
late_resumption_long,30,60,long,14:30:00,14:29:00,signed_volume,2,0,False,12.01,268,17.37,39,25.26,244,17.57,12,12.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,0,0,False,9.01,227,14.71,32,20.72,209,15.05,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,0,50,False,9.01,225,14.58,32,20.72,208,14.98,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,0,100,False,9.01,225,14.58,32,20.72,208,14.98,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,1,0,False,9.01,220,14.26,31,20.08,202,14.55,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,1,50,False,9.01,218,14.13,31,20.08,201,14.47,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,1,100,False,9.01,218,14.13,31,20.08,201,14.47,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,2,0,False,9.01,216,14.0,30,19.43,198,14.26,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,2,50,False,9.01,214,13.87,30,19.43,197,14.19,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large10_signed_volume,2,100,False,9.01,214,13.87,30,19.43,197,14.19,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,0,0,False,9.01,229,14.84,30,19.43,211,15.19,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,0,50,False,9.01,225,14.58,29,18.78,207,14.91,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,0,100,False,9.01,223,14.45,29,18.78,206,14.83,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,1,0,False,9.01,222,14.39,29,18.78,204,14.69,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,1,50,False,9.01,219,14.19,29,18.78,201,14.47,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,1,100,False,9.01,217,14.06,29,18.78,200,14.4,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,2,0,False,9.01,217,14.06,28,18.13,199,14.33,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,2,50,False,9.01,214,13.87,28,18.13,196,14.11,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,large20_signed_volume,2,100,False,9.01,212,13.74,28,18.13,195,14.04,9,9.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,signed_volume,0,0,False,15.01,273,17.69,35,22.67,249,17.93,15,15.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,signed_volume,1,0,False,15.01,266,17.24,34,22.02,242,17.43,15,15.01
peak_blackout_short,-7,10,short,10:30:00,10:29:00,signed_volume,2,0,False,13.01,258,16.72,32,20.72,236,17.0,13,13.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,0,0,False,11.01,234,15.16,31,20.08,214,15.41,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,0,50,False,11.01,234,15.16,31,20.08,214,15.41,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,0,100,False,11.01,231,14.97,31,20.08,211,15.19,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,1,0,False,11.01,231,14.97,31,20.08,211,15.19,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,1,50,False,11.01,231,14.97,31,20.08,211,15.19,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,1,100,False,11.01,228,14.78,31,20.08,208,14.98,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,2,0,False,11.01,229,14.84,31,20.08,209,15.05,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,2,50,False,11.01,229,14.84,31,20.08,209,15.05,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large10_signed_volume,2,100,False,11.01,226,14.65,31,20.08,206,14.83,11,11.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large20_signed_volume,0,0,False,9.01,231,14.97,30,19.43,212,15.27,9,9.01
peak_blackout_short,-7,10,short,11:00:00,10:59:00,large20_signed_volume,0,50,False,9.01,228,14.78,30,19.43,209,15.05,9,9.01
