entry_ts,exit_ts,gross_ticks,pnl,leg_id,year,month
2016-04-25 10:30:00,2016-04-25 12:29:00,-7.0,-117.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-04
2016-04-27 13:30:00,2016-04-27 15:29:00,48.0,570.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-04
2016-04-28 13:30:00,2016-04-28 15:29:00,-89.0,-1142.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-04
2016-04-29 13:30:00,2016-04-29 15:29:00,-13.0,-192.5,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2016,2016-04
2016-05-02 13:30:00,2016-05-02 15:29:00,12.0,120.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-05
2016-05-05 10:30:00,2016-05-05 12:29:00,-2.0,-55.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-05
2016-05-09 13:30:00,2016-05-09 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-05
2016-05-10 13:30:00,2016-05-10 15:29:00,17.0,182.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-05
2016-05-12 15:00:00,2016-05-12 15:59:00,-16.0,-230.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-05
2016-05-17 14:30:00,2016-05-17 15:29:00,7.0,57.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2016,2016-05
2016-05-18 13:30:00,2016-05-18 15:29:00,-83.0,-1067.5,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2016,2016-05
2016-05-19 10:00:00,2016-05-19 12:59:00,2.0,-5.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-05
2016-05-24 13:30:00,2016-05-24 15:29:00,12.0,120.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-05
2016-05-26 15:00:00,2016-05-26 15:59:00,-2.0,-55.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-05
2016-06-06 13:30:00,2016-06-06 15:29:00,13.0,132.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-06
2016-06-08 15:00:00,2016-06-08 15:59:00,-3.0,-67.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-06
2016-06-14 10:30:00,2016-06-14 12:29:00,-11.0,-167.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-06
2016-06-16 13:30:00,2016-06-16 15:29:00,39.0,457.5,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2016,2016-06
2016-06-24 10:00:00,2016-06-24 12:59:00,68.0,820.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-06
2016-06-28 10:30:00,2016-06-28 12:29:00,6.0,45.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-06
2016-07-08 10:00:00,2016-07-08 12:59:00,-34.0,-455.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-07
2016-07-08 13:30:00,2016-07-08 15:29:00,8.0,70.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-07
2016-07-15 15:00:00,2016-07-15 15:59:00,0.0,-30.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-07
2016-07-19 15:00:00,2016-07-19 15:59:00,12.0,120.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-07
2016-07-21 13:30:00,2016-07-21 15:29:00,-16.0,-230.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-07
2016-07-22 13:30:00,2016-07-22 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-07
2016-07-27 10:30:00,2016-07-27 12:29:00,25.0,282.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-07
2016-08-03 13:30:00,2016-08-03 15:29:00,0.0,-30.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-08
2016-08-04 13:30:00,2016-08-04 15:29:00,-2.0,-55.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-08
2016-08-05 13:30:00,2016-08-05 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-08
2016-08-08 10:30:00,2016-08-08 12:29:00,-1.0,-42.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-08
2016-08-15 13:30:00,2016-08-15 15:29:00,-6.0,-105.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-08
2016-08-17 13:30:00,2016-08-17 15:29:00,-23.0,-317.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-08
2016-08-19 13:30:00,2016-08-19 15:29:00,20.0,220.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-08
2016-08-23 10:30:00,2016-08-23 12:29:00,11.0,107.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-08
2016-08-24 13:30:00,2016-08-24 15:29:00,31.0,357.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-08
2016-08-30 10:30:00,2016-08-30 12:29:00,-2.0,-55.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-08
2016-09-02 10:30:00,2016-09-02 12:29:00,26.0,295.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-09
2016-09-28 14:30:00,2016-09-28 15:29:00,-5.0,-92.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2016,2016-09
2016-10-11 14:30:00,2016-10-11 15:29:00,-18.0,-255.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2016,2016-10
2016-11-10 13:30:00,2016-11-10 15:29:00,0.0,-30.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2016,2016-11
2016-12-07 13:30:00,2016-12-07 15:29:00,45.0,532.5,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2016,2016-12
2016-12-16 13:30:00,2016-12-16 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-12
2016-12-21 13:30:00,2016-12-21 15:29:00,7.0,57.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-12
2017-01-03 13:30:00,2017-01-03 15:29:00,2.0,-5.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-01
2017-01-04 15:00:00,2017-01-04 15:59:00,2.0,-5.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2017,2017-01
2017-01-09 13:30:00,2017-01-09 15:29:00,-1.0,-42.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-01
2017-01-10 13:30:00,2017-01-10 15:29:00,17.0,182.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-01
2017-01-12 10:30:00,2017-01-12 12:29:00,-14.0,-205.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2017,2017-01
2017-01-19 10:30:00,2017-01-19 12:29:00,6.0,45.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2017,2017-01
2017-01-19 13:30:00,2017-01-19 15:29:00,7.0,57.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-01
2017-01-27 13:30:00,2017-01-27 15:29:00,-7.0,-117.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-01
2017-01-30 10:00:00,2017-01-30 12:59:00,15.0,157.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2017,2017-01
2017-01-30 15:00:00,2017-01-30 15:59:00,12.0,120.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2017,2017-01
2017-01-31 13:30:00,2017-01-31 15:29:00,13.0,132.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-01
2017-02-01 13:30:00,2017-02-01 15:29:00,-11.0,-167.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-03 13:30:00,2017-02-03 15:29:00,-0.0,-30.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-06 13:30:00,2017-02-06 15:29:00,4.0,20.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-07 13:30:00,2017-02-07 15:29:00,3.0,7.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-13 13:30:00,2017-02-13 15:29:00,-9.0,-142.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-14 13:30:00,2017-02-14 15:29:00,-4.0,-80.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-15 13:30:00,2017-02-15 15:29:00,24.0,270.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-21 13:30:00,2017-02-21 15:29:00,15.0,157.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-02-23 10:30:00,2017-02-23 12:29:00,-9.0,-142.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2017,2017-02
2017-02-23 13:30:00,2017-02-23 15:29:00,-8.0,-130.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-02
2017-03-15 14:30:00,2017-03-15 15:29:00,25.0,282.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2017,2017-03
2017-04-06 10:00:00,2017-04-06 12:59:00,-3.0,-67.5,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2017,2017-04
2017-04-20 13:30:00,2017-04-20 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-04
2017-04-25 13:30:00,2017-04-25 15:29:00,10.0,95.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-04
2017-05-05 15:00:00,2017-05-05 15:59:00,20.0,220.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2017,2017-05
2017-05-11 15:00:00,2017-05-11 15:59:00,4.0,20.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2017,2017-05
2017-05-15 13:30:00,2017-05-15 15:29:00,-7.0,-117.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-05
2017-05-23 13:30:00,2017-05-23 15:29:00,3.0,7.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-05
2017-06-01 13:30:00,2017-06-01 15:29:00,0.0,-30.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-06
2017-06-02 13:30:00,2017-06-02 15:29:00,-4.0,-80.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-06
2017-06-28 13:30:00,2017-06-28 15:29:00,0.0,-30.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-06
2017-06-29 14:30:00,2017-06-29 15:29:00,0.0,-30.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2017,2017-06
2017-07-14 13:30:00,2017-07-14 15:29:00,16.0,170.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-07
2017-07-20 10:30:00,2017-07-20 12:29:00,-7.0,-117.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2017,2017-07
2017-07-24 15:00:00,2017-07-24 15:59:00,2.0,-5.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2017,2017-07
2017-07-25 13:30:00,2017-07-25 15:29:00,10.0,95.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-07
2017-08-02 10:30:00,2017-08-02 12:29:00,3.0,7.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2017,2017-08
2017-08-02 13:30:00,2017-08-02 15:29:00,14.0,145.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-08
2017-08-10 10:00:00,2017-08-10 12:59:00,41.0,482.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2017,2017-08
2017-08-18 10:00:00,2017-08-18 12:59:00,-63.0,-817.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2017,2017-08
2017-08-30 13:30:00,2017-08-30 15:29:00,0.0,-30.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-08
2017-09-19 13:30:00,2017-09-19 15:29:00,3.0,7.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-09
2017-09-20 10:30:00,2017-09-20 12:29:00,-4.0,-80.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2017,2017-09
2017-09-21 10:00:00,2017-09-21 12:59:00,-13.0,-192.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2017,2017-09
2017-09-27 10:30:00,2017-09-27 12:29:00,12.0,120.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2017,2017-09
2017-09-27 15:00:00,2017-09-27 15:59:00,-8.0,-130.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2017,2017-09
2017-10-03 15:00:00,2017-10-03 15:59:00,5.0,32.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2017,2017-10
2017-10-05 13:30:00,2017-10-05 15:29:00,-3.0,-67.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-10
2017-10-13 13:30:00,2017-10-13 15:29:00,-8.0,-130.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-10
2017-10-17 13:30:00,2017-10-17 15:29:00,-9.0,-142.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-10
2017-10-27 13:30:00,2017-10-27 15:29:00,-9.0,-142.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-10
2017-10-30 13:30:00,2017-10-30 15:29:00,-12.0,-180.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-10
2017-11-08 13:30:00,2017-11-08 15:29:00,0.0,-30.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-11
2017-11-20 13:30:00,2017-11-20 15:29:00,-9.0,-142.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2017,2017-11
2017-12-01 13:30:00,2017-12-01 15:29:00,7.0,57.5,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2017,2017-12
2017-12-05 10:00:00,2017-12-05 12:59:00,-3.0,-67.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2017,2017-12
2017-12-14 14:30:00,2017-12-14 15:29:00,-12.0,-180.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2017,2017-12
2018-01-04 10:00:00,2018-01-04 12:59:00,-2.0,-55.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-01
2018-01-16 10:00:00,2018-01-16 12:59:00,68.0,820.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-01
2018-01-16 14:30:00,2018-01-16 15:29:00,-24.0,-330.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-01
2018-01-17 10:00:00,2018-01-17 12:59:00,-70.0,-905.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-01
2018-01-30 14:30:00,2018-01-30 15:29:00,0.0,-30.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-01
2018-01-31 14:30:00,2018-01-31 15:29:00,6.0,45.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-01
2018-02-01 14:30:00,2018-02-01 15:29:00,15.0,157.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-02
2018-02-02 10:00:00,2018-02-02 12:59:00,35.0,407.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-02
2018-02-02 14:30:00,2018-02-02 15:29:00,9.0,82.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-02
2018-02-07 14:30:00,2018-02-07 15:29:00,12.0,120.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-02
2018-02-09 14:30:00,2018-02-09 15:29:00,18.0,195.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-02
2018-03-01 10:00:00,2018-03-01 12:59:00,14.0,145.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-03
2018-03-02 10:00:00,2018-03-02 12:59:00,-113.0,-1442.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-03
2018-03-27 14:30:00,2018-03-27 15:29:00,126.0,1545.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2018,2018-03
2018-04-13 10:30:00,2018-04-13 12:29:00,-23.0,-317.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-04
2018-04-19 13:30:00,2018-04-19 15:29:00,-21.0,-292.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-04
2018-04-24 10:30:00,2018-04-24 12:29:00,69.0,832.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-04
2018-04-25 10:00:00,2018-04-25 12:59:00,-59.0,-767.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-04
2018-04-26 13:30:00,2018-04-26 15:29:00,-1.0,-42.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-04
2018-05-01 10:30:00,2018-05-01 12:29:00,17.0,182.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-05
2018-05-03 13:30:00,2018-05-03 15:29:00,30.0,345.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2018,2018-05
2018-05-04 13:30:00,2018-05-04 15:29:00,38.0,445.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-05
2018-05-14 13:30:00,2018-05-14 15:29:00,-8.0,-130.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-05
2018-05-16 15:00:00,2018-05-16 15:59:00,-17.0,-242.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2018,2018-05
2018-05-24 13:30:00,2018-05-24 15:29:00,2.0,-5.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-05
2018-06-06 13:30:00,2018-06-06 15:29:00,23.0,257.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-06
2018-06-12 13:30:00,2018-06-12 15:29:00,-7.0,-117.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-06
2018-06-15 15:00:00,2018-06-15 15:59:00,0.0,-30.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2018,2018-06
2018-06-21 10:30:00,2018-06-21 12:29:00,-10.0,-155.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-06
2018-06-26 13:30:00,2018-06-26 15:29:00,-25.0,-342.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-06
2018-06-27 10:30:00,2018-06-27 12:29:00,23.0,257.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-06
2018-07-09 15:00:00,2018-07-09 15:59:00,5.0,32.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2018,2018-07
2018-07-11 15:00:00,2018-07-11 15:59:00,-8.0,-130.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2018,2018-07
2018-07-18 15:00:00,2018-07-18 15:59:00,2.0,-5.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2018,2018-07
2018-07-23 15:00:00,2018-07-23 15:59:00,-2.0,-55.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2018,2018-07
2018-07-25 13:30:00,2018-07-25 15:29:00,25.0,282.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-07
2018-08-03 13:30:00,2018-08-03 15:29:00,12.0,120.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-08
2018-08-15 10:00:00,2018-08-15 12:59:00,-6.0,-105.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2018,2018-08
2018-08-16 13:30:00,2018-08-16 15:29:00,9.0,82.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-08
2018-08-17 10:30:00,2018-08-17 12:29:00,-38.0,-505.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-08
2018-08-17 13:30:00,2018-08-17 15:29:00,-44.0,-580.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-08
2018-08-21 13:30:00,2018-08-21 15:29:00,-19.0,-267.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-08
2018-08-24 13:30:00,2018-08-24 15:29:00,1.0,-17.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-08
2018-08-28 13:30:00,2018-08-28 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-08
2018-08-29 15:00:00,2018-08-29 15:59:00,4.0,20.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2018,2018-08
2018-08-30 13:30:00,2018-08-30 15:29:00,-47.0,-617.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2018,2018-08
2018-09-05 10:30:00,2018-09-05 12:29:00,-20.0,-280.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-09
2018-09-06 10:30:00,2018-09-06 12:29:00,41.0,482.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2018,2018-09
