path,kind
backtest-campaigns/nq_treasury_auction_pressure/all_coupon_pre_auction_short_1130/NQ/runs_index.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/all_coupon_pre_auction_short_1130/variant.yaml,yaml
backtest-campaigns/nq_treasury_auction_pressure/artifact_manifest.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/campaign_results.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/campaign_test_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/methodology_audit.md,md
backtest-campaigns/nq_treasury_auction_pressure/monte_carlo_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/campaign_test_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/campaign_test_summary.md,md
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/effective_config.yaml,yaml
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/core_grid_results.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/core_grid_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/fixed_config_core_daily_results.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.html,html
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/fixed_config_core_metrics.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_core_grid_test/stage_result.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_monkey_test/monkey_results.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_monkey_test/monkey_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_monkey_test/stage_result.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_monkey_test/trade_path_stress_results.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/limited_monkey_test/trade_path_stress_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/run_manifest.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/source_config.yaml,yaml
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/variant_test_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/equity_curve.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/equity_curve.html,html
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/stage_result.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/wfa_oos_trade_log.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/wfa_results.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/wfa_summary.json,json
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/window_001_train_grid.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/window_002_train_grid.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/window_003_train_grid.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/runs_index.csv,csv
backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/variant.yaml,yaml
backtest-campaigns/nq_treasury_auction_pressure/variants_index.yaml,yaml
backtest-campaigns/nq_treasury_auction_pressure/wfa_stitched_oos_trade_logs_manifest.csv,csv
