trade_id,strategy_name,session_date,direction,level_type,academic_source_key,setup_mode,source_return_reference,source_window_start_timestamp,source_window_end_timestamp,source_window_open,source_window_high,source_window_low,source_window_close,source_window_return_points,source_window_return_ticks,source_window_range_points,source_window_volume,source_window_avg_volume_ratio,morning_momentum_signal_timestamp,morning_momentum_entry_window_start,morning_momentum_entry_window_end,min_signal_return_ticks,min_source_window_volume_ratio,min_source_window_range_points,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,position_sizing_net_liq,target_risk_amount,dollar_risk_per_contract,unrounded_contracts,planned_dollar_risk,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
15,morning_intraday_momentum_continuation,2021-03-26,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-03-26 09:30:00-04:00,2021-03-26 10:30:00-04:00,3913.5,3924.75,3912.5,3924.5,11.0,44.0,12.25,274264.0,0.9460503837467162,2021-03-26 10:30:00-04:00,2021-03-26 10:30:00-04:00,2021-03-26 10:35:00-04:00,32.0,,,2021-03-26 10:30:00-04:00,3925.0,3907.25,3956.5,17.75,1,9.0,17.75,risk_percent_net_liq,153955.0,1539.55,887.5,1.7347042253521125,887.5,2021-03-26 14:15:00-04:00,3907.0,stop,-900.0,-905.0,-1.0140845070422535,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,morning_intraday_momentum_continuation,2021-04-01,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-01 09:30:00-04:00,2021-04-01 10:30:00-04:00,3988.0,3996.0,3985.0,3996.0,8.0,32.0,11.0,261516.0,0.7311720592611003,2021-04-01 10:30:00-04:00,2021-04-01 10:30:00-04:00,2021-04-01 10:35:00-04:00,32.0,,,2021-04-01 10:30:00-04:00,3996.0,3978.0,4028.0,18.0,1,19.25,4.25,risk_percent_net_liq,153050.0,1530.5,900.0,1.7005555555555556,900.0,2021-04-01 16:55:00-04:00,4014.0,eod_flatten,900.0,895.0,1.0,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,morning_intraday_momentum_continuation,2021-04-05,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-05 09:30:00-04:00,2021-04-05 10:30:00-04:00,4038.25,4059.0,4037.5,4057.0,18.75,75.0,21.5,302349.0,1.39955389446959,2021-04-05 10:30:00-04:00,2021-04-05 10:30:00-04:00,2021-04-05 10:35:00-04:00,32.0,,,2021-04-05 10:30:00-04:00,4057.25,4038.75,4089.75,18.5,1,16.5,0.5,risk_percent_net_liq,153945.0,1539.45,925.0,1.6642702702702703,925.0,2021-04-05 16:55:00-04:00,4070.25,eod_flatten,650.0,645.0,0.7027027027027027,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,morning_intraday_momentum_continuation,2021-04-06,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-06 09:30:00-04:00,2021-04-06 10:30:00-04:00,4061.5,4075.75,4058.75,4072.5,11.0,44.0,17.0,275309.0,1.083666647336018,2021-04-06 10:30:00-04:00,2021-04-06 10:30:00-04:00,2021-04-06 10:35:00-04:00,32.0,,,2021-04-06 10:30:00-04:00,4072.5,4054.0,4105.25,18.5,1,3.5,14.25,risk_percent_net_liq,154590.0,1545.9,925.0,1.6712432432432434,925.0,2021-04-06 16:55:00-04:00,4065.5,eod_flatten,-350.0,-355.0,-0.3783783783783784,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,morning_intraday_momentum_continuation,2021-04-07,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-07 09:30:00-04:00,2021-04-07 10:30:00-04:00,4063.25,4072.25,4062.75,4072.25,9.0,36.0,9.5,179930.0,0.8769468044316892,2021-04-07 10:30:00-04:00,2021-04-07 10:30:00-04:00,2021-04-07 10:35:00-04:00,32.0,,,2021-04-07 10:30:00-04:00,4072.5,4054.0,4105.25,18.5,1,3.0,14.25,risk_percent_net_liq,154235.0,1542.3500000000001,925.0,1.6674054054054055,925.0,2021-04-07 16:55:00-04:00,4074.5,eod_flatten,100.0,95.0,0.10810810810810811,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,morning_intraday_momentum_continuation,2021-04-15,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-15 09:30:00-04:00,2021-04-15 10:30:00-04:00,4141.75,4150.0,4141.25,4150.0,8.25,33.0,8.75,253295.0,0.8778195477494878,2021-04-15 10:30:00-04:00,2021-04-15 10:30:00-04:00,2021-04-15 10:35:00-04:00,32.0,,,2021-04-15 10:30:00-04:00,4150.25,4131.5,4183.5,18.75,1,16.25,0.5,risk_percent_net_liq,154330.0,1543.3,937.5,1.6461866666666667,937.5,2021-04-15 16:55:00-04:00,4161.25,eod_flatten,550.0,545.0,0.5866666666666667,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,morning_intraday_momentum_continuation,2021-04-21,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-21 09:30:00-04:00,2021-04-21 10:30:00-04:00,4119.25,4145.25,4117.75,4144.0,24.75,99.0,27.5,406937.0,1.7222583359976031,2021-04-21 10:30:00-04:00,2021-04-21 10:30:00-04:00,2021-04-21 10:35:00-04:00,32.0,,,2021-04-21 10:30:00-04:00,4144.25,4125.5,4177.5,18.75,1,23.0,6.0,risk_percent_net_liq,154875.0,1548.75,937.5,1.652,937.5,2021-04-21 16:55:00-04:00,4157.5,eod_flatten,662.5,657.5,0.7066666666666667,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,morning_intraday_momentum_continuation,2021-04-23,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-23 09:30:00-04:00,2021-04-23 10:30:00-04:00,4132.75,4148.75,4131.75,4147.25,14.5,58.0,17.0,266635.0,0.9907377861259888,2021-04-23 10:30:00-04:00,2021-04-23 10:30:00-04:00,2021-04-23 10:35:00-04:00,32.0,,,2021-04-23 10:30:00-04:00,4147.75,4129.0,4181.0,18.75,1,34.25,1.5,risk_percent_net_liq,155532.5,1555.325,937.5,1.6590133333333335,937.5,2021-04-23 15:20:00-04:00,4180.75,target,1650.0,1645.0,1.76,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,morning_intraday_momentum_continuation,2021-04-30,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-04-30 09:30:00-04:00,2021-04-30 10:30:00-04:00,4180.0,4189.25,4177.75,4188.25,8.25,33.0,11.5,306237.0,1.2196692780802272,2021-04-30 10:30:00-04:00,2021-04-30 10:30:00-04:00,2021-04-30 10:35:00-04:00,32.0,,,2021-04-30 10:30:00-04:00,4188.75,4169.75,4222.5,19.0,1,0.0,21.25,risk_percent_net_liq,157177.5,1571.775,950.0,1.6545,950.0,2021-04-30 13:55:00-04:00,4169.5,stop,-962.5,-967.5,-1.013157894736842,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
24,morning_intraday_momentum_continuation,2021-05-07,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-05-07 09:30:00-04:00,2021-05-07 10:30:00-04:00,4203.0,4230.75,4195.5,4225.25,22.25,89.0,35.25,455839.0,1.4874708705392197,2021-05-07 10:30:00-04:00,2021-05-07 10:30:00-04:00,2021-05-07 10:35:00-04:00,32.0,,,2021-05-07 10:30:00-04:00,4225.5,4206.25,4259.5,19.25,1,6.75,9.5,risk_percent_net_liq,156210.0,1562.1000000000001,962.5,1.6229610389610392,962.5,2021-05-07 16:55:00-04:00,4227.25,eod_flatten,87.5,82.5,0.09090909090909091,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,morning_intraday_momentum_continuation,2021-05-13,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-05-13 09:30:00-04:00,2021-05-13 10:30:00-04:00,4073.75,4117.75,4073.25,4115.5,41.75,167.0,44.5,472106.0,1.1361998570994627,2021-05-13 10:30:00-04:00,2021-05-13 10:30:00-04:00,2021-05-13 10:35:00-04:00,32.0,,,2021-05-13 10:30:00-04:00,4115.75,4097.0,4148.75,18.75,1,7.5,19.25,risk_percent_net_liq,156292.5,1562.925,937.5,1.66712,937.5,2021-05-13 11:40:00-04:00,4096.75,stop,-950.0,-955.0,-1.0133333333333334,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,morning_intraday_momentum_continuation,2021-05-14,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-05-14 09:30:00-04:00,2021-05-14 10:30:00-04:00,4135.0,4155.25,4134.75,4147.5,12.5,50.0,20.5,342749.0,1.113927251868204,2021-05-14 10:30:00-04:00,2021-05-14 10:30:00-04:00,2021-05-14 10:35:00-04:00,32.0,,,2021-05-14 10:30:00-04:00,4147.5,4128.75,4180.75,18.75,1,30.75,3.75,risk_percent_net_liq,155337.5,1553.375,937.5,1.6569333333333334,937.5,2021-05-14 16:55:00-04:00,4173.5,eod_flatten,1300.0,1295.0,1.3866666666666667,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,morning_intraday_momentum_continuation,2021-05-20,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-05-20 09:30:00-04:00,2021-05-20 10:30:00-04:00,4120.75,4139.5,4119.25,4139.25,18.5,74.0,20.25,266783.0,0.817840833629631,2021-05-20 10:30:00-04:00,2021-05-20 10:30:00-04:00,2021-05-20 10:35:00-04:00,32.0,,,2021-05-20 10:30:00-04:00,4139.5,4120.75,4172.75,18.75,1,29.75,3.25,risk_percent_net_liq,156632.5,1566.325,937.5,1.6707466666666668,937.5,2021-05-20 16:55:00-04:00,4154.0,eod_flatten,725.0,720.0,0.7733333333333333,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,morning_intraday_momentum_continuation,2021-05-24,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-05-24 09:30:00-04:00,2021-05-24 10:30:00-04:00,4176.25,4196.0,4173.5,4193.25,17.0,68.0,22.5,240922.0,1.0410500260381228,2021-05-24 10:30:00-04:00,2021-05-24 10:30:00-04:00,2021-05-24 10:35:00-04:00,32.0,,,2021-05-24 10:30:00-04:00,4193.5,4174.5,4227.25,19.0,1,12.75,1.5,risk_percent_net_liq,157352.5,1573.525,950.0,1.656342105263158,950.0,2021-05-24 16:55:00-04:00,4198.75,eod_flatten,262.5,257.5,0.27631578947368424,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,morning_intraday_momentum_continuation,2021-06-21,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-06-21 09:30:00-04:00,2021-06-21 10:30:00-04:00,4173.5,4197.5,4164.75,4196.25,22.75,91.0,32.75,347937.0,1.1976426673995797,2021-06-21 10:30:00-04:00,2021-06-21 10:30:00-04:00,2021-06-21 10:35:00-04:00,32.0,,,2021-06-21 10:30:00-04:00,4196.5,4177.5,4230.25,19.0,1,23.25,0.25,risk_percent_net_liq,157610.0,1576.1000000000001,950.0,1.6590526315789476,950.0,2021-06-21 16:55:00-04:00,4219.25,eod_flatten,1137.5,1132.5,1.1973684210526316,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,morning_intraday_momentum_continuation,2021-07-09,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-07-09 09:30:00-04:00,2021-07-09 10:30:00-04:00,4331.0,4349.25,4328.25,4347.0,16.0,64.0,21.0,282483.0,0.979145953248426,2021-07-09 10:30:00-04:00,2021-07-09 10:30:00-04:00,2021-07-09 10:35:00-04:00,32.0,,,2021-07-09 10:30:00-04:00,4347.25,4327.5,4382.25,19.75,1,16.75,2.75,risk_percent_net_liq,158742.5,1587.425,987.5,1.6075189873417721,987.5,2021-07-09 16:55:00-04:00,4361.0,eod_flatten,687.5,682.5,0.6962025316455697,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,morning_intraday_momentum_continuation,2021-07-12,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-07-12 09:30:00-04:00,2021-07-12 10:30:00-04:00,4359.25,4369.75,4354.75,4369.75,10.5,42.0,15.0,215411.0,1.0489347162292806,2021-07-12 10:30:00-04:00,2021-07-12 10:30:00-04:00,2021-07-12 10:35:00-04:00,32.0,,,2021-07-12 10:30:00-04:00,4370.0,4350.25,4405.0,19.75,1,9.25,4.0,risk_percent_net_liq,159425.0,1594.25,987.5,1.6144303797468353,987.5,2021-07-12 16:55:00-04:00,4375.75,eod_flatten,287.5,282.5,0.2911392405063291,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,morning_intraday_momentum_continuation,2021-07-13,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-07-13 09:30:00-04:00,2021-07-13 10:30:00-04:00,4367.5,4377.25,4367.0,4376.75,9.25,37.0,10.25,218833.0,1.261873291987664,2021-07-13 10:30:00-04:00,2021-07-13 10:30:00-04:00,2021-07-13 10:35:00-04:00,32.0,,,2021-07-13 10:30:00-04:00,4376.75,4357.0,4412.0,19.75,1,7.0,18.5,risk_percent_net_liq,159707.5,1597.075,987.5,1.6172911392405063,987.5,2021-07-13 16:55:00-04:00,4358.25,eod_flatten,-925.0,-930.0,-0.9367088607594937,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
33,morning_intraday_momentum_continuation,2021-07-20,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-07-20 09:30:00-04:00,2021-07-20 10:30:00-04:00,4261.25,4299.5,4252.75,4295.0,33.75,135.0,46.75,410200.0,1.1107700098871378,2021-07-20 10:30:00-04:00,2021-07-20 10:30:00-04:00,2021-07-20 10:35:00-04:00,32.0,,,2021-07-20 10:30:00-04:00,4295.5,4276.0,4330.0,19.5,1,33.5,2.75,risk_percent_net_liq,158777.5,1587.775,975.0,1.6284871794871796,975.0,2021-07-20 16:55:00-04:00,4319.75,eod_flatten,1212.5,1207.5,1.2435897435897436,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
